prime_set,prime_set_size,rule_count,support_count,status,modulus,target_residues,covered_residues,coverage_ratio,uncovered_examples,rules
3;5;19;41,4,7,74923,too_large,841320,,,,,"d=11,a=3,b=41 | d=11,a=6,b=38 | d=47,a=24,b=164 | d=39,a=4,b=152 | d=47,a=36,b=152 | d=23,a=38,b=54 | d=71,a=120,b=164"
3;17;53;59,4,7,74808,too_large,1275816,,,,,"d=15,a=1,b=59 | d=27,a=2,b=106 | d=23,a=24,b=68 | d=55,a=8,b=212 | d=11,a=17,b=27 | d=71,a=72,b=212 | d=119,a=4,b=472"
5;41;59,3,5,74381,too_large,290280,,,,,"d=11,a=3,b=41 | d=15,a=1,b=59 | d=47,a=24,b=164 | d=71,a=120,b=164 | d=119,a=4,b=472"
3;5;41;59,4,5,74381,too_large,290280,,,,,"d=11,a=3,b=41 | d=15,a=1,b=59 | d=47,a=24,b=164 | d=71,a=120,b=164 | d=119,a=4,b=472"
3;5;19;29,4,9,74271,too_large,595080,,,,,"d=11,a=6,b=38 | d=15,a=2,b=58 | d=11,a=15,b=29 | d=31,a=8,b=116 | d=39,a=4,b=152 | d=47,a=36,b=152 | d=23,a=38,b=54 | d=47,a=72,b=116 | d=39,a=40,b=116"
17;31;53,3,7,74110,too_large,670344,,,,,"d=27,a=2,b=106 | d=23,a=24,b=68 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=55,a=8,b=212 | d=95,a=8,b=372"
5;37;59,3,6,74107,too_large,261960,,,,,"d=19,a=2,b=74 | d=15,a=1,b=59 | d=39,a=8,b=148 | d=79,a=20,b=296 | d=31,a=50,b=74 | d=119,a=4,b=472"
3;5;29;59,4,7,73729,too_large,615960,,,,,"d=15,a=1,b=59 | d=15,a=2,b=58 | d=11,a=15,b=29 | d=31,a=8,b=116 | d=47,a=72,b=116 | d=39,a=40,b=116 | d=119,a=4,b=472"
3;5;41;53,4,7,72981,too_large,260760,,,,,"d=11,a=3,b=41 | d=27,a=2,b=106 | d=47,a=24,b=164 | d=55,a=8,b=212 | d=71,a=120,b=164 | d=71,a=72,b=212 | d=39,a=50,b=106"
5;17;37,3,6,72943,too_large,377400,,,,,"d=19,a=2,b=74 | d=23,a=24,b=68 | d=39,a=8,b=148 | d=39,a=20,b=136 | d=79,a=20,b=296 | d=31,a=50,b=74"
5;19;37,3,6,72564,too_large,421800,,,,,"d=19,a=2,b=74 | d=11,a=6,b=38 | d=39,a=8,b=148 | d=39,a=4,b=152 | d=79,a=20,b=296 | d=31,a=50,b=74"
17;29;59,3,5,72452,too_large,698088,,,,,"d=15,a=1,b=59 | d=15,a=2,b=58 | d=23,a=24,b=68 | d=31,a=8,b=116 | d=119,a=4,b=472"
3;5;29;53,4,9,72329,too_large,553320,,,,,"d=27,a=2,b=106 | d=15,a=2,b=58 | d=11,a=15,b=29 | d=31,a=8,b=116 | d=55,a=8,b=212 | d=47,a=72,b=116 | d=71,a=72,b=212 | d=39,a=40,b=116 | d=39,a=50,b=106"
5;41;53,3,6,72236,too_large,260760,,,,,"d=11,a=3,b=41 | d=27,a=2,b=106 | d=47,a=24,b=164 | d=55,a=8,b=212 | d=71,a=120,b=164 | d=39,a=50,b=106"
3;5;17;31,4,11,72211,too_large,569160,,,,,"d=23,a=24,b=68 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=39,a=20,b=136 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=11,a=17,b=27 | d=95,a=8,b=372 | d=71,a=36,b=248 | d=71,a=5,b=279 | d=59,a=50,b=186"
5;37;53,3,7,71962,too_large,1176600,,,,,"d=19,a=2,b=74 | d=27,a=2,b=106 | d=39,a=8,b=148 | d=55,a=8,b=212 | d=79,a=20,b=296 | d=31,a=50,b=74 | d=39,a=50,b=106"
5;29;53,3,7,70574,too_large,922200,,,,,"d=27,a=2,b=106 | d=15,a=2,b=58 | d=11,a=15,b=29 | d=31,a=8,b=116 | d=55,a=8,b=212 | d=39,a=40,b=116 | d=39,a=50,b=106"
17;19;59,3,5,70255,too_large,457368,,,,,"d=15,a=1,b=59 | d=11,a=6,b=38 | d=23,a=24,b=68 | d=39,a=4,b=152 | d=119,a=4,b=472"
17;29;53,3,5,69802,too_large,627096,,,,,"d=27,a=2,b=106 | d=15,a=2,b=58 | d=23,a=24,b=68 | d=31,a=8,b=116 | d=55,a=8,b=212"
17;53;59,3,5,69148,too_large,1275816,,,,,"d=15,a=1,b=59 | d=27,a=2,b=106 | d=23,a=24,b=68 | d=55,a=8,b=212 | d=119,a=4,b=472"
3;5;19;31,4,12,69002,too_large,636120,,,,,"d=11,a=6,b=38 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=39,a=4,b=152 | d=95,a=8,b=372 | d=47,a=36,b=152 | d=23,a=38,b=54 | d=71,a=36,b=248 | d=71,a=5,b=279 | d=59,a=50,b=186"
3;5;31;59,4,10,68460,too_large,658440,,,,,"d=15,a=1,b=59 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=95,a=8,b=372 | d=71,a=36,b=248 | d=71,a=5,b=279 | d=119,a=4,b=472 | d=59,a=50,b=186"
17;19;53,3,5,67605,too_large,410856,,,,,"d=11,a=6,b=38 | d=27,a=2,b=106 | d=23,a=24,b=68 | d=55,a=8,b=212 | d=39,a=4,b=152"
5;31;59,3,8,67085,too_large,1097400,,,,,"d=15,a=1,b=59 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=95,a=8,b=372 | d=119,a=4,b=472 | d=59,a=50,b=186"
3;5;31;53,4,12,67060,too_large,591480,,,,,"d=27,a=2,b=106 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=55,a=8,b=212 | d=95,a=8,b=372 | d=71,a=72,b=212 | d=71,a=36,b=248 | d=71,a=5,b=279 | d=59,a=50,b=186 | d=39,a=50,b=106"
5;17;31,3,8,65921,too_large,316200,,,,,"d=23,a=24,b=68 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=39,a=20,b=136 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=95,a=8,b=372 | d=59,a=50,b=186"
5;19;31,3,8,65542,too_large,353400,,,,,"d=11,a=6,b=38 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=39,a=4,b=152 | d=95,a=8,b=372 | d=59,a=50,b=186"
5;31;53,3,9,64940,too_large,985800,,,,,"d=27,a=2,b=106 | d=47,a=2,b=186 | d=31,a=62,b=62 | d=63,a=4,b=248 | d=39,a=1,b=155 | d=55,a=8,b=212 | d=95,a=8,b=372 | d=59,a=50,b=186 | d=39,a=50,b=106"
3;5;17;19,4,7,58259,too_large,348840,,,,,"d=11,a=6,b=38 | d=23,a=24,b=68 | d=39,a=20,b=136 | d=39,a=4,b=152 | d=11,a=17,b=27 | d=47,a=36,b=152 | d=23,a=38,b=54"
3;5;17;59,4,5,57717,too_large,1083240,,,,,"d=15,a=1,b=59 | d=23,a=24,b=68 | d=39,a=20,b=136 | d=11,a=17,b=27 | d=119,a=4,b=472"
3;5;17;53,4,7,56317,too_large,973080,,,,,"d=27,a=2,b=106 | d=23,a=24,b=68 | d=39,a=20,b=136 | d=55,a=8,b=212 | d=11,a=17,b=27 | d=71,a=72,b=212 | d=39,a=50,b=106"
3;5;19;53,4,8,53108,too_large,5437800,,,,,"d=11,a=6,b=38 | d=27,a=2,b=106 | d=55,a=8,b=212 | d=39,a=4,b=152 | d=47,a=36,b=152 | d=23,a=38,b=54 | d=71,a=72,b=212 | d=39,a=50,b=106"
3;5;53;59,4,6,52566,too_large,5628600,,,,,"d=15,a=1,b=59 | d=27,a=2,b=106 | d=55,a=8,b=212 | d=71,a=72,b=212 | d=119,a=4,b=472 | d=39,a=50,b=106"
5;53;59,3,5,51821,too_large,1876200,,,,,"d=15,a=1,b=59 | d=27,a=2,b=106 | d=55,a=8,b=212 | d=119,a=4,b=472 | d=39,a=50,b=106"
5;17;53,3,5,50657,too_large,540600,,,,,"d=27,a=2,b=106 | d=23,a=24,b=68 | d=39,a=20,b=136 | d=55,a=8,b=212 | d=39,a=50,b=106"
5;19;53,3,5,50278,too_large,604200,,,,,"d=11,a=6,b=38 | d=27,a=2,b=106 | d=55,a=8,b=212 | d=39,a=4,b=152 | d=39,a=50,b=106"
