n,d,a,b,x,y,z,verified,covered_by_divisor,n_mod_120,n_mod_840,n_mod_2520,n_mod_27720
329209,15,4,56,82306,27095875954,1935419711,True,,49,769,1609,24289
329233,7,8,20,82310,13549584115,5419833646,True,,73,793,1633,24313
329257,3,2,10,82315,54205579910,10841115982,True,,97,817,1657,24337
329281,15,16,44,82324,6776932261,2464339004,True,,1,1,1681,24361
329305,,,,,,,True,5,25,25,1705,24385
329329,,,,,,,True,7,49,49,1729,24409
329353,,,,,,,True,29,73,73,1753,24433
329377,,,,,,,True,227,97,97,1777,24457
329401,39,40,116,82360,2712946636,935498840,True,,1,121,1801,24481
329425,,,,,,,True,5,25,145,1825,24505
329449,,,,,,,True,73,49,169,1849,24529
329473,7,8,20,82370,13569345505,5427738202,True,,73,193,1873,24553
329497,,,,,,,True,7,97,217,1897,24577
329521,,,,,,,True,23,1,241,1921,24601
329545,,,,,,,True,5,25,265,1945,24625
329569,,,,,,,True,139,49,289,1969,24649
329593,,,,,,,True,11,73,313,1993,24673
329617,3,2,10,82405,54324177770,10864835554,True,,97,337,2017,24697
329641,,,,,,,True,13,1,361,2041,24721
329665,,,,,,,True,5,25,385,2065,24745
329689,,,,,,,True,439,49,409,2089,24769
329713,,,,,,,True,53,73,433,2113,24793
329737,,,,,,,True,149,97,457,2137,24817
329761,23,1,91,82446,108749901624,1195053864,True,,1,481,2161,24841
329785,,,,,,,True,5,25,505,2185,24865
329809,,,,,,,True,31,49,529,2209,24889
329833,,,,,,,True,7,73,553,2233,24913
329857,,,,,,,True,11,97,577,2257,24937
329881,,,,,,,True,107,1,601,2281,24961
329905,,,,,,,True,5,25,625,2305,24985
329929,,,,,,,True,37,49,649,2329,25009
329953,,,,,,,True,13,73,673,2353,25033
329977,3,2,10,82495,54442905230,10888581046,True,,97,697,2377,25057
330001,,,,,,,True,7,1,721,2401,25081
330025,,,,,,,True,5,25,745,2425,25105
330049,,,,,,,True,19,49,769,2449,25129
330073,,,,,,,True,23,73,793,2473,25153
330097,3,2,10,82525,54482509850,10896501970,True,,97,817,2497,25177
330121,,,,,,,True,11,1,1,1,25201
330145,,,,,,,True,5,25,25,25,25225
330169,,,,,,,True,7,49,49,49,25249
330193,,,,,,,True,61,73,73,73,25273
330217,3,1,11,82555,109044257740,9913114340,True,,97,97,97,25297
330241,23,4,88,82566,27266678406,1239394473,True,,1,121,121,25321
330265,,,,,,,True,5,25,145,145,25345
330289,15,8,52,82576,13636972232,2097995728,True,,49,169,169,25369
330313,7,8,20,82580,13638623770,5455449508,True,,73,193,193,25393
330337,,,,,,,True,7,97,217,217,25417
330361,,,,,,,True,17,1,241,241,25441
330385,,,,,,,True,5,25,265,265,25465
330409,35,3,137,82611,36393890532,796946508,True,,49,289,289,25489
330433,7,8,20,82610,13648535065,5459414026,True,,73,313,313,25513
330457,,,,,,,True,47,97,337,337,25537
330481,,,,,,,True,563,1,361,361,25561
330505,,,,,,,True,5,25,385,385,25585
330529,,,,,,,True,383,49,409,409,25609
330553,,,,,,,True,31,73,433,433,25633
330577,,,,,,,True,13,97,457,457,25657
330601,,,,,,,True,269,1,481,481,25681
330625,,,,,,,True,5,25,505,505,25705
330649,,,,,,,True,11,49,529,529,25729
330673,,,,,,,True,7,73,553,553,25753
330697,3,2,10,82675,54680748950,10936149790,True,,97,577,577,25777
330721,15,4,56,82684,27345335164,1953238226,True,,1,601,601,25801
330745,,,,,,,True,5,25,625,625,25825
330769,,,,,,,True,17,49,649,649,25849
330793,7,8,20,82700,13678290550,5471316220,True,,73,673,673,25873
330817,,,,,,,True,37,97,697,697,25897
330841,,,,,,,True,7,1,721,721,25921
330865,,,,,,,True,5,25,745,745,25945
330889,,,,,,,True,13,49,769,769,25969
330913,,,,,,,True,11,73,793,793,25993
330937,,,,,,,True,199,97,817,817,26017
330961,,,,,,,True,19,1,1,841,26041
330985,,,,,,,True,5,25,25,865,26065
331009,,,,,,,True,7,49,49,889,26089
331033,,,,,,,True,109,73,73,913,26113
331057,,,,,,,True,43,97,97,937,26137
331081,47,42,146,82782,2610242604,750891708,True,,1,121,961,26161
331105,,,,,,,True,5,25,145,985,26185
331129,,,,,,,True,137,49,169,1009,26209
331153,7,8,20,82790,13708078435,5483231374,True,,73,193,1033,26233
331177,,,,,,,True,7,97,217,1057,26257
331201,,,,,,,True,13,1,241,1081,26281
331225,,,,,,,True,5,25,265,1105,26305
331249,23,6,86,82818,18288919788,1275971148,True,,49,289,1129,26329
331273,,,,,,,True,257,73,313,1153,26353
331297,,,,,,,True,31,97,337,1177,26377
331321,,,,,,,True,41,1,361,1201,26401
331345,,,,,,,True,5,25,385,1225,26425
331369,11,2,42,82845,54904529610,2614501410,True,,49,409,1249,26449
331393,,,,,,,True,283,73,433,1273,26473
331417,,,,,,,True,19,97,457,1297,26497
331441,,,,,,,True,11,1,481,1321,26521
331465,,,,,,,True,5,25,505,1345,26545
331489,11,5,39,82875,21977720700,2817656500,True,,49,529,1369,26569
331513,,,,,,,True,7,73,553,1393,26593
331537,3,1,11,82885,109917776980,9992525180,True,,97,577,1417,26617
331561,,,,,,,True,131,1,601,1441,26641
331585,,,,,,,True,5,25,625,1465,26665
331609,23,8,84,82908,13746519486,1309192332,True,,49,649,1489,26689
331633,,,,,,,True,541,73,673,1513,26713
331657,,,,,,,True,61,97,697,1537,26737
331681,,,,,,,True,7,1,721,1561,26761
331705,,,,,,,True,5,25,745,1585,26785
331729,,,,,,,True,23,49,769,1609,26809
331753,7,2,26,82940,55031187640,4233168280,True,,73,793,1633,26833
331777,3,2,10,82945,55038486530,11007697306,True,,97,817,1657,26857
331801,3,1,11,82951,110092899004,10008445364,True,,1,1,1681,26881
331825,,,,,,,True,5,25,25,1705,26905
331849,,,,,,,True,7,49,49,1729,26929
331873,,,,,,,True,19,73,73,1753,26953
331897,3,2,10,82975,55078307150,11015661430,True,,97,97,1777,26977
331921,15,16,44,82984,6886033066,2504012024,True,,1,121,1801,27001
331945,,,,,,,True,5,25,145,1825,27025
331969,,,,,,,True,11,49,169,1849,27049
331993,,,,,,,True,17,73,193,1873,27073
332017,,,,,,,True,7,97,217,1897,27097
332041,,,,,,,True,31,1,241,1921,27121
332065,,,,,,,True,5,25,265,1945,27145
332089,,,,,,,True,43,49,289,1969,27169
332113,7,5,23,83030,22060273912,4795711720,True,,73,313,1993,27193
332137,,,,,,,True,13,97,337,2017,27217
332161,15,8,52,83044,13791989042,2121844468,True,,1,361,2041,27241
332185,,,,,,,True,5,25,385,2065,27265
332209,,,,,,,True,71,49,409,2089,27289
332233,,,,,,,True,11,73,433,2113,27313
332257,,,,,,,True,53,97,457,2137,27337
332281,,,,,,,True,23,1,481,2161,27361
332305,,,,,,,True,5,25,505,2185,27385
332329,,,,,,,True,19,49,529,2209,27409
332353,,,,,,,True,7,73,553,2233,27433
332377,,,,,,,True,509,97,577,2257,27457
332401,,,,,,,True,17,1,601,2281,27481
332425,,,,,,,True,5,25,625,2305,27505
332449,,,,,,,True,13,49,649,2329,27529
332473,7,8,20,83120,13817577880,5527031152,True,,73,673,2353,27553
332497,,,,,,,True,11,97,697,2377,27577
332521,,,,,,,True,7,1,721,2401,27601
332545,,,,,,,True,5,25,745,2425,27625
332569,15,4,56,83146,27651782074,1975127291,True,,49,769,2449,27649
332593,,,,,,,True,37,73,793,2473,27673
332617,3,2,10,83155,55317533270,11063506654,True,,97,817,2497,27697
332641,11,6,38,83163,18442282322,2911939314,True,,1,1,1,1
332665,,,,,,,True,5,25,25,25,25
332689,,,,,,,True,7,49,49,49,49
332713,,,,,,,True,47,73,73,73,73
332737,,,,,,,True,229,97,97,97,97
332761,,,,,,,True,11,1,121,121,121
332785,,,,,,,True,5,25,145,145,145
332809,,,,,,,True,17,49,169,169,169
332833,,,,,,,True,23,73,193,193,193
332857,,,,,,,True,7,97,217,217,217
332881,11,2,42,83223,55406710926,2638414806,True,,1,241,241,241
332905,,,,,,,True,5,25,265,265,265
332929,,,,,,,True,577,49,289,289,289
332953,,,,,,,True,73,73,313,313,313
332977,,,,,,,True,433,97,337,337,337
333001,,,,,,,True,97,1,361,361,361
333025,,,,,,,True,5,25,385,385,385
333049,11,2,42,83265,55462649970,2641078570,True,,49,409,409,409
333073,,,,,,,True,13,73,433,433,433
333097,3,2,10,83275,55477305350,11095461070,True,,97,457,457,457
333121,,,,,,,True,43,1,481,481,481
333145,,,,,,,True,5,25,505,505,505
333169,,,,,,,True,211,49,529,529,529
333193,,,,,,,True,7,73,553,553,553
333217,,,,,,,True,17,97,577,577,577
333241,,,,,,,True,19,1,601,601,601
333265,,,,,,,True,5,25,625,625,625
333289,,,,,,,True,11,49,649,649,649
333313,,,,,,,True,149,73,673,673,673
333337,3,2,10,83335,55557277790,11111455558,True,,97,697,697,697
333361,,,,,,,True,7,1,721,721,721
333385,,,,,,,True,5,25,745,745,745
333409,,,,,,,True,59,49,769,769,769
333433,7,8,20,83360,13897487440,5558994976,True,,73,793,793,793
333457,3,2,10,83365,55597285610,11119457122,True,,97,817,817,817
333481,,,,,,,True,37,1,1,841,841
333505,,,,,,,True,5,25,25,865,865
333529,,,,,,,True,7,49,49,889,889
333553,,,,,,,True,11,73,73,913,913
333577,,,,,,,True,83,97,97,937,937
333601,,,,,,,True,271,1,121,961,961
333625,,,,,,,True,5,25,145,985,985
333649,,,,,,,True,109,49,169,1009,1009
333673,7,8,20,83420,13917500830,5567000332,True,,73,193,1033,1033
333697,,,,,,,True,7,97,217,1057,1057
333721,11,2,42,83433,55686688386,2651747066,True,,1,241,1081,1081
333745,,,,,,,True,5,25,265,1105,1105
333769,23,16,76,83448,6963088878,1465913448,True,,49,289,1129,1129
333793,7,8,20,83450,13927512925,5571005170,True,,73,313,1153,1153
333817,,,,,,,True,11,97,337,1177,1177
333841,,,,,,,True,47,1,361,1201,1201
333865,,,,,,,True,5,25,385,1225,1225
333889,,,,,,,True,233,49,409,1249,1249
333913,,,,,,,True,71,73,433,1273,1273
333937,,,,,,,True,23,97,457,1297,1297
333961,,,,,,,True,521,1,481,1321,1321
333985,,,,,,,True,5,25,505,1345,1345
334009,,,,,,,True,13,49,529,1369,1369
334033,,,,,,,True,7,73,553,1393,1393
334057,3,2,10,83515,55797540710,11159508142,True,,97,577,1417,1417
334081,,,,,,,True,11,1,601,1441,1441
334105,,,,,,,True,5,25,625,1465,1465
334129,,,,,,,True,67,49,649,1489,1489
334153,,,,,,,True,19,73,673,1513,1513
334177,3,1,11,83545,111675269860,10152297260,True,,97,697,1537,1537
334201,,,,,,,True,7,1,721,1561,1561
334225,,,,,,,True,5,25,745,1585,1585
334249,,,,,,,True,79,49,769,1609,1609
334273,,,,,,,True,31,73,793,1633,1633
334297,3,2,10,83575,55877743550,11175548710,True,,97,817,1657,1657
334321,,,,,,,True,13,1,1,1681,1681
334345,,,,,,,True,5,25,25,1705,1705
334369,,,,,,,True,7,49,49,1729,1729
334393,7,8,20,83600,13977627400,5591050960,True,,73,73,1753,1753
334417,,,,,,,True,137,97,97,1777,1777
334441,,,,,,,True,17,1,121,1801,1801
334465,,,,,,,True,5,25,145,1825,1825
334489,,,,,,,True,23,49,169,1849,1849
334513,7,8,20,83630,13987661095,5595064438,True,,73,193,1873,1873
334537,,,,,,,True,7,97,217,1897,1897
334561,7,2,26,83642,55966702324,4305130948,True,,1,241,1921,1921
334585,,,,,,,True,5,25,265,1945,1945
334609,,,,,,,True,11,49,289,1969,1969
334633,,,,,,,True,13,73,313,1993,1993
334657,,,,,,,True,379,97,337,2017,2017
334681,23,16,76,83676,7001191839,1473935124,True,,1,361,2041,2041
334705,,,,,,,True,5,25,385,2065,2065
334729,,,,,,,True,89,49,409,2089,2089
334753,7,8,20,83690,14007739285,5603095714,True,,73,433,2113,2113
334777,3,2,10,83695,56038322030,11207664406,True,,97,457,2137,2137
334801,,,,,,,True,53,1,481,2161,2161
334825,,,,,,,True,5,25,505,2185,2185
334849,,,,,,,True,17,49,529,2209,2209
334873,,,,,,,True,7,73,553,2233,2233
334897,3,2,10,83725,56078502650,11215700530,True,,97,577,2257,2257
334921,,,,,,,True,29,1,601,2281,2281
334945,,,,,,,True,5,25,625,2305,2305
334969,,,,,,,True,47,49,649,2329,2329
334993,7,8,20,83750,14027831875,5611132750,True,,73,673,2353,2353
335017,,,,,,,True,31,97,697,2377,2377
335041,,,,,,,True,7,1,721,2401,2401
335065,,,,,,,True,5,25,745,2425,2425
335089,15,4,56,83776,28072416064,2005172576,True,,49,769,2449,2449
335113,7,8,20,83780,14037883570,5615153428,True,,73,793,2473,2473
335137,,,,,,,True,11,97,817,2497,2497
335161,55,56,164,83804,2006273746,685069084,True,,1,1,1,2521
335185,,,,,,,True,5,25,25,25,2545
335209,,,,,,,True,7,49,49,49,2569
335233,,,,,,,True,281,73,73,73,2593
335257,,,,,,,True,13,97,97,97,2617
335281,15,8,52,83824,14052297272,2161891888,True,,1,121,121,2641
335305,,,,,,,True,5,25,145,145,2665
335329,,,,,,,True,97,49,169,169,2689
335353,,,,,,,True,491,73,193,193,2713
335377,,,,,,,True,7,97,217,217,2737
335401,,,,,,,True,11,1,241,241,2761
335425,,,,,,,True,5,25,265,265,2785
335449,95,8,372,83886,14069737407,302574998,True,,49,289,289,2809
335473,7,8,20,83870,14068060255,5627224102,True,,73,313,313,2833
335497,,,,,,,True,113,97,337,337,2857
335521,,,,,,,True,19,1,361,361,2881
335545,,,,,,,True,5,25,385,385,2905
335569,,,,,,,True,13,49,409,409,2929
335593,,,,,,,True,23,73,433,433,2953
335617,,,,,,,True,29,97,457,457,2977
335641,23,8,84,83916,14082825078,1341221436,True,,1,481,481,3001
335665,,,,,,,True,5,25,505,505,3025
335689,15,2,58,83926,56346070028,1942967932,True,,49,529,529,3049
335713,,,,,,,True,7,73,553,553,3073
335737,,,,,,,True,67,97,577,577,3097
335761,,,,,,,True,31,1,601,601,3121
335785,,,,,,,True,5,25,625,625,3145
335809,7,2,26,83954,56385017572,4337309044,True,,49,649,649,3169
335833,7,8,20,83960,14098269340,5639307736,True,,73,673,673,3193
335857,3,2,10,83965,56400466010,11280093202,True,,97,697,697,3217
335881,,,,,,,True,7,1,721,721,3241
335905,,,,,,,True,5,25,745,745,3265
335929,,,,,,,True,11,49,769,769,3289
335953,7,8,20,83990,14108346235,5643338494,True,,73,793,793,3313
335977,,,,,,,True,19,97,817,817,3337
336001,,,,,,,True,277,1,1,841,3361
336025,,,,,,,True,5,25,25,865,3385
336049,,,,,,,True,7,49,49,889,3409
336073,,,,,,,True,17,73,73,913,3433
336097,,,,,,,True,47,97,97,937,3457
336121,7,2,26,84032,56489839744,4345372288,True,,1,121,961,3481
336145,,,,,,,True,5,25,145,985,3505
336169,,,,,,,True,127,49,169,1009,3529
336193,,,,,,,True,11,73,193,1033,3553
336217,,,,,,,True,7,97,217,1057,3577
336241,,,,,,,True,41,1,241,1081,3601
336265,,,,,,,True,5,25,265,1105,3625
336289,,,,,,,True,523,49,289,1129,3649
336313,,,,,,,True,29,73,313,1153,3673
336337,,,,,,,True,317,97,337,1177,3697
336361,39,40,116,84100,2828796010,975446900,True,,1,361,1201,3721
336385,,,,,,,True,5,25,385,1225,3745
336409,,,,,,,True,353,49,409,1249,3769
336433,,,,,,,True,19,73,433,1273,3793
336457,,,,,,,True,11,97,457,1297,3817
336481,,,,,,,True,17,1,481,1321,3841
336505,,,,,,,True,5,25,505,1345,3865
336529,15,8,52,84136,14157101972,2178015688,True,,49,529,1369,3889
336553,,,,,,,True,7,73,553,1393,3913
336577,3,2,10,84145,56642543330,11328508666,True,,97,577,1417,3937
336601,,,,,,,True,463,1,601,1441,3961
336625,,,,,,,True,5,25,625,1465,3985
336649,23,8,84,84168,14167536516,1349289192,True,,49,649,1489,4009
336673,,,,,,,True,197,73,673,1513,4033
336697,,,,,,,True,23,97,697,1537,4057
336721,,,,,,,True,7,1,721,1561,4081
336745,,,,,,,True,5,25,745,1585,4105
336769,15,4,56,84196,28354602724,2025328766,True,,49,769,1609,4129
336793,7,8,20,84200,14178985300,5671594120,True,,73,793,1633,4153
336817,,,,,,,True,13,97,817,1657,4177
336841,,,,,,,True,181,1,1,1681,4201
336865,,,,,,,True,5,25,25,1705,4225
336889,,,,,,,True,7,49,49,1729,4249
336913,,,,,,,True,103,73,73,1753,4273
336937,,,,,,,True,347,97,97,1777,4297
336961,35,2,138,84249,56777254578,822858762,True,,1,121,1801,4321
336985,,,,,,,True,5,25,145,1825,4345
337009,,,,,,,True,29,49,169,1849,4369
337033,,,,,,,True,37,73,193,1873,4393
337057,,,,,,,True,7,97,217,1897,4417
337081,3,1,11,84271,113624611804,10329510164,True,,1,241,1921,4441
337105,,,,,,,True,5,25,265,1945,4465
337129,,,,,,,True,13,49,289,1969,4489
337153,7,8,20,84290,14209313185,5683725274,True,,73,313,1993,4513
337177,,,,,,,True,173,97,337,2017,4537
337201,11,6,38,84303,18951370602,2992321674,True,,1,361,2041,4561
337225,,,,,,,True,5,25,385,2065,4585
337249,,,,,,,True,11,49,409,2089,4609
337273,,,,,,,True,367,73,433,2113,4633
337297,,,,,,,True,17,97,457,2137,4657
337321,,,,,,,True,71,1,481,2161,4681
337345,,,,,,,True,5,25,505,2185,4705
337369,7,2,26,84344,56910101872,4377700144,True,,49,529,2209,4729
337393,,,,,,,True,7,73,553,2233,4753
337417,,,,,,,True,569,97,577,2257,4777
337441,,,,,,,True,13,1,601,2281,4801
337465,,,,,,,True,5,25,625,2305,4825
337489,23,8,84,84378,14238323421,1356030802,True,,49,649,2329,4849
337513,,,,,,,True,11,73,673,2353,4873
337537,3,2,10,84385,56966119490,11393223898,True,,97,697,2377,4897
337561,,,,,,,True,7,1,721,2401,4921
337585,,,,,,,True,5,25,745,2425,4945
337609,3,1,11,84403,113980849708,10361895428,True,,49,769,2449,4969
337633,7,5,23,84410,22799681224,4956452440,True,,73,793,2473,4993
337657,,,,,,,True,59,97,817,2497,5017
337681,7,2,26,84422,57015410764,4385800828,True,,1,1,1,5041
337705,,,,,,,True,5,25,25,25,5065
337729,,,,,,,True,7,49,49,49,5089
337753,,,,,,,True,13,73,73,73,5113
337777,,,,,,,True,11,97,97,97,5137
337801,,,,,,,True,19,1,121,121,5161
337825,,,,,,,True,5,25,145,145,5185
337849,,,,,,,True,131,49,169,169,5209
337873,3,1,11,84469,114159177748,10378107068,True,,73,193,193,5233
337897,,,,,,,True,7,97,217,217,5257
337921,,,,,,,True,37,1,241,241,5281
337945,,,,,,,True,5,25,265,265,5305
337969,11,1,43,84495,114226762620,2656436340,True,,49,289,289,5329
337993,,,,,,,True,31,73,313,313,5353
338017,3,2,10,84505,57128253170,11425650634,True,,97,337,337,5377
338041,,,,,,,True,11,1,361,361,5401
338065,,,,,,,True,5,25,385,385,5425
338089,,,,,,,True,151,49,409,409,5449
338113,,,,,,,True,17,73,433,433,5473
338137,3,1,11,84535,114337645180,10394331380,True,,97,457,457,5497
338161,19,2,74,84545,57179643490,1545395770,True,,1,481,481,5521
338185,,,,,,,True,5,25,505,505,5545
338209,,,,,,,True,41,49,529,529,5569
338233,,,,,,,True,7,73,553,553,5593
338257,,,,,,,True,19,97,577,577,5617
338281,,,,,,,True,43,1,601,601,5641
338305,,,,,,,True,5,25,625,625,5665
338329,,,,,,,True,193,49,649,649,5689
338353,,,,,,,True,23,73,673,673,5713
338377,,,,,,,True,13,97,697,697,5737
338401,,,,,,,True,7,1,721,721,5761
338425,,,,,,,True,5,25,745,745,5785
338449,15,4,56,84616,28638200584,2045585756,True,,49,769,769,5809
338473,7,8,20,84620,14320792630,5728317052,True,,73,793,793,5833
338497,3,2,10,84625,57290617250,11458123450,True,,97,817,817,5857
338521,,,,,,,True,17,1,1,841,5881
338545,,,,,,,True,5,25,25,865,5905
338569,,,,,,,True,7,49,49,889,5929
338593,,,,,,,True,547,73,73,913,5953
338617,,,,,,,True,53,97,97,937,5977
338641,,,,,,,True,397,1,121,961,6001
338665,,,,,,,True,5,25,145,985,6025
338689,,,,,,,True,13,49,169,1009,6049
338713,,,,,,,True,19,73,193,1033,6073
338737,,,,,,,True,7,97,217,1057,6097
338761,11,2,42,84693,57381370746,2732446226,True,,1,241,1081,6121
338785,,,,,,,True,5,25,265,1105,6145
338809,,,,,,,True,37,49,289,1129,6169
338833,,,,,,,True,11,73,313,1153,6193
338857,3,2,10,84715,57412541510,11482508302,True,,97,337,1177,6217
338881,,,,,,,True,109,1,361,1201,6241
338905,,,,,,,True,5,25,385,1225,6265
338929,,,,,,,True,17,49,409,1249,6289
338953,,,,,,,True,67,73,433,1273,6313
338977,,,,,,,True,61,97,457,1297,6337
339001,,,,,,,True,13,1,481,1321,6361
339025,,,,,,,True,5,25,505,1345,6385
339049,19,2,74,84767,57480333166,1553522518,True,,49,529,1369,6409
339073,,,,,,,True,7,73,553,1393,6433
339097,,,,,,,True,11,97,577,1417,6457
339121,15,4,56,84784,28752034864,2053716776,True,,1,601,1441,6481
339145,,,,,,,True,5,25,625,1465,6505
339169,,,,,,,True,19,49,649,1489,6529
339193,,,,,,,True,41,73,673,1513,6553
339217,,,,,,,True,127,97,697,1537,6577
339241,,,,,,,True,7,1,721,1561,6601
339265,,,,,,,True,5,25,745,1585,6625
339289,11,5,39,84825,23024151540,2951814300,True,,49,769,1609,6649
339313,,,,,,,True,13,73,793,1633,6673
339337,,,,,,,True,17,97,817,1657,6697
339361,,,,,,,True,11,1,1,1681,6721
339385,,,,,,,True,5,25,25,1705,6745
339409,,,,,,,True,7,49,49,1729,6769
339433,7,8,20,84860,14402142190,5760856876,True,,73,73,1753,6793
339457,,,,,,,True,23,97,97,1777,6817
339481,,,,,,,True,31,1,121,1801,6841
339505,,,,,,,True,5,25,145,1825,6865
339529,,,,,,,True,163,49,169,1849,6889
339553,,,,,,,True,83,73,193,1873,6913
339577,,,,,,,True,7,97,217,1897,6937
339601,11,2,42,84903,57666287406,2746013686,True,,1,241,1921,6961
339625,,,,,,,True,5,25,265,1945,6985
339649,11,10,34,84915,11536517934,3393093510,True,,49,289,1969,7009
339673,7,8,20,84920,14422515580,5769006232,True,,73,313,1993,7033
339697,,,,,,,True,37,97,337,2017,7057
339721,,,,,,,True,383,1,361,2041,7081
339745,,,,,,,True,5,25,385,2065,7105
339769,11,2,42,84945,57723355410,2748731210,True,,49,409,2089,7129
339793,,,,,,,True,29,73,433,2113,7153
339817,3,2,10,84955,57738306470,11547661294,True,,97,457,2137,7177
