n,d,a,b,x,y,z,verified,covered_by_divisor,n_mod_120,n_mod_840,n_mod_2520,n_mod_27720
94345,,,,,,,True,5,25,265,1105,11185
94369,,,,,,,True,11,49,289,1129,11209
94393,,,,,,,True,13,73,313,1153,11233
94417,,,,,,,True,263,97,337,1177,11257
94441,47,2,186,23622,4461770604,47976028,True,,1,361,1201,11281
94465,,,,,,,True,5,25,385,1225,11305
94489,,,,,,,True,61,49,409,1249,11329
94513,7,8,20,23630,1116671095,446668438,True,,73,433,1273,11353
94537,,,,,,,True,17,97,457,1297,11377
94561,23,8,84,23646,1117994703,106475686,True,,1,481,1321,11401
94585,,,,,,,True,5,25,505,1345,11425
94609,,,,,,,True,37,49,529,1369,11449
94633,,,,,,,True,7,73,553,1393,11473
94657,,,,,,,True,103,97,577,1417,11497
94681,,,,,,,True,73,1,601,1441,11521
94705,,,,,,,True,5,25,625,1465,11545
94729,,,,,,,True,43,49,649,1489,11569
94753,,,,,,,True,19,73,673,1513,11593
94777,3,2,10,23695,4491482030,898296406,True,,97,697,1537,11617
94801,,,,,,,True,7,1,721,1561,11641
94825,,,,,,,True,5,25,745,1585,11665
94849,11,10,34,23715,899737614,264628710,True,,49,769,1609,11689
94873,7,8,20,23720,1125193780,450077512,True,,73,793,1633,11713
94897,,,,,,,True,11,97,817,1657,11737
94921,,,,,,,True,23,1,1,1681,11761
94945,,,,,,,True,5,25,25,1705,11785
94969,,,,,,,True,7,49,49,1729,11809
94993,3,1,11,23749,9023955028,820359548,True,,73,73,1753,11833
95017,,,,,,,True,13,97,97,1777,11857
95041,,,,,,,True,101,1,121,1801,11881
95065,,,,,,,True,5,25,145,1825,11905
95089,31,8,116,23780,1130608210,77972980,True,,49,169,1849,11929
95113,,,,,,,True,227,73,193,1873,11953
95137,,,,,,,True,7,97,217,1897,11977
95161,,,,,,,True,11,1,241,1921,12001
95185,,,,,,,True,5,25,265,1945,12025
95209,,,,,,,True,19,49,289,1969,12049
95233,7,8,20,23810,1133748865,453499546,True,,73,313,1993,12073
95257,3,1,11,23815,9074181820,824925620,True,,97,337,2017,12097
95281,,,,,,,True,151,1,361,2041,12121
95305,,,,,,,True,5,25,385,2065,12145
95329,,,,,,,True,13,49,409,2089,12169
95353,,,,,,,True,17,73,433,2113,12193
95377,,,,,,,True,127,97,457,2137,12217
95401,23,8,84,23856,1137943128,108375536,True,,1,481,2161,12241
95425,,,,,,,True,5,25,505,2185,12265
95449,,,,,,,True,31,49,529,2209,12289
95473,,,,,,,True,7,73,553,2233,12313
95497,,,,,,,True,29,97,577,2257,12337
95521,,,,,,,True,59,1,601,2281,12361
95545,,,,,,,True,5,25,625,2305,12385
95569,7,2,26,23894,4567051372,351311644,True,,49,649,2329,12409
95593,,,,,,,True,109,73,673,2353,12433
95617,3,2,10,23905,4571448770,914289754,True,,97,697,2377,12457
95641,,,,,,,True,7,1,721,2401,12481
95665,,,,,,,True,5,25,745,2425,12505
95689,,,,,,,True,11,49,769,2449,12529
95713,7,8,20,23930,1145206045,458082418,True,,73,793,2473,12553
95737,3,2,10,23935,4582930190,916586038,True,,97,817,2497,12577
95761,,,,,,,True,17,1,1,1,12601
95785,,,,,,,True,5,25,25,25,12625
95809,,,,,,,True,7,49,49,49,12649
95833,,,,,,,True,47,73,73,73,12673
95857,3,2,10,23965,4594426010,918885202,True,,97,97,97,12697
95881,7,2,26,23972,4596918664,353609128,True,,1,121,121,12721
95905,,,,,,,True,5,25,145,145,12745
95929,11,3,41,23985,3067809420,224473860,True,,49,169,169,12769
95953,,,,,,,True,11,73,193,193,12793
95977,,,,,,,True,7,97,217,217,12817
96001,11,2,42,24003,4608624006,219458286,True,,1,241,241,12841
96025,,,,,,,True,5,25,265,265,12865
96049,,,,,,,True,139,49,289,289,12889
96073,,,,,,,True,191,73,313,313,12913
96097,3,2,10,24025,4617460850,923492170,True,,97,337,337,12937
96121,,,,,,,True,19,1,361,361,12961
96145,,,,,,,True,5,25,385,385,12985
96169,,,,,,,True,17,49,409,409,13009
96193,,,,,,,True,29,73,433,433,13033
96217,,,,,,,True,11,97,457,457,13057
96241,,,,,,,True,157,1,481,481,13081
96265,,,,,,,True,5,25,505,505,13105
96289,15,8,52,24076,1159126982,178327228,True,,49,529,529,13129
96313,,,,,,,True,7,73,553,553,13153
96337,3,2,10,24085,4640553290,928110658,True,,97,577,577,13177
96361,,,,,,,True,173,1,601,601,13201
96385,,,,,,,True,5,25,625,625,13225
96409,,,,,,,True,229,49,649,649,13249
96433,,,,,,,True,73,73,673,673,13273
96457,3,2,10,24115,4652121110,930424222,True,,97,697,697,13297
96481,,,,,,,True,7,1,721,721,13321
96505,,,,,,,True,5,25,745,745,13345
96529,,,,,,,True,83,49,769,769,13369
96553,7,8,20,24140,1165394710,466157884,True,,73,793,793,13393
96577,,,,,,,True,13,97,817,817,13417
96601,15,8,52,24154,1166650277,179484658,True,,1,1,841,13441
96625,,,,,,,True,5,25,25,865,13465
96649,,,,,,,True,7,49,49,889,13489
96673,,,,,,,True,277,73,73,913,13513
96697,3,2,10,24175,4675299950,935059990,True,,97,97,937,13537
96721,,,,,,,True,311,1,121,961,13561
96745,,,,,,,True,5,25,145,985,13585
96769,31,44,80,24200,212891800,117090490,True,,49,169,1009,13609
96793,,,,,,,True,43,73,193,1033,13633
96817,,,,,,,True,7,97,217,1057,13657
96841,,,,,,,True,113,1,241,1081,13681
96865,,,,,,,True,5,25,265,1105,13705
96889,,,,,,,True,13,49,289,1129,13729
96913,,,,,,,True,199,73,313,1153,13753
96937,,,,,,,True,31,97,337,1177,13777
96961,,,,,,,True,47,1,361,1201,13801
96985,,,,,,,True,5,25,385,1225,13825
97009,,,,,,,True,11,49,409,1249,13849
97033,,,,,,,True,19,73,433,1273,13873
97057,,,,,,,True,71,97,457,1297,13897
97081,23,8,84,24276,1178369178,112225636,True,,1,481,1321,13921
97105,,,,,,,True,5,25,505,1345,13945
97129,,,,,,,True,23,49,529,1369,13969
97153,,,,,,,True,7,73,553,1393,13993
97177,3,2,10,24295,4721830430,944366086,True,,97,577,1417,14017
97201,,,,,,,True,13,1,601,1441,14041
97225,,,,,,,True,5,25,625,1465,14065
97249,,,,,,,True,79,49,649,1489,14089
97273,,,,,,,True,11,73,673,1513,14113
97297,,,,,,,True,149,97,697,1537,14137
97321,,,,,,,True,7,1,721,1561,14161
97345,,,,,,,True,5,25,745,1585,14185
97369,3,1,11,24343,9481014268,861910388,True,,49,769,1609,14209
97393,,,,,,,True,17,73,793,1633,14233
97417,,,,,,,True,61,97,817,1657,14257
97441,7,2,26,24362,4747715284,365208868,True,,1,1,1681,14281
97465,,,,,,,True,5,25,25,1705,14305
97489,,,,,,,True,7,49,49,1729,14329
97513,,,,,,,True,13,73,73,1753,14353
97537,,,,,,,True,11,97,97,1777,14377
97561,19,35,41,24395,272000068,232195180,True,,1,121,1801,14401
97585,,,,,,,True,5,25,145,1825,14425
97609,55,2,218,24416,4766442688,43728832,True,,49,169,1849,14449
97633,,,,,,,True,89,73,193,1873,14473
97657,,,,,,,True,7,97,217,1897,14497
97681,,,,,,,True,23,1,241,1921,14521
97705,,,,,,,True,5,25,265,1945,14545
97729,31,20,104,24440,477699352,91865260,True,,49,289,1969,14569
97753,,,,,,,True,67,73,313,1993,14593
97777,3,2,10,24445,4780317530,956063506,True,,97,337,2017,14617
97801,,,,,,,True,11,1,361,2041,14641
97825,,,,,,,True,5,25,385,2065,14665
97849,11,2,42,24465,4787751570,227988170,True,,49,409,2089,14689
97873,,,,,,,True,97,73,433,2113,14713
97897,,,,,,,True,223,97,457,2137,14737
97921,,,,,,,True,181,1,481,2161,14761
97945,,,,,,,True,5,25,505,2185,14785
97969,,,,,,,True,313,49,529,2209,14809
97993,,,,,,,True,7,73,553,2233,14833
98017,3,2,10,24505,4803813170,960762634,True,,97,577,2257,14857
98041,15,4,56,24514,2403377074,171669791,True,,1,601,2281,14881
98065,,,,,,,True,5,25,625,2305,14905
98089,,,,,,,True,47,49,649,2329,14929
98113,,,,,,,True,41,73,673,2353,14953
98137,,,,,,,True,13,97,697,2377,14977
98161,,,,,,,True,7,1,721,2401,15001
98185,,,,,,,True,5,25,745,2425,15025
98209,,,,,,,True,17,49,769,2449,15049
98233,,,,,,,True,23,73,793,2473,15073
98257,3,2,10,24565,4827366410,965473282,True,,97,817,2497,15097
98281,,,,,,,True,29,1,1,1,15121
98305,,,,,,,True,5,25,25,25,15145
98329,,,,,,,True,7,49,49,49,15169
98353,,,,,,,True,59,73,73,73,15193
98377,3,2,10,24595,4839164630,967832926,True,,97,97,97,15217
98401,,,,,,,True,19,1,121,121,15241
98425,,,,,,,True,5,25,145,145,15265
98449,,,,,,,True,13,49,169,169,15289
98473,7,8,20,24620,1212202630,484881052,True,,73,193,193,15313
98497,,,,,,,True,7,97,217,217,15337
98521,,,,,,,True,83,1,241,241,15361
98545,,,,,,,True,5,25,265,265,15385
98569,,,,,,,True,241,49,289,289,15409
98593,,,,,,,True,11,73,313,313,15433
98617,,,,,,,True,17,97,337,337,15457
98641,59,1,235,24675,9735866700,41429220,True,,1,361,361,15481
98665,,,,,,,True,5,25,385,385,15505
98689,3,1,11,24673,9739814788,885437708,True,,49,409,409,15529
98713,7,8,20,24680,1218118420,487247368,True,,73,433,433,15553
98737,3,2,10,24685,4874645690,974929138,True,,97,457,457,15577
98761,,,,,,,True,13,1,481,481,15601
98785,,,,,,,True,5,25,505,505,15625
98809,59,22,214,24717,444047646,45649758,True,,49,529,529,15649
98833,,,,,,,True,7,73,553,553,15673
98857,,,,,,,True,11,97,577,577,15697
98881,,,,,,,True,61,1,601,601,15721
98905,,,,,,,True,5,25,625,625,15745
98929,11,10,34,24735,978803526,287883390,True,,49,649,649,15769
98953,3,1,11,24739,9791993068,890181188,True,,73,673,673,15793
98977,,,,,,,True,29,97,697,697,15817
99001,,,,,,,True,7,1,721,721,15841
99025,,,,,,,True,5,25,745,745,15865
99049,,,,,,,True,37,49,769,769,15889
99073,,,,,,,True,13,73,793,793,15913
99097,,,,,,,True,41,97,817,817,15937
99121,,,,,,,True,11,1,1,841,15961
99145,,,,,,,True,5,25,25,865,15985
99169,,,,,,,True,7,49,49,889,16009
99193,,,,,,,True,281,73,73,913,16033
99217,,,,,,,True,47,97,97,937,16057
99241,23,4,88,24816,2462764656,111943848,True,,1,121,961,16081
99265,,,,,,,True,5,25,145,985,16105
99289,19,2,74,24827,4930096006,133245838,True,,49,169,1009,16129
99313,,,,,,,True,19,73,193,1033,16153
99337,,,,,,,True,7,97,217,1057,16177
99361,,,,,,,True,67,1,241,1081,16201
99385,,,,,,,True,5,25,265,1105,16225
99409,15,8,52,24856,1235455052,190070008,True,,49,289,1129,16249
99433,,,,,,,True,17,73,313,1153,16273
99457,,,,,,,True,271,97,337,1177,16297
99481,,,,,,,True,53,1,361,1201,16321
99505,,,,,,,True,5,25,385,1225,16345
99529,11,2,42,24885,4953558330,235883730,True,,49,409,1249,16369
99553,,,,,,,True,113,73,433,1273,16393
99577,3,2,10,24895,4957938830,991587766,True,,97,457,1297,16417
99601,,,,,,,True,103,1,481,1321,16441
99625,,,,,,,True,5,25,505,1345,16465
99649,,,,,,,True,11,49,529,1369,16489
99673,,,,,,,True,7,73,553,1393,16513
99697,,,,,,,True,13,97,577,1417,16537
99721,15,4,56,24934,2486443414,177603101,True,,1,601,1441,16561
99745,,,,,,,True,5,25,625,1465,16585
99769,,,,,,,True,19,49,649,1489,16609
99793,7,8,20,24950,1244917675,497967070,True,,73,673,1513,16633
99817,3,2,10,24955,4981866470,996373294,True,,97,697,1537,16657
99841,,,,,,,True,7,1,721,1561,16681
99865,,,,,,,True,5,25,745,1585,16705
99889,,,,,,,True,23,49,769,1609,16729
99913,,,,,,,True,11,73,793,1633,16753
99937,,,,,,,True,37,97,817,1657,16777
99961,31,8,116,24998,1249412539,86166382,True,,1,1,1681,16801
99985,,,,,,,True,5,25,25,1705,16825
100009,,,,,,,True,7,49,49,1729,16849
100033,,,,,,,True,167,73,73,1753,16873
100057,3,2,10,25015,5005851710,1001170342,True,,97,97,1777,16897
100081,,,,,,,True,41,1,121,1801,16921
100105,,,,,,,True,5,25,145,1825,16945
100129,15,16,44,25036,626707411,227893604,True,,49,169,1849,16969
100153,7,8,20,25040,1253915560,501566224,True,,73,193,1873,16993
100177,,,,,,,True,7,97,217,1897,17017
100201,,,,,,,True,97,1,241,1921,17041
100225,,,,,,,True,5,25,265,1945,17065
100249,,,,,,,True,17,49,289,1969,17089
100273,,,,,,,True,197,73,313,1993,17113
100297,3,2,10,25075,5029894550,1005978910,True,,97,337,2017,17137
100321,,,,,,,True,13,1,361,2041,17161
100345,,,,,,,True,5,25,385,2065,17185
100369,,,,,,,True,29,49,409,2089,17209
100393,7,8,20,25100,1259932150,503972860,True,,73,433,2113,17233
100417,3,2,10,25105,5041937570,1008387514,True,,97,457,2137,17257
100441,,,,,,,True,11,1,481,2161,17281
100465,,,,,,,True,5,25,505,2185,17305
100489,,,,,,,True,317,49,529,2209,17329
100513,,,,,,,True,7,73,553,2233,17353
100537,3,1,11,25135,10107989980,918908180,True,,97,577,2257,17377
100561,,,,,,,True,227,1,601,2281,17401
100585,,,,,,,True,5,25,625,2305,17425
100609,11,1,43,25155,10123277580,235425060,True,,49,649,2329,17449
100633,,,,,,,True,13,73,673,2353,17473
100657,,,,,,,True,17,97,697,2377,17497
100681,,,,,,,True,7,1,721,2401,17521
100705,,,,,,,True,5,25,745,2425,17545
100729,,,,,,,True,263,49,769,2449,17569
100753,,,,,,,True,53,73,793,2473,17593
100777,,,,,,,True,179,97,817,2497,17617
100801,3,1,11,25201,10161144004,923740364,True,,1,1,1,17641
100825,,,,,,,True,5,25,25,25,17665
100849,,,,,,,True,7,49,49,49,17689
100873,,,,,,,True,149,73,73,73,17713
100897,,,,,,,True,163,97,97,97,17737
100921,,,,,,,True,43,1,121,121,17761
100945,,,,,,,True,5,25,145,145,17785
100969,,,,,,,True,11,49,169,169,17809
100993,,,,,,,True,23,73,193,193,17833
101017,,,,,,,True,7,97,217,217,17857
101041,,,,,,,True,79,1,241,241,17881
101065,,,,,,,True,5,25,265,265,17905
101089,23,4,88,25278,2555327742,116151261,True,,49,289,289,17929
101113,7,8,20,25280,1278068320,511227328,True,,73,313,313,17953
101137,,,,,,,True,19,97,337,337,17977
101161,23,24,68,25296,426494776,150527568,True,,1,361,361,18001
101185,,,,,,,True,5,25,385,385,18025
101209,11,2,42,25305,5122187490,243913690,True,,49,409,409,18049
101233,,,,,,,True,11,73,433,433,18073
101257,,,,,,,True,13,97,457,457,18097
101281,15,8,52,25324,1282420022,197295388,True,,1,481,481,18121
101305,,,,,,,True,5,25,505,505,18145
101329,,,,,,,True,107,49,529,529,18169
101353,,,,,,,True,7,73,553,553,18193
101377,3,2,10,25345,5138800130,1027760026,True,,97,577,577,18217
101401,,,,,,,True,31,1,601,601,18241
101425,,,,,,,True,5,25,625,625,18265
101449,11,6,38,25365,1715502590,270868830,True,,49,649,649,18289
101473,,,,,,,True,17,73,673,673,18313
101497,,,,,,,True,11,97,697,697,18337
101521,,,,,,,True,7,1,721,721,18361
101545,,,,,,,True,5,25,745,745,18385
101569,,,,,,,True,13,49,769,769,18409
101593,,,,,,,True,19,73,793,793,18433
101617,,,,,,,True,307,97,817,817,18457
101641,11,1,43,25413,10332010932,240279324,True,,1,1,841,18481
101665,,,,,,,True,5,25,25,865,18505
101689,,,,,,,True,7,49,49,889,18529
101713,,,,,,,True,37,73,73,913,18553
101737,3,2,10,25435,5175361190,1035072238,True,,97,97,937,18577
101761,,,,,,,True,11,1,121,961,18601
101785,,,,,,,True,5,25,145,985,18625
101809,,,,,,,True,61,49,169,1009,18649
101833,7,8,20,25460,1296334090,518533636,True,,73,193,1033,18673
101857,,,,,,,True,7,97,217,1057,18697
101881,,,,,,,True,13,1,241,1081,18721
101905,,,,,,,True,5,25,265,1105,18745
101929,63,8,244,25498,1299492821,42606322,True,,49,289,1129,18769
101953,,,,,,,True,43,73,313,1153,18793
101977,3,2,10,25495,5199807230,1039961446,True,,97,337,1177,18817
102001,2171,3,8681,26043,3541882724,1224012,True,,1,361,1201,18841
102025,,,,,,,True,5,25,385,1225,18865
102049,,,,,,,True,19,49,409,1249,18889
102073,,,,,,,True,103,73,433,1273,18913
102097,,,,,,,True,23,97,457,1297,18937
102121,3,1,11,25531,10429005004,948091364,True,,1,481,1321,18961
102145,,,,,,,True,5,25,505,1345,18985
102169,,,,,,,True,71,49,529,1369,19009
102193,,,,,,,True,7,73,553,1393,19033
102217,3,2,10,25555,5224310870,1044862174,True,,97,577,1417,19057
102241,15,4,56,25564,2613688924,186692066,True,,1,601,1441,19081
102265,,,,,,,True,5,25,625,1465,19105
102289,,,,,,,True,11,49,649,1489,19129
102313,,,,,,,True,101,73,673,1513,19153
102337,3,2,10,25585,5236584290,1047316858,True,,97,697,1537,19177
102361,,,,,,,True,7,1,721,1561,19201
102385,,,,,,,True,5,25,745,1585,19225
102409,15,1,59,25606,10489139416,177782024,True,,49,769,1609,19249
102433,7,2,26,25610,5246618260,403586020,True,,73,793,1633,19273
102457,,,,,,,True,29,97,817,1657,19297
102481,11,18,26,25623,583526814,403980102,True,,1,1,1681,19321
102505,,,,,,,True,5,25,25,1705,19345
102529,,,,,,,True,7,49,49,1729,19369
102553,,,,,,,True,11,73,73,1753,19393
102577,,,,,,,True,67,97,97,1777,19417
102601,,,,,,,True,37,1,121,1801,19441
102625,,,,,,,True,5,25,145,1825,19465
102649,,,,,,,True,23,49,169,1849,19489
102673,7,8,20,25670,1317807955,527123182,True,,73,193,1873,19513
102697,,,,,,,True,7,97,217,1897,19537
102721,,,,,,,True,139,1,241,1921,19561
102745,,,,,,,True,5,25,265,1945,19585
102769,15,16,44,25696,660188056,240068384,True,,49,289,1969,19609
102793,7,8,20,25700,1320890050,528356020,True,,73,313,1993,19633
102817,,,,,,,True,11,97,337,2017,19657
102841,15,8,52,25714,1322226737,203419498,True,,1,361,2041,19681
102865,,,,,,,True,5,25,385,2065,19705
102889,,,,,,,True,31,49,409,2089,19729
102913,3,1,11,25729,10591394308,962854028,True,,73,433,2113,19753
102937,,,,,,,True,79,97,457,2137,19777
102961,,,,,,,True,19,1,481,2161,19801
102985,,,,,,,True,5,25,505,2185,19825
103009,,,,,,,True,239,49,529,2209,19849
103033,,,,,,,True,7,73,553,2233,19873
103057,,,,,,,True,257,97,577,2257,19897
103081,,,,,,,True,11,1,601,2281,19921
103105,,,,,,,True,5,25,625,2305,19945
103129,,,,,,,True,13,49,649,2329,19969
103153,,,,,,,True,29,73,673,2353,19993
103177,3,1,11,25795,10645802860,967800260,True,,97,697,2377,20017
103201,,,,,,,True,7,1,721,2401,20041
103225,,,,,,,True,5,25,745,2425,20065
103249,,,,,,,True,223,49,769,2449,20089
103273,,,,,,,True,61,73,793,2473,20113
103297,,,,,,,True,53,97,817,2497,20137
103321,,,,,,,True,277,1,1,1,20161
103345,,,,,,,True,5,25,25,25,20185
103369,,,,,,,True,7,49,49,49,20209
103393,7,8,20,25850,1336354525,534541810,True,,73,73,73,20233
103417,,,,,,,True,19,97,97,97,20257
103441,,,,,,,True,13,1,121,121,20281
103465,,,,,,,True,5,25,145,145,20305
103489,,,,,,,True,37,49,169,169,20329
103513,,,,,,,True,17,73,193,193,20353
103537,,,,,,,True,7,97,217,217,20377
103561,11,2,42,25893,5363009946,255381426,True,,1,241,241,20401
103585,,,,,,,True,5,25,265,265,20425
103609,,,,,,,True,11,49,289,289,20449
103633,,,,,,,True,31,73,313,313,20473
103657,3,2,10,25915,5372542310,1074508462,True,,97,337,337,20497
103681,7,2,26,25922,5375237764,413479828,True,,1,361,361,20521
103705,,,,,,,True,5,25,385,385,20545
103729,,,,,,,True,47,49,409,409,20569
103753,,,,,,,True,13,73,433,433,20593
103777,,,,,,,True,157,97,457,457,20617
103801,11,3,41,25953,3591929804,262824132,True,,1,481,481,20641
103825,,,,,,,True,5,25,505,505,20665
103849,,,,,,,True,29,49,529,529,20689
103873,,,,,,,True,7,73,553,553,20713
103897,,,,,,,True,107,97,577,577,20737
103921,,,,,,,True,17,1,601,601,20761
103945,,,,,,,True,5,25,625,625,20785
103969,3,1,11,25993,10809864868,982714988,True,,49,649,649,20809
103993,7,2,26,26000,5407636000,415972000,True,,73,673,673,20833
104017,,,,,,,True,41,97,697,697,20857
104041,,,,,,,True,7,1,721,721,20881
104065,,,,,,,True,5,25,745,745,20905
104089,15,4,56,26026,2709020314,193501451,True,,49,769,769,20929
104113,7,8,20,26030,1355030695,542012278,True,,73,793,793,20953
104137,,,,,,,True,11,97,817,817,20977
104161,95,18,362,26064,603300512,29998368,True,,1,1,841,21001
104185,,,,,,,True,5,25,25,865,21025
104209,,,,,,,True,7,49,49,889,21049
104233,3,1,11,26059,10864830988,987711908,True,,73,73,913,21073
104257,,,,,,,True,137,97,97,937,21097
104281,47,4,184,26082,2719857042,59127327,True,,1,121,961,21121
104305,,,,,,,True,5,25,145,985,21145
104329,,,,,,,True,17,49,169,1009,21169
104353,,,,,,,True,241,73,193,1033,21193
104377,,,,,,,True,7,97,217,1057,21217
104401,,,,,,,True,11,1,241,1081,21241
104425,,,,,,,True,5,25,265,1105,21265
104449,,,,,,,True,149,49,289,1129,21289
104473,7,8,20,26120,1364417380,545766952,True,,73,313,1153,21313
104497,,,,,,,True,83,97,337,1177,21337
104521,,,,,,,True,127,1,361,1201,21361
104545,,,,,,,True,5,25,385,1225,21385
104569,,,,,,,True,53,49,409,1249,21409
104593,7,8,20,26150,1367553475,547021390,True,,73,433,1273,21433
104617,,,,,,,True,233,97,457,1297,21457
104641,,,,,,,True,269,1,481,1321,21481
104665,,,,,,,True,5,25,505,1345,21505
104689,,,,,,,True,13,49,529,1369,21529
104713,,,,,,,True,7,73,553,1393,21553
104737,,,,,,,True,17,97,577,1417,21577
104761,3,1,11,26191,10975181404,997743764,True,,1,601,1441,21601
104785,,,,,,,True,5,25,625,1465,21625
104809,,,,,,,True,163,49,649,1489,21649
104833,,,,,,,True,79,73,673,1513,21673
104857,,,,,,,True,23,97,697,1537,21697
104881,,,,,,,True,7,1,721,1561,21721
104905,,,,,,,True,5,25,745,1585,21745
104929,,,,,,,True,11,49,769,1609,21769
104953,7,8,20,26240,1376983360,550793344,True,,73,793,1633,21793
104977,,,,,,,True,113,97,817,1657,21817
105001,,,,,,,True,13,1,1,1681,21841
105025,,,,,,,True,5,25,25,1705,21865
105049,,,,,,,True,7,49,49,1729,21889
105073,,,,,,,True,179,73,73,1753,21913
105097,3,2,10,26275,5522847350,1104569470,True,,97,97,1777,21937
105121,,,,,,,True,31,1,121,1801,21961
105145,,,,,,,True,5,25,145,1825,21985
105169,,,,,,,True,251,49,169,1849,22009
105193,,,,,,,True,11,73,193,1873,22033
105217,,,,,,,True,7,97,217,1897,22057
105241,,,,,,,True,19,1,241,1921,22081
105265,,,,,,,True,5,25,265,1945,22105
105289,,,,,,,True,211,49,289,1969,22129
105313,,,,,,,True,13,73,313,1993,22153
105337,3,2,10,26335,5548099790,1109619958,True,,97,337,2017,22177
105361,39,1,155,26350,11105049400,71645480,True,,1,361,2041,22201
105385,,,,,,,True,5,25,385,2065,22225
105409,,,,,,,True,23,49,409,2089,22249
105433,,,,,,,True,59,73,433,2113,22273
105457,,,,,,,True,11,97,457,2137,22297
105481,,,,,,,True,313,1,481,2161,22321
105505,,,,,,,True,5,25,505,2185,22345
105529,31,8,116,26390,1392455155,96031390,True,,49,529,2209,22369
105553,,,,,,,True,7,73,553,2233,22393
105577,,,,,,,True,71,97,577,2257,22417
105601,15,4,56,26404,2788288804,199163486,True,,1,601,2281,22441
105625,,,,,,,True,5,25,625,2305,22465
105649,15,8,52,26416,1395411992,214678768,True,,49,649,2329,22489
105673,7,8,20,26420,1395940330,558376132,True,,73,673,2353,22513
105697,,,,,,,True,19,97,697,2377,22537
105721,,,,,,,True,7,1,721,2401,22561
105745,,,,,,,True,5,25,745,2425,22585
105769,11,1,43,26445,11188244820,260191740,True,,49,769,2449,22609
105793,,,,,,,True,67,73,793,2473,22633
105817,3,1,11,26455,11197554940,1017959540,True,,97,817,2497,22657
105841,,,,,,,True,53,1,1,1,22681
105865,,,,,,,True,5,25,25,25,22705
105889,,,,,,,True,7,49,49,49,22729
105913,7,8,20,26480,1402288120,560915248,True,,73,73,73,22753
105937,,,,,,,True,13,97,97,97,22777
105961,,,,,,,True,17,1,121,121,22801
105985,,,,,,,True,5,25,145,145,22825
106009,,,,,,,True,227,49,169,169,22849
106033,7,8,20,26510,1405467415,562186966,True,,73,193,193,22873
106057,,,,,,,True,7,97,217,217,22897
106081,,,,,,,True,43,1,241,241,22921
106105,,,,,,,True,5,25,265,265,22945
106129,11,15,29,26535,750968804,388432140,True,,49,289,289,22969
106153,,,,,,,True,19,73,313,313,22993
106177,,,,,,,True,89,97,337,337,23017
106201,,,,,,,True,61,1,361,361,23041
106225,,,,,,,True,5,25,385,385,23065
106249,,,,,,,True,11,49,409,409,23089
106273,7,8,20,26570,1411836805,564734722,True,,73,433,433,23113
106297,3,2,10,26575,5649685550,1129937110,True,,97,457,457,23137
106321,23,8,84,26586,1413325053,134602386,True,,1,481,481,23161
106345,,,,,,,True,5,25,505,505,23185
106369,,,,,,,True,17,49,529,529,23209
106393,,,,,,,True,7,73,553,553,23233
106417,3,2,10,26605,5662448570,1132489714,True,,97,577,577,23257
106441,15,4,56,26614,2832820774,202344341,True,,1,601,601,23281
106465,,,,,,,True,5,25,625,625,23305
106489,,,,,,,True,83,49,649,649,23329
106513,,,,,,,True,11,73,673,673,23353
106537,3,2,10,26635,5675225990,1135045198,True,,97,697,697,23377
106561,,,,,,,True,7,1,721,721,23401
106585,,,,,,,True,5,25,745,745,23425
106609,,,,,,,True,19,49,769,769,23449
106633,,,,,,,True,29,73,793,793,23473
106657,3,2,10,26665,5688017810,1137603562,True,,97,817,817,23497
106681,23,16,76,26676,711455589,149780124,True,,1,1,841,23521
106705,,,,,,,True,5,25,25,865,23545
106729,,,,,,,True,7,49,49,889,23569
106753,7,8,20,26690,1424618785,569847514,True,,73,73,913,23593
106777,,,,,,,True,11,97,97,937,23617
106801,7,2,26,26702,5703600604,438738508,True,,1,121,961,23641
106825,,,,,,,True,5,25,145,985,23665
106849,,,,,,,True,59,49,169,1009,23689
106873,,,,,,,True,13,73,193,1033,23713
106897,,,,,,,True,7,97,217,1057,23737
106921,11,2,42,26733,5716638186,272220866,True,,1,241,1081,23761
106945,,,,,,,True,5,25,265,1105,23785
106969,,,,,,,True,41,49,289,1129,23809
106993,7,8,20,26750,1431031375,572412550,True,,73,313,1153,23833
107017,,,,,,,True,103,97,337,1177,23857
107041,,,,,,,True,11,1,361,1201,23881
107065,,,,,,,True,5,25,385,1225,23905
107089,11,2,42,26775,5734615950,273076950,True,,49,409,1249,23929
107113,,,,,,,True,43,73,433,1273,23953
107137,3,1,11,26785,11478658180,1043514380,True,,97,457,1297,23977
107161,,,,,,,True,101,1,481,1321,24001
107185,,,,,,,True,5,25,505,1345,24025
107209,15,8,52,26806,1436922227,221064958,True,,49,529,1369,24049
107233,,,,,,,True,7,73,553,1393,24073
107257,,,,,,,True,283,97,577,1417,24097
107281,,,,,,,True,71,1,601,1441,24121
107305,,,,,,,True,5,25,625,1465,24145
107329,,,,,,,True,29,49,649,1489,24169
107353,,,,,,,True,31,73,673,1513,24193
107377,3,2,10,26845,5765071130,1153014226,True,,97,697,1537,24217
107401,,,,,,,True,7,1,721,1561,24241
107425,,,,,,,True,5,25,745,1585,24265
107449,15,4,56,26866,2886724834,206194631,True,,49,769,1609,24289
107473,7,8,20,26870,1443899755,577559902,True,,73,793,1633,24313
107497,,,,,,,True,13,97,817,1657,24337
