modulus,residue,method,d,a,b
2520,227,formula_3_mod_4,,,
2520,228,formula_even,,,
2520,229,general_key_d_3,3,4,8
2520,230,formula_even,,,
2520,231,formula_divisible_by_3,,,
2520,232,formula_even,,,
2520,233,general_key_d_7,7,4,24
2520,234,formula_even,,,
2520,235,formula_3_mod_4,,,
2520,236,formula_even,,,
2520,237,formula_divisible_by_3,,,
2520,238,formula_even,,,
2520,239,formula_3_mod_4,,,
2520,240,formula_even,,,
2520,241,general_key_d_11,11,2,42
2520,242,formula_even,,,
2520,243,formula_divisible_by_3,,,
2520,244,formula_even,,,
2520,245,general_key_d_3,3,4,8
2520,246,formula_even,,,
2520,247,formula_3_mod_4,,,
2520,248,formula_even,,,
2520,249,formula_divisible_by_3,,,
2520,250,formula_even,,,
2520,251,formula_3_mod_4,,,
2520,252,formula_even,,,
2520,253,general_key_d_3,3,4,8
2520,254,formula_even,,,
2520,255,formula_divisible_by_3,,,
2520,256,formula_even,,,
2520,257,general_key_d_7,7,4,24
2520,258,formula_even,,,
2520,259,formula_3_mod_4,,,
2520,260,formula_even,,,
2520,261,formula_divisible_by_3,,,
2520,262,formula_even,,,
2520,263,formula_3_mod_4,,,
2520,264,formula_even,,,
2520,265,general_key_d_3,3,2,10
2520,266,formula_even,,,
2520,267,formula_divisible_by_3,,,
2520,268,formula_even,,,
2520,269,general_key_d_3,3,4,8
2520,270,formula_even,,,
2520,271,formula_3_mod_4,,,
2520,272,formula_even,,,
2520,273,formula_divisible_by_3,,,
2520,274,formula_even,,,
2520,275,formula_3_mod_4,,,
2520,276,formula_even,,,
2520,277,general_key_d_3,3,4,8
2520,278,formula_even,,,
2520,279,formula_divisible_by_3,,,
2520,280,formula_even,,,
2520,281,general_key_d_7,7,4,24
2520,282,formula_even,,,
2520,283,formula_3_mod_4,,,
2520,284,formula_even,,,
2520,285,formula_divisible_by_3,,,
2520,286,formula_even,,,
2520,287,formula_3_mod_4,,,
2520,288,formula_even,,,
2520,290,formula_even,,,
2520,291,formula_divisible_by_3,,,
2520,292,formula_even,,,
2520,293,general_key_d_3,3,4,8
2520,294,formula_even,,,
2520,295,formula_3_mod_4,,,
2520,296,formula_even,,,
2520,297,formula_divisible_by_3,,,
2520,298,formula_even,,,
2520,299,formula_3_mod_4,,,
2520,300,formula_even,,,
2520,301,general_key_d_3,3,4,8
2520,302,formula_even,,,
2520,303,formula_divisible_by_3,,,
2520,304,formula_even,,,
2520,305,general_key_d_7,7,4,24
2520,306,formula_even,,,
2520,307,formula_3_mod_4,,,
2520,308,formula_even,,,
2520,309,formula_divisible_by_3,,,
2520,310,formula_even,,,
2520,311,formula_3_mod_4,,,
2520,312,formula_even,,,
2520,313,general_key_d_7,7,8,20
2520,314,formula_even,,,
2520,315,formula_divisible_by_3,,,
2520,316,formula_even,,,
2520,317,general_key_d_3,3,4,8
2520,318,formula_even,,,
2520,319,formula_3_mod_4,,,
2520,320,formula_even,,,
2520,321,formula_divisible_by_3,,,
2520,322,formula_even,,,
2520,323,formula_3_mod_4,,,
2520,324,formula_even,,,
2520,325,general_key_d_3,3,4,8
2520,326,formula_even,,,
2520,327,formula_divisible_by_3,,,
2520,328,formula_even,,,
2520,329,general_key_d_7,7,4,24
2520,330,formula_even,,,
2520,331,formula_3_mod_4,,,
2520,332,formula_even,,,
2520,333,formula_divisible_by_3,,,
2520,334,formula_even,,,
2520,335,formula_3_mod_4,,,
2520,336,formula_even,,,
2520,337,general_key_d_3,3,2,10
2520,338,formula_even,,,
2520,339,formula_divisible_by_3,,,
2520,340,formula_even,,,
2520,341,general_key_d_3,3,4,8
2520,342,formula_even,,,
2520,343,formula_3_mod_4,,,
2520,344,formula_even,,,
2520,345,formula_divisible_by_3,,,
2520,346,formula_even,,,
2520,347,formula_3_mod_4,,,
2520,348,formula_even,,,
2520,349,general_key_d_3,3,4,8
2520,350,formula_even,,,
2520,351,formula_divisible_by_3,,,
2520,352,formula_even,,,
2520,353,general_key_d_7,7,4,24
2520,354,formula_even,,,
2520,355,formula_3_mod_4,,,
2520,356,formula_even,,,
2520,357,formula_divisible_by_3,,,
2520,358,formula_even,,,
2520,359,formula_3_mod_4,,,
2520,360,formula_even,,,
2520,362,formula_even,,,
2520,363,formula_divisible_by_3,,,
2520,364,formula_even,,,
2520,365,general_key_d_3,3,4,8
2520,366,formula_even,,,
2520,367,formula_3_mod_4,,,
2520,368,formula_even,,,
2520,369,formula_divisible_by_3,,,
2520,370,formula_even,,,
2520,371,formula_3_mod_4,,,
2520,372,formula_even,,,
2520,373,general_key_d_3,3,4,8
2520,374,formula_even,,,
2520,375,formula_divisible_by_3,,,
2520,376,formula_even,,,
2520,377,general_key_d_7,7,4,24
2520,378,formula_even,,,
2520,379,formula_3_mod_4,,,
2520,380,formula_even,,,
2520,381,formula_divisible_by_3,,,
2520,382,formula_even,,,
2520,383,formula_3_mod_4,,,
2520,384,formula_even,,,
2520,385,general_key_d_3,3,2,10
2520,386,formula_even,,,
2520,387,formula_divisible_by_3,,,
2520,388,formula_even,,,
2520,389,general_key_d_3,3,4,8
2520,390,formula_even,,,
2520,391,formula_3_mod_4,,,
2520,392,formula_even,,,
2520,393,formula_divisible_by_3,,,
2520,394,formula_even,,,
2520,395,formula_3_mod_4,,,
2520,396,formula_even,,,
2520,397,general_key_d_3,3,4,8
2520,398,formula_even,,,
2520,399,formula_divisible_by_3,,,
2520,400,formula_even,,,
2520,401,general_key_d_7,7,4,24
2520,402,formula_even,,,
2520,403,formula_3_mod_4,,,
2520,404,formula_even,,,
2520,405,formula_divisible_by_3,,,
2520,406,formula_even,,,
2520,407,formula_3_mod_4,,,
2520,408,formula_even,,,
2520,409,general_key_d_11,11,2,42
2520,410,formula_even,,,
2520,411,formula_divisible_by_3,,,
2520,412,formula_even,,,
2520,413,general_key_d_3,3,4,8
2520,414,formula_even,,,
2520,415,formula_3_mod_4,,,
2520,416,formula_even,,,
2520,417,formula_divisible_by_3,,,
2520,418,formula_even,,,
2520,419,formula_3_mod_4,,,
2520,420,formula_even,,,
2520,421,general_key_d_3,3,4,8
2520,422,formula_even,,,
2520,423,formula_divisible_by_3,,,
2520,424,formula_even,,,
2520,425,general_key_d_7,7,4,24
2520,426,formula_even,,,
2520,427,formula_3_mod_4,,,
2520,428,formula_even,,,
2520,429,formula_divisible_by_3,,,
2520,430,formula_even,,,
2520,431,formula_3_mod_4,,,
2520,432,formula_even,,,
2520,433,general_key_d_7,7,8,20
2520,434,formula_even,,,
2520,435,formula_divisible_by_3,,,
2520,436,formula_even,,,
2520,437,general_key_d_3,3,4,8
2520,438,formula_even,,,
2520,439,formula_3_mod_4,,,
2520,440,formula_even,,,
2520,441,formula_divisible_by_3,,,
2520,442,formula_even,,,
2520,443,formula_3_mod_4,,,
2520,444,formula_even,,,
2520,445,general_key_d_3,3,4,8
2520,446,formula_even,,,
2520,447,formula_divisible_by_3,,,
2520,448,formula_even,,,
2520,449,general_key_d_7,7,4,24
2520,450,formula_even,,,
2520,451,formula_3_mod_4,,,
2520,452,formula_even,,,
2520,453,formula_divisible_by_3,,,
2520,454,formula_even,,,
2520,455,formula_3_mod_4,,,
2520,456,formula_even,,,
2520,457,general_key_d_3,3,2,10
2520,458,formula_even,,,
2520,459,formula_divisible_by_3,,,
2520,460,formula_even,,,
2520,461,general_key_d_3,3,4,8
2520,462,formula_even,,,
2520,463,formula_3_mod_4,,,
2520,464,formula_even,,,
2520,465,formula_divisible_by_3,,,
2520,466,formula_even,,,
2520,467,formula_3_mod_4,,,
2520,468,formula_even,,,
2520,469,general_key_d_3,3,4,8
2520,470,formula_even,,,
2520,471,formula_divisible_by_3,,,
2520,472,formula_even,,,
2520,473,general_key_d_7,7,4,24
2520,474,formula_even,,,
2520,475,formula_3_mod_4,,,
2520,476,formula_even,,,
2520,477,formula_divisible_by_3,,,
2520,478,formula_even,,,
2520,479,formula_3_mod_4,,,
2520,480,formula_even,,,
2520,481,general_key_d_23,23,8,84
2520,482,formula_even,,,
2520,483,formula_divisible_by_3,,,
2520,484,formula_even,,,
2520,485,general_key_d_3,3,4,8
2520,486,formula_even,,,
2520,487,formula_3_mod_4,,,
2520,488,formula_even,,,
2520,489,formula_divisible_by_3,,,
2520,490,formula_even,,,
2520,491,formula_3_mod_4,,,
2520,492,formula_even,,,
2520,493,general_key_d_3,3,4,8
2520,494,formula_even,,,
2520,495,formula_divisible_by_3,,,
2520,496,formula_even,,,
2520,497,general_key_d_7,7,4,24
2520,498,formula_even,,,
2520,499,formula_3_mod_4,,,
2520,500,formula_even,,,
2520,501,formula_divisible_by_3,,,
2520,502,formula_even,,,
2520,503,formula_3_mod_4,,,
2520,504,formula_even,,,
2520,505,general_key_d_3,3,2,10
2520,506,formula_even,,,
2520,507,formula_divisible_by_3,,,
2520,508,formula_even,,,
2520,509,general_key_d_3,3,4,8
2520,510,formula_even,,,
2520,511,formula_3_mod_4,,,
2520,512,formula_even,,,
2520,513,formula_divisible_by_3,,,
2520,514,formula_even,,,
2520,515,formula_3_mod_4,,,
2520,516,formula_even,,,
2520,517,general_key_d_3,3,4,8
2520,518,formula_even,,,
2520,519,formula_divisible_by_3,,,
2520,520,formula_even,,,
2520,521,general_key_d_7,7,4,24
2520,522,formula_even,,,
2520,523,formula_3_mod_4,,,
2520,524,formula_even,,,
2520,525,formula_divisible_by_3,,,
2520,526,formula_even,,,
2520,527,formula_3_mod_4,,,
2520,528,formula_even,,,
2520,530,formula_even,,,
2520,531,formula_divisible_by_3,,,
2520,532,formula_even,,,
2520,533,general_key_d_3,3,4,8
2520,534,formula_even,,,
2520,535,formula_3_mod_4,,,
2520,536,formula_even,,,
2520,537,formula_divisible_by_3,,,
2520,538,formula_even,,,
2520,539,formula_3_mod_4,,,
2520,540,formula_even,,,
2520,541,general_key_d_3,3,4,8
2520,542,formula_even,,,
2520,543,formula_divisible_by_3,,,
2520,544,formula_even,,,
2520,545,general_key_d_7,7,4,24
2520,546,formula_even,,,
2520,547,formula_3_mod_4,,,
2520,548,formula_even,,,
2520,549,formula_divisible_by_3,,,
2520,550,formula_even,,,
2520,551,formula_3_mod_4,,,
2520,552,formula_even,,,
2520,553,general_key_d_7,7,8,20
2520,554,formula_even,,,
2520,555,formula_divisible_by_3,,,
2520,556,formula_even,,,
2520,557,general_key_d_3,3,4,8
2520,558,formula_even,,,
2520,559,formula_3_mod_4,,,
2520,560,formula_even,,,
2520,561,formula_divisible_by_3,,,
2520,562,formula_even,,,
2520,563,formula_3_mod_4,,,
2520,564,formula_even,,,
2520,565,general_key_d_3,3,4,8
2520,566,formula_even,,,
2520,567,formula_divisible_by_3,,,
2520,568,formula_even,,,
2520,569,general_key_d_7,7,4,24
2520,570,formula_even,,,
2520,571,formula_3_mod_4,,,
2520,572,formula_even,,,
2520,573,formula_divisible_by_3,,,
2520,574,formula_even,,,
2520,575,formula_3_mod_4,,,
2520,576,formula_even,,,
2520,577,general_key_d_3,3,2,10
2520,578,formula_even,,,
2520,579,formula_divisible_by_3,,,
2520,580,formula_even,,,
2520,581,general_key_d_3,3,4,8
2520,582,formula_even,,,
2520,583,formula_3_mod_4,,,
2520,584,formula_even,,,
2520,585,formula_divisible_by_3,,,
2520,586,formula_even,,,
2520,587,formula_3_mod_4,,,
2520,588,formula_even,,,
2520,589,general_key_d_3,3,4,8
2520,590,formula_even,,,
2520,591,formula_divisible_by_3,,,
2520,592,formula_even,,,
2520,593,general_key_d_7,7,4,24
2520,594,formula_even,,,
2520,595,formula_3_mod_4,,,
2520,596,formula_even,,,
2520,597,formula_divisible_by_3,,,
2520,598,formula_even,,,
2520,599,formula_3_mod_4,,,
2520,600,formula_even,,,
2520,601,general_key_d_15,15,4,56
2520,602,formula_even,,,
2520,603,formula_divisible_by_3,,,
2520,604,formula_even,,,
2520,605,general_key_d_3,3,4,8
2520,606,formula_even,,,
2520,607,formula_3_mod_4,,,
2520,608,formula_even,,,
2520,609,formula_divisible_by_3,,,
2520,610,formula_even,,,
2520,611,formula_3_mod_4,,,
2520,612,formula_even,,,
2520,613,general_key_d_3,3,4,8
2520,614,formula_even,,,
2520,615,formula_divisible_by_3,,,
2520,616,formula_even,,,
2520,617,general_key_d_7,7,4,24
2520,618,formula_even,,,
2520,619,formula_3_mod_4,,,
2520,620,formula_even,,,
2520,621,formula_divisible_by_3,,,
2520,622,formula_even,,,
2520,623,formula_3_mod_4,,,
2520,624,formula_even,,,
2520,625,general_key_d_3,3,2,10
2520,626,formula_even,,,
2520,627,formula_divisible_by_3,,,
2520,628,formula_even,,,
2520,629,general_key_d_3,3,4,8
2520,630,formula_even,,,
2520,631,formula_3_mod_4,,,
2520,632,formula_even,,,
2520,633,formula_divisible_by_3,,,
2520,634,formula_even,,,
2520,635,formula_3_mod_4,,,
2520,636,formula_even,,,
2520,637,general_key_d_3,3,4,8
2520,638,formula_even,,,
2520,639,formula_divisible_by_3,,,
2520,640,formula_even,,,
2520,641,general_key_d_7,7,4,24
2520,642,formula_even,,,
2520,643,formula_3_mod_4,,,
2520,644,formula_even,,,
2520,645,formula_divisible_by_3,,,
2520,646,formula_even,,,
2520,647,formula_3_mod_4,,,
2520,648,formula_even,,,
2520,649,general_key_d_23,23,8,84
2520,650,formula_even,,,
2520,651,formula_divisible_by_3,,,
2520,652,formula_even,,,
2520,653,general_key_d_3,3,4,8
2520,654,formula_even,,,
2520,655,formula_3_mod_4,,,
2520,656,formula_even,,,
2520,657,formula_divisible_by_3,,,
2520,658,formula_even,,,
2520,659,formula_3_mod_4,,,
2520,660,formula_even,,,
2520,661,general_key_d_3,3,4,8
2520,662,formula_even,,,
2520,663,formula_divisible_by_3,,,
2520,664,formula_even,,,
2520,665,general_key_d_7,7,4,24
2520,666,formula_even,,,
2520,667,formula_3_mod_4,,,
2520,668,formula_even,,,
2520,669,formula_divisible_by_3,,,
2520,670,formula_even,,,
2520,671,formula_3_mod_4,,,
2520,672,formula_even,,,
2520,673,general_key_d_7,7,8,20
2520,674,formula_even,,,
2520,675,formula_divisible_by_3,,,
2520,676,formula_even,,,
2520,677,general_key_d_3,3,4,8
2520,678,formula_even,,,
2520,679,formula_3_mod_4,,,
2520,680,formula_even,,,
2520,681,formula_divisible_by_3,,,
2520,682,formula_even,,,
2520,683,formula_3_mod_4,,,
2520,684,formula_even,,,
2520,685,general_key_d_3,3,4,8
2520,686,formula_even,,,
2520,687,formula_divisible_by_3,,,
2520,688,formula_even,,,
2520,689,general_key_d_7,7,4,24
2520,690,formula_even,,,
2520,691,formula_3_mod_4,,,
2520,692,formula_even,,,
2520,693,formula_divisible_by_3,,,
2520,694,formula_even,,,
2520,695,formula_3_mod_4,,,
2520,696,formula_even,,,
2520,697,general_key_d_3,3,2,10
2520,698,formula_even,,,
2520,699,formula_divisible_by_3,,,
2520,700,formula_even,,,
2520,701,general_key_d_3,3,4,8
2520,702,formula_even,,,
2520,703,formula_3_mod_4,,,
2520,704,formula_even,,,
2520,705,formula_divisible_by_3,,,
2520,706,formula_even,,,
2520,707,formula_3_mod_4,,,
2520,708,formula_even,,,
2520,709,general_key_d_3,3,4,8
2520,710,formula_even,,,
2520,711,formula_divisible_by_3,,,
2520,712,formula_even,,,
2520,713,general_key_d_7,7,4,24
2520,714,formula_even,,,
2520,715,formula_3_mod_4,,,
2520,716,formula_even,,,
2520,717,formula_divisible_by_3,,,
2520,718,formula_even,,,
2520,719,formula_3_mod_4,,,
2520,720,formula_even,,,
2520,721,general_key_d_11,11,2,42
2520,722,formula_even,,,
2520,723,formula_divisible_by_3,,,
2520,724,formula_even,,,
2520,725,general_key_d_3,3,4,8
2520,726,formula_even,,,
2520,727,formula_3_mod_4,,,
2520,728,formula_even,,,
2520,729,formula_divisible_by_3,,,
2520,730,formula_even,,,
2520,731,formula_3_mod_4,,,
2520,732,formula_even,,,
2520,733,general_key_d_3,3,4,8
2520,734,formula_even,,,
2520,735,formula_divisible_by_3,,,
2520,736,formula_even,,,
2520,737,general_key_d_7,7,4,24
2520,738,formula_even,,,
2520,739,formula_3_mod_4,,,
2520,740,formula_even,,,
2520,741,formula_divisible_by_3,,,
2520,742,formula_even,,,
2520,743,formula_3_mod_4,,,
2520,744,formula_even,,,
2520,745,general_key_d_3,3,2,10
2520,746,formula_even,,,
2520,747,formula_divisible_by_3,,,
2520,748,formula_even,,,
2520,749,general_key_d_3,3,4,8
2520,750,formula_even,,,
2520,751,formula_3_mod_4,,,
2520,752,formula_even,,,
2520,753,formula_divisible_by_3,,,
2520,754,formula_even,,,
2520,755,formula_3_mod_4,,,
2520,756,formula_even,,,
2520,757,general_key_d_3,3,4,8
2520,758,formula_even,,,
2520,759,formula_divisible_by_3,,,
2520,760,formula_even,,,
2520,761,general_key_d_7,7,4,24
2520,762,formula_even,,,
2520,763,formula_3_mod_4,,,
2520,764,formula_even,,,
2520,765,formula_divisible_by_3,,,
2520,766,formula_even,,,
2520,767,formula_3_mod_4,,,
2520,768,formula_even,,,
2520,769,general_key_d_15,15,4,56
2520,770,formula_even,,,
2520,771,formula_divisible_by_3,,,
2520,772,formula_even,,,
2520,773,general_key_d_3,3,4,8
2520,774,formula_even,,,
2520,775,formula_3_mod_4,,,
2520,776,formula_even,,,
2520,777,formula_divisible_by_3,,,
2520,778,formula_even,,,
2520,779,formula_3_mod_4,,,
2520,780,formula_even,,,
2520,781,general_key_d_3,3,4,8
2520,782,formula_even,,,
2520,783,formula_divisible_by_3,,,
2520,784,formula_even,,,
2520,785,general_key_d_7,7,4,24
2520,786,formula_even,,,
2520,787,formula_3_mod_4,,,
2520,788,formula_even,,,
2520,789,formula_divisible_by_3,,,
2520,790,formula_even,,,
2520,791,formula_3_mod_4,,,
2520,792,formula_even,,,
2520,793,general_key_d_7,7,8,20
2520,794,formula_even,,,
2520,795,formula_divisible_by_3,,,
2520,796,formula_even,,,
2520,797,general_key_d_3,3,4,8
2520,798,formula_even,,,
2520,799,formula_3_mod_4,,,
2520,800,formula_even,,,
2520,801,formula_divisible_by_3,,,
2520,802,formula_even,,,
2520,803,formula_3_mod_4,,,
2520,804,formula_even,,,
2520,805,general_key_d_3,3,4,8
2520,806,formula_even,,,
2520,807,formula_divisible_by_3,,,
2520,808,formula_even,,,
2520,809,general_key_d_7,7,4,24
2520,810,formula_even,,,
2520,811,formula_3_mod_4,,,
2520,812,formula_even,,,
2520,813,formula_divisible_by_3,,,
2520,814,formula_even,,,
2520,815,formula_3_mod_4,,,
2520,816,formula_even,,,
2520,817,general_key_d_3,3,2,10
2520,818,formula_even,,,
2520,819,formula_divisible_by_3,,,
2520,820,formula_even,,,
2520,821,general_key_d_3,3,4,8
2520,822,formula_even,,,
2520,823,formula_3_mod_4,,,
2520,824,formula_even,,,
2520,825,formula_divisible_by_3,,,
2520,826,formula_even,,,
2520,827,formula_3_mod_4,,,
2520,828,formula_even,,,
2520,829,general_key_d_3,3,4,8
2520,830,formula_even,,,
2520,831,formula_divisible_by_3,,,
2520,832,formula_even,,,
2520,833,general_key_d_7,7,4,24
2520,834,formula_even,,,
2520,835,formula_3_mod_4,,,
2520,836,formula_even,,,
2520,837,formula_divisible_by_3,,,
2520,838,formula_even,,,
2520,839,formula_3_mod_4,,,
2520,840,formula_even,,,
2520,842,formula_even,,,
2520,843,formula_divisible_by_3,,,
2520,844,formula_even,,,
2520,845,general_key_d_3,3,4,8
2520,846,formula_even,,,
2520,847,formula_3_mod_4,,,
2520,848,formula_even,,,
2520,849,formula_divisible_by_3,,,
2520,850,formula_even,,,
2520,851,formula_3_mod_4,,,
2520,852,formula_even,,,
2520,853,general_key_d_3,3,4,8
2520,854,formula_even,,,
2520,855,formula_divisible_by_3,,,
2520,856,formula_even,,,
2520,857,general_key_d_7,7,4,24
2520,858,formula_even,,,
2520,859,formula_3_mod_4,,,
2520,860,formula_even,,,
2520,861,formula_divisible_by_3,,,
2520,862,formula_even,,,
2520,863,formula_3_mod_4,,,
2520,864,formula_even,,,
2520,865,general_key_d_3,3,2,10
2520,866,formula_even,,,
2520,867,formula_divisible_by_3,,,
2520,868,formula_even,,,
2520,869,general_key_d_3,3,4,8
2520,870,formula_even,,,
2520,871,formula_3_mod_4,,,
2520,872,formula_even,,,
2520,873,formula_divisible_by_3,,,
2520,874,formula_even,,,
2520,875,formula_3_mod_4,,,
2520,876,formula_even,,,
2520,877,general_key_d_3,3,4,8
2520,878,formula_even,,,
2520,879,formula_divisible_by_3,,,
2520,880,formula_even,,,
2520,881,general_key_d_7,7,4,24
2520,882,formula_even,,,
2520,883,formula_3_mod_4,,,
2520,884,formula_even,,,
2520,885,formula_divisible_by_3,,,
2520,886,formula_even,,,
2520,887,formula_3_mod_4,,,
2520,888,formula_even,,,
2520,889,general_key_d_11,11,2,42
