focus_r,d,a,b,missing_prime,count,avg_lift_ratio,example_residues
961,83,118,214,107,2,6313,172878146401;295725591121
961,207,284,544,2,2,142,195513799441;807349824241
961,207,284,544,71,2,142,195513799441;807349824241
961,83,58,274,137,2,137,200279200081;78106589521
961,479,20,1896,79,2,79,199882083361;106163978881
961,239,48,908,227,2,227,207294928801;239470272001
961,99,118,278,59,2,8201,517310714881;312409057921
961,99,118,278,139,2,8201,517310714881;312409057921
961,299,15,1181,1181,2,1181,17606229601;16680705001
961,107,111,317,317,2,6023,103118696641;50576526961
961,179,25,691,5,2,3455,143756974321;62087386321
961,175,344,356,43,2,3827,145610185681;136875900121
961,175,344,356,89,2,3827,145610185681;136875900121
961,359,264,1172,293,2,293,139388690401;4767203401
961,259,5,1031,1031,2,1031,148522374961;37736900161
961,215,248,612,3,2,837,201603643201;230469920641
961,215,248,612,31,2,837,201603643201;230469920641
961,83,149,183,61,2,9089,125489605201;231391361161
961,83,149,183,149,2,9089,125489605201;231391361161
961,87,17,331,17,2,5627,580982483041;313995963241
961,227,366,542,61,2,16531,194058425521;29259671401
961,227,366,542,271,2,16531,194058425521;29259671401
961,67,17,251,17,2,4267,215370356161;443456013961
961,275,38,1062,59,2,59,4898854921;51758627881
961,779,6,3110,311,2,311,463435933921;157927770961
961,599,60,2336,2,2,146,63672129481;191941550761
961,239,86,870,43,2,43,317826830281;114112919881
961,99,155,241,31,2,7471,31505795281;163753711081
961,99,155,241,241,2,7471,31505795281;163753711081
961,63,74,178,37,2,3293,156068073121;389445617521
961,75,103,197,103,2,20291,161098218241;332529638401
961,75,103,197,197,2,20291,161098218241;332529638401
961,119,46,430,23,2,23,409825657201;22779557761
961,119,166,310,31,2,2573,414855802321;89097329281
961,119,166,310,83,2,2573,414855802321;89097329281
961,75,101,199,101,2,20099,425975070481;92802791041
961,75,101,199,199,2,20099,425975070481;92802791041
961,111,46,398,23,2,4577,434579266081;108554246761
961,271,176,908,227,2,227,8870382481;477212496721
961,359,51,1385,17,2,4709,23166584401;182678496961
961,359,51,1385,277,2,4709,23166584401;182678496961
961,71,17,267,17,2,1513,45272748481;18011514481
961,175,116,584,73,2,73,42625303681;39319481161
961,239,300,656,5,2,105,114371057761;61034174161
961,335,36,1304,163,2,326,114768174481;114239526361
961,131,167,357,167,2,1503,167717070481;38129212081
961,179,186,530,53,2,848,191411701441;48722474761
961,287,212,936,53,2,106,211532281921;40251732481
961,207,32,796,199,2,199,239727569041;328554387121
961,407,36,1592,3,2,597,231917606881;169313345161
961,407,36,1592,199,2,597,231917606881;169313345161
961,255,64,956,2,2,717,245949064321;110673764161
961,255,64,956,239,2,717,245949064321;110673764161
961,299,70,1126,563,2,563,20784124321;115298023801
961,243,146,826,59,2,4307,37463026561;14699325601
961,243,146,826,73,2,4307,37463026561;14699325601
961,495,832,1148,2,2,123,26476130641;259720341841
961,495,832,1148,41,2,123,26476130641;259720341841
961,399,20,1576,197,2,197,50700250561;265944720001
961,479,30,1886,41,2,492,72541670161;21455475001
961,199,164,632,41,2,3239,124299216001;79167249121
961,199,164,632,79,2,3239,124299216001;79167249121
961,131,218,306,17,2,5559,133300528321;163349146921
961,171,58,626,313,2,313,140978118241;182410629361
961,183,338,394,13,2,2561,160701582001;149319371161
961,183,338,394,197,2,2561,160701582001;149319371161
961,183,206,526,103,2,27089,182807746081;230998088281
961,183,206,526,263,2,27089,182807746081;230998088281
961,91,86,278,43,2,5977,186911285521;97166630521
961,91,86,278,139,2,5977,186911285521;97166630521
961,115,206,254,103,2,13081,215900806081;427703236921
961,115,206,254,127,2,13081,215900806081;427703236921
961,203,41,771,41,2,10537,118210092961;129601432921
961,203,41,771,257,2,10537,118210092961;129601432921
961,123,34,458,17,2,3893,40507708201;477739102801
961,439,80,1676,419,2,419,61025405401;406391786761
961,215,148,712,89,2,1691,81940219321;616730795641
961,103,128,284,2,2,288,82734452761;34292459161
961,107,81,347,3,2,9369,111062112121;443056374721
961,107,81,347,347,2,9369,111062112121;443056374721
961,439,56,1700,17,2,85,119798679961;311076566761
961,143,148,424,53,2,1007,128402875561;350531542321
961,91,146,218,73,2,7957,139522143721;161505425041
961,91,146,218,109,2,7957,139522143721;161505425041
961,83,103,229,103,2,23587,169438269961;214844831161
961,83,103,229,229,2,23587,169438269961;214844831161
961,547,2,2186,1093,2,1093,171556225801;21452832361
961,135,256,284,2,2,576,193662389881;238147150201
961,247,272,716,17,2,3043,223049027161;128012485561
961,247,272,716,179,2,3043,223049027161;128012485561
961,263,76,976,61,2,61,225034610761;287126320441
961,311,192,1052,2,2,1052,293338686601;179103605641
961,311,192,1052,263,2,1052,293338686601;179103605641
961,107,94,334,47,2,7849,324578535241;363234232321
961,107,94,334,167,2,7849,324578535241;363234232321
961,119,155,321,31,2,3317,8076629521;330014565841
961,119,155,321,107,2,3317,8076629521;330014565841
961,159,49,587,7,2,4109,52024213201;68312124841
961,159,49,587,587,2,4109,52024213201;68312124841
961,159,268,368,23,2,1541,67247020801;243837114481
961,399,580,1016,127,2,127,59569430881;79035117121
961,119,184,292,23,2,1679,120990150241;258133556641
961,215,16,844,211,2,211,18137039881;225968663881
961,107,167,261,3,2,501,38522364841;76917281401
961,107,167,261,167,2,501,38522364841;76917281401
961,287,72,1076,3,2,807,42890648761;157663867321
961,287,72,1076,269,2,807,42890648761;157663867321
961,279,100,1016,127,2,381,49376888521;304597053721
961,311,16,1228,307,2,307,202663942441;73078726681
961,215,96,764,2,2,382,32565854281;51103733641
961,215,96,764,191,2,382,32565854281;51103733641
961,75,94,206,47,2,4841,36669393721;14572358761
961,75,94,206,103,2,4841,36669393721;14572358761
961,95,127,253,127,2,1524,63011469481;346559053801
961,183,253,479,479,2,5748,64732308601;74272118881
961,75,89,211,89,2,18779,81675955321;217362065881
961,75,89,211,211,2,18779,81675955321;217362065881
961,231,212,712,53,2,4717,95972157241;217225849801
961,231,212,712,89,2,4717,95972157241;217225849801
961,299,270,926,3,2,2778,141640580041;54546613081
961,299,270,926,463,2,2778,141640580041;54546613081
961,359,40,1396,349,2,349,225961696921;70557287761
961,491,6,1958,89,2,89,249391583401;451926516001
961,183,34,698,349,2,349,3576934321;18543045481
961,159,164,472,41,2,2419,11784013201;80358599281
961,159,164,472,59,2,2419,11784013201;80358599281
961,231,436,488,61,2,6649,118211294161;805645801
961,231,436,488,109,2,6649,118211294161;805645801
961,79,101,215,43,2,4343,98620322761;89230061881
961,227,227,681,227,2,227,100738278601;224776953361
961,243,133,839,839,2,839,111592802281;247545939601
961,239,170,786,131,2,131,123903420601;137011275361
961,95,43,337,43,2,14491,166659654121;22376074681
961,95,43,337,337,2,14491,166659654121;22376074681
961,95,122,258,43,2,2623,183735673081;186256271161
961,95,122,258,61,2,2623,183735673081;186256271161
961,59,97,139,97,2,13483,198693736201;44750346601
961,59,97,139,139,2,13483,198693736201;44750346601
961,239,276,680,23,2,23,220667528041;63281379121
961,423,16,1676,419,2,419,230860190521;88828140361
961,191,216,548,3,2,822,135856681;114771417721
961,191,216,548,137,2,822,135856681;114771417721
961,339,10,1346,673,2,673,14034941881;39723084361
961,159,62,574,41,2,1271,33626033401;212863571881
961,319,8,1268,317,2,317,63145042921;119272073881
961,439,188,1568,7,2,493.5,54673219561;167857010281
961,439,188,1568,47,2,493.5,54673219561;167857010281
961,551,6,2198,157,2,157,107886860041;106962776881
961,71,43,241,43,2,10363,134361308041;4245762481
961,87,79,269,79,2,21251,187972065241;341132272441
961,87,79,269,269,2,21251,187972065241;341132272441
961,959,4,3832,479,2,479,155143749721;388918530961
961,111,127,317,127,2,40259,340862002441;156602366881
961,111,127,317,317,2,40259,340862002441;156602366881
961,75,109,191,109,2,20819,175529074681;134233500361
961,167,86,582,97,2,2134,26081296201;19067008921
961,411,2,1642,821,2,821,32567535961;2784742921
961,215,204,656,41,2,369,286060375561;143897634841
961,119,106,370,37,2,1961,769880912761;165210406321
961,119,106,370,53,2,1961,769880912761;165210406321
961,755,303,2717,101,2,101,31905915001;85384299961
961,179,162,554,3,2,7479,101666085481;46865059201
961,179,162,554,277,2,7479,101666085481;46865059201
961,535,116,2024,23,2,23,97033057081;420157178401
961,299,18,1178,31,2,62,114903309481;190889539801
961,99,103,293,103,2,30179,131185095001;178311414241
961,99,103,293,293,2,30179,131185095001;178311414241
961,135,82,458,41,2,9389,139789290601;83398956601
961,135,82,458,229,2,9389,139789290601;83398956601
961,599,36,2360,3,2,177,113447214841;199491453121
961,599,36,2360,59,2,177,113447214841;199491453121
961,339,2,1354,677,2,677,139392173881;308702995561
961,107,114,314,157,2,157,6358192801;184800536881
961,111,166,278,83,2,11537,51364754401;95711136481
961,111,166,278,139,2,11537,51364754401;95711136481
961,207,41,787,41,2,32267,137671454881;110540070601
961,319,200,1076,5,2,1345,51232502281;278387830681
961,239,464,492,41,2,41,16286351041;95981406481
961,215,296,564,37,2,1739,21713612881;139526828401
961,215,296,564,47,2,1739,21713612881;139526828401
961,91,47,317,47,2,14899,34288975681;143633731201
961,91,47,317,317,2,14899,34288975681;143633731201
961,207,34,794,397,2,397,164940376561;151969338481
961,191,248,516,31,2,1333,327758231761;527908181761
961,103,83,329,47,2,3901,191017707841;126821135401
961,103,83,329,83,2,3901,191017707841;126821135401
961,179,18,698,3,2,1047,88958710801;411421811761
961,179,18,698,349,2,1047,88958710801;411421811761
961,99,61,335,61,2,4087,59572193641;56135680561
961,99,61,335,67,2,4087,59572193641;56135680561
961,107,41,387,41,2,3526,80487007561;45544700161
961,107,41,387,43,2,3526,80487007561;45544700161
961,299,126,1070,107,2,214,100078099081;207039433561
961,119,23,453,23,2,3473,37333777441;155811977281
961,119,23,453,151,2,3473,37333777441;155811977281
961,119,174,302,151,2,151,97298402161;117286610401
961,239,360,596,3,2,447,108020553601;54810156361
961,239,360,596,149,2,447,108020553601;54810156361
961,99,38,358,179,2,179,146143758721;316908512881
961,71,106,178,53,2,4717,159513354961;1996875841
961,71,106,178,89,2,4717,159513354961;1996875841
961,111,172,272,17,2,731,161896055281;116762887201
961,119,232,244,61,2,61,189958970161;238407210001
961,399,2,1594,797,2,797,188370503281;202539378001
961,399,80,1516,379,2,379,188767620001;208889882161
961,323,3,1289,1289,2,1289,286061216401;91345615321
961,59,79,157,79,2,12403,361645765441;34956122161
961,59,79,157,157,2,12403,361645765441;34956122161
961,59,114,122,61,2,61,16683828121;614212119481
961,383,216,1316,47,2,235,16154339161;213655763281
961,159,223,413,59,2,13157,27935468521;53222169961
961,159,223,413,223,2,13157,27935468521;53222169961
961,135,152,388,97,2,97,43820137321;58782765001
961,99,115,281,23,2,6463,59704806121;714155683201
961,99,115,281,281,2,6463,59704806121;714155683201
961,59,57,179,179,2,179,407181936121;66460354921
961,99,50,346,5,2,865,45938333401;92798947201
961,183,188,544,47,2,822.5,628508561641;51501571081
961,359,11,1425,5,2,5,215507172841;618318181441
961,179,54,662,331,2,1655,489782454121;43559116561
961,383,504,1028,3,2,771,15360466081;595948353961
961,383,504,1028,257,2,771,15360466081;595948353961
961,219,170,706,353,2,353,90680270641;176460244921
961,203,194,618,97,2,9991,42761519761;387195649801
961,203,194,618,103,2,9991,42761519761;387195649801
961,111,61,383,61,2,23363,11257046761;165607042561
961,111,61,383,383,2,23363,11257046761;165607042561
961,183,184,548,23,2,3151,26876971081;451930359841
961,143,23,549,3,2,4209,47129923801;537041866321
961,143,23,549,23,2,4209,47129923801;537041866321
961,143,23,549,61,2,4209,47129923801;537041866321
961,279,356,760,89,2,89,212859968281;204125682721
961,119,131,345,131,2,131,16684909201;209951022241
961,235,134,806,31,2,2077,32569578001;266340995881
961,235,134,806,67,2,2077,32569578001;266340995881
961,499,2,1994,997,2,997,37070234161;16950614641
961,107,166,262,83,2,10873,47792385601;300889790161
961,107,166,262,131,2,10873,47792385601;300889790161
961,179,255,461,461,2,4149,131584013521;207835829161
961,383,108,1424,3,2,267,138864486721;215644950481
961,383,108,1424,89,2,267,138864486721;215644950481
961,203,138,674,337,2,4044,147998171281;453382610641
961,159,184,452,113,2,1356,188239332241;225702357841
961,599,17,2379,61,2,61,198829111441;122720238601
961,351,16,1388,347,2,347,207962796001;805045201
961,191,18,746,373,2,746,230068960081;90681351721
961,95,53,327,53,2,5777,299034897121;407982415801
961,95,53,327,109,2,5777,299034897121;407982415801
961,135,248,292,31,2,2263,105771787081;567885439081
961,183,128,604,2,2,1208,113184632521;66460835401
961,183,128,604,151,2,1208,113184632521;66460835401
961,99,178,218,109,2,9701,146277692521;4113029881
961,431,3,1721,1721,2,1721,255749535001;51503733241
961,311,36,1208,3,2,453,326701055641;29925136201
961,311,36,1208,151,2,453,326701055641;29925136201
961,431,1,1723,1723,2,1723,38923926001;122451169801
961,131,237,287,41,2,3239,142041900961;404274191281
961,131,237,287,79,2,3239,142041900961;404274191281
961,215,294,566,7,2,1981,164412809521;102067886881
961,215,294,566,283,2,1981,164412809521;102067886881
961,99,23,373,373,2,4476,180826967281;151972701841
961,239,24,932,233,2,233,237482286001;217498882561
961,179,90,626,313,2,626,242512431121;98363386081
961,395,2,1578,263,2,263,238276519441;75990675721
961,199,326,470,163,2,3912,281032752961;338087590801
961,71,113,171,3,2,339,292549137841;337423327201
961,71,113,171,113,2,339,292549137841;337423327201
961,179,125,591,5,2,2955,342453472321;15895240321
961,179,125,591,197,2,2955,342453472321;15895240321
961,647,24,2564,641,2,641,450072103441;402949988401
961,147,142,446,71,2,15833,487930564081;229277609521
961,147,142,446,223,2,15833,487930564081;229277609521
961,287,512,636,2,2,1272,492034103521;105774309601
961,287,512,636,53,2,1272,492034103521;105774309601
961,287,96,1052,263,2,394.5,510566217121;70432603201
961,63,53,199,53,2,10547,7816930081;4245402121
961,215,328,532,41,2,41,31643933281;170506977601
961,139,209,347,347,2,347,48058091041;93199307161
961,223,236,656,41,2,2419,62883781921;15230256001
961,223,236,656,59,2,2419,62883781921;15230256001
961,335,32,1308,2,2,218,37865909041;170106017041
961,119,62,414,23,2,1426,60104445361;42632751121
961,207,76,752,47,2,47,60766306561;247411164961
961,207,304,524,131,2,131,67517290801;847851645601
961,63,113,139,113,2,15707,187843656961;46339293961
961,63,113,139,139,2,15707,187843656961;46339293961
961,407,2,1626,271,2,271,268061234401;935255281
961,191,116,648,3,2,15,592637966881;45149865721
961,139,170,386,193,2,1737,51235505281;155281527361
961,99,194,202,97,2,9797,12185934721;322865263681
961,99,194,202,101,2,9797,12185934721;322865263681
961,719,28,2848,2,2,178,71356326001;117026910961
961,719,28,2848,89,2,178,71356326001;117026910961
961,455,36,1784,3,2,669,156471676321;104317854601
961,455,36,1784,223,2,669,156471676321;104317854601
961,479,4,1912,239,2,239,210082433521;128808160441
961,335,432,908,3,2,1362,219480862561;315188874961
961,335,432,908,227,2,1362,219480862561;315188874961
961,383,28,1504,2,2,94,218951373601;169314906721
961,191,332,432,3,2,498,252441550321;78904426561
961,191,332,432,83,2,498,252441550321;78904426561
961,271,2,1082,541,2,541,312141430561;108025598641
961,159,122,514,61,2,15677,340998578881;9671823121
961,159,122,514,257,2,15677,340998578881;9671823121
961,203,38,774,3,2,129,393947474881;445175531761
961,203,38,774,43,2,129,393947474881;445175531761
961,599,8,2388,199,2,199,410361632641;74798965201
961,67,41,227,41,2,9307,462251550721;95448434041
961,335,568,772,71,2,13703,505140156481;202275354241
961,335,568,772,193,2,13703,505140156481;202275354241
961,199,272,524,131,2,1179,6626661001;70828398601
961,239,232,724,181,2,181,10465455961;550812423121
961,183,226,506,23,2,2599,61825885081;16558062481
961,135,128,412,2,2,824,133571639161;438822505081
961,135,128,412,103,2,824,133571639161;438822505081
961,359,501,935,17,2,2839,106038693721;481843483081
961,359,501,935,167,2,2839,106038693721;481843483081
961,135,244,296,61,2,1159,144294271081;200685325801
961,279,316,800,2,2,474,207303457321;447956670121
961,279,316,800,79,2,474,207303457321;447956670121
961,239,9,947,3,2,2841,279446328121;168784456801
961,239,9,947,947,2,2841,279446328121;168784456801
961,167,51,617,17,2,10489,312804132601;174210877801
961,103,86,326,43,2,7009,345500075881;230998809001
961,103,86,326,163,2,7009,345500075881;230998809001
961,231,106,818,53,2,21677,393815943481;180300961801
961,231,106,818,409,2,21677,393815943481;180300961801
961,239,90,866,433,2,866,400964044441;42237556321
961,115,29,431,431,2,431,406523678521;486344139241
961,95,111,269,269,2,5111,463973230681;215115701761
961,1063,44,4208,263,2,263,415789735321;633013301881
961,199,32,764,2,2,382,496536801721;151842371641
961,199,32,764,191,2,382,496536801721;151842371641
961,207,244,584,61,2,4453,517716360121;85521717241
961,207,244,584,73,2,4453,517716360121;85521717241
961,87,37,311,37,2,11507,547500114121;59576157601
961,87,37,311,311,2,11507,547500114121;59576157601
961,131,138,386,193,2,2316,553324492681;269122134241
961,71,131,153,3,2,393,68180353201;132382090801
961,179,41,675,5,2,1025,652339048321;27145078921
961,179,41,675,41,2,1025,652339048321;27145078921
961,719,420,2456,307,2,307,725276152561;346956651001
961,719,76,2800,5,2,5,43294372081;77049293281
961,719,48,2828,101,2,101,72019148161;444911988481
961,359,80,1356,113,2,113,40249930681;88436068681
961,455,4,1816,227,2,227,30454384921;265416192001
961,131,221,303,17,2,1717,87903937081;25823879041
961,107,62,366,31,2,1891,226894789081;438822865441
961,107,62,366,61,2,1891,226894789081;438822865441
961,439,860,896,2,2,344,127218492361;415393099081
961,439,860,896,43,2,344,127218492361;415393099081
961,59,43,193,43,2,8299,27145199041;398979902281
961,331,2,1322,661,2,661,92669457841;237220064041
961,287,134,1014,13,2,871,204921117361;17747851081
961,287,134,1014,67,2,871,204921117361;17747851081
961,107,19,409,409,2,409,242647205761;20131752601
961,131,153,371,3,2,2703,255222568561;238014297481
961,131,153,371,17,2,2703,255222568561;238014297481
961,131,153,371,53,2,2703,255222568561;238014297481
961,483,1,1931,1931,2,1931,297316940881;27147241081
961,107,86,342,3,2,129,310951281601;345103319521
961,107,86,342,43,2,129,310951281601;345103319521
961,167,216,452,3,2,678,335837262721;148929341521
961,167,216,452,113,2,678,335837262721;148929341521
961,399,16,1580,79,2,79,348677370001;72286775521
961,443,26,1746,97,2,194,358340543521;168255688561
961,107,174,254,127,2,127,107892385561;376872777241
961,167,172,496,43,2,688,192213502441;5833869001
961,111,86,358,179,2,3938,221600139721;161503503121
961,359,556,880,139,2,139,369724676281;461723383081
961,215,408,452,113,2,1017,384682739401;612895003681
961,103,29,383,383,2,383,93331679401;144030247321
961,299,105,1091,1091,2,1091,218555818441;402289208281
961,75,86,214,43,2,4601,234308115001;38662184521
961,75,86,214,107,2,4601,234308115001;38662184521
961,239,276,680,17,2,17,41441761321;610774765561
961,115,74,386,193,2,3667,69769540801;284213770801
961,103,194,218,97,2,5335,207304298161;113322169921
961,95,71,309,71,2,7313,439485207121;103922059201
961,95,71,309,103,2,7313,439485207121;103922059201
961,103,161,251,251,2,3012,500376437521;41310710401
961,99,62,334,31,2,5177,572651680561;54019406401
961,179,46,670,23,2,1541,24763099321;182287386241
961,135,236,304,59,2,59,58253276041;66063238201
961,183,169,563,13,2,7319,95317503241;141912892081
961,183,169,563,563,2,7319,95317503241;141912892081
961,179,85,631,17,2,10727,127616329801;369859450921
961,179,85,631,631,2,10727,127616329801;369859450921
961,287,416,732,61,2,91.5,156870955201;132251160001
961,299,405,791,3,2,2034,186919453681;49120672561
961,299,405,791,113,2,2034,186919453681;49120672561
961,327,14,1294,647,2,647,321012532801;10996866841
961,83,81,251,3,2,1506,332529037801;164020017121
961,83,81,251,251,2,1506,332529037801;164020017121
961,255,116,904,113,2,113,132250439281;221998818001
961,127,62,446,31,2,6913,153429997681;351062712961
961,127,62,446,223,2,6913,153429997681;351062712961
961,203,366,446,61,2,13603,190626837361;242914592881
961,203,366,446,223,2,13603,190626837361;242914592881
961,299,7,1189,41,2,41,59976037081;92539608121
961,179,95,621,3,2,207,108027160201;162829267561
961,179,95,621,23,2,207,108027160201;162829267561
961,415,2,1658,829,2,829,16955059081;669153205681
289,47,36,152,3,1,3,36877129
289,159,28,608,2,1,4,36997249
289,327,77,1231,1231,1,1231,5237953009
289,155,131,489,131,1,21353,5431946809
289,155,131,489,163,1,21353,5431946809
289,71,83,201,67,1,5561,10669779409
289,71,83,201,83,1,5561,10669779409
289,239,334,622,167,1,51937,10708578169
289,239,334,622,311,1,51937,10708578169
289,1331,687,4637,229,1,1061873,21501769
289,1331,687,4637,4637,1,1061873,21501769
289,263,496,556,31,1,4309,11484553369
289,263,496,556,139,1,4309,11484553369
289,127,86,422,43,1,9073,12764912449
289,127,86,422,211,1,9073,12764912449
289,767,1496,1572,131,1,131,11212962049
289,135,151,389,151,1,58739,17187971089
289,135,151,389,389,1,58739,17187971089
289,299,7,1189,29,1,1189,20485865689
289,299,7,1189,41,1,1189,20485865689
289,863,144,3308,3,1,2481,25878893329
289,863,144,3308,827,1,2481,25878893329
289,2147,42,8546,4273,1,4273,18258529
289,215,29,831,29,1,8033,28206818929
289,215,29,831,277,1,8033,28206818929
289,191,139,625,5,1,17375,31621109809
289,191,139,625,139,1,17375,31621109809
289,951,1000,2804,5,1,17525,35462187049
289,951,1000,2804,701,1,17525,35462187049
289,231,416,508,2,1,254,41126806009
289,203,114,698,349,1,349,43532329129
289,327,1,1307,1307,1,1307,44153109289
289,375,736,764,2,1,382,46946620009
289,375,736,764,191,1,382,46946620009
289,183,236,496,31,1,1829,47334607609
289,123,214,278,107,1,14873,49740130729
289,123,214,278,139,1,14873,49740130729
289,251,246,758,41,1,15539,53038025329
289,251,246,758,379,1,15539,53038025329
289,243,398,574,41,1,8159,53426012929
289,243,398,574,199,1,8159,53426012929
289,1871,1200,6284,5,1,7855,36742546129
289,1871,1200,6284,1571,1,7855,36742546129
289,263,248,804,31,1,2077,55986731089
289,115,146,314,157,1,157,57499882729
289,743,743,2229,743,1,743,57616279009
289,935,8,3732,311,1,311,57965467849
289,231,256,668,2,1,2672,59284625689
289,231,256,668,167,1,2672,59284625689
289,411,70,1574,787,1,787,60487387249
289,179,258,458,43,1,9847,60875374849
289,179,258,458,229,1,9847,60875374849
289,1531,1274,4850,5,1,3395,55715139769
289,1531,1274,4850,7,1,3395,55715139769
289,1531,1274,4850,97,1,3395,55715139769
289,1607,24,6404,1601,1,1601,54124390609
289,311,135,1109,3,1,9981,68751523129
289,311,135,1109,1109,1,9981,68751523129
289,391,5,1559,1559,1,1559,72282210289
289,611,25,2419,5,1,12095,68984315689
289,611,25,2419,41,1,12095,68984315689
289,611,25,2419,59,1,12095,68984315689
289,767,264,2804,701,1,701,69566297089
289,351,64,1340,2,1,268,83689045729
289,351,64,1340,67,1,268,83689045729
289,607,2,2426,1213,1,1213,82408686649
289,187,329,419,47,1,19693,89508859729
289,187,329,419,419,1,19693,89508859729
289,107,94,334,47,1,7849,99480141049
289,107,94,334,167,1,7849,99480141049
289,815,43,3217,43,1,138331,92845553089
289,815,43,3217,3217,1,138331,92845553089
289,831,40,3284,821,1,821,97579001809
289,903,1436,2176,2,1,2872,103825602169
289,903,1436,2176,359,1,2872,103825602169
289,143,74,498,83,1,3071,108481453369
289,471,670,1214,67,1,40669,109412623609
289,471,670,1214,607,1,40669,109412623609
289,407,632,996,79,1,6557,111818146729
289,407,632,996,83,1,6557,111818146729
289,343,128,1244,2,1,2488,114301267369
289,343,128,1244,311,1,2488,114301267369
289,631,59,2465,29,1,1711,118452734689
289,631,59,2465,59,1,1711,118452734689
289,275,53,1047,53,1,18497,118724326009
289,275,53,1047,349,1,18497,118724326009
289,431,120,1604,401,1,401,120276276409
289,407,236,1392,29,1,1711,120664264009
289,407,236,1392,59,1,1711,120664264009
289,327,142,1166,53,1,3763,124388944969
289,327,142,1166,71,1,3763,124388944969
289,695,4,2776,347,1,347,124544140009
289,127,122,386,61,1,11773,125436511489
289,127,122,386,193,1,11773,125436511489
289,335,96,1244,2,1,622,125824499089
289,335,96,1244,311,1,622,125824499089
289,1031,30,4094,89,1,89,127609242049
289,131,142,382,71,1,13561,127880833369
289,131,142,382,191,1,13561,127880833369
289,431,76,1648,103,1,103,128695607329
289,491,555,1409,37,1,52133,128462814769
289,491,555,1409,1409,1,52133,128462814769
289,119,167,309,103,1,17201,668075968849
289,119,167,309,167,1,17201,668075968849
289,291,425,739,5,1,3695,408163075609
289,291,425,739,739,1,3695,408163075609
289,75,31,269,31,1,8339,60370990969
289,647,116,2472,29,1,2987,436796560489
289,647,116,2472,103,1,2987,436796560489
289,131,141,383,47,1,18001,345037493089
289,751,5,2999,2999,1,2999,743694752089
289,831,49,3275,5,1,4585,479785586569
289,831,49,3275,7,1,4585,479785586569
289,831,49,3275,131,1,4585,479785586569
289,407,92,1536,2,1,8,126406480489
289,171,41,643,41,1,26363,9855365809
289,171,41,643,643,1,26363,9855365809
289,327,154,1154,577,1,577,13541248009
289,619,2,2474,1237,1,1237,7217050129
289,223,53,839,53,1,44467,16800343849
289,223,53,839,839,1,44467,16800343849
289,431,48,1676,419,1,419,19011873169
289,271,35,1049,1049,1,1049,24404900809
289,863,346,3106,173,1,268669,13424851729
289,863,346,3106,1553,1,268669,13424851729
289,407,212,1416,53,1,3127,31466275129
289,407,212,1416,59,1,3127,31466275129
289,551,815,1389,163,1,75469,30302312329
289,551,815,1389,463,1,75469,30302312329
289,195,118,662,59,1,19529,42756714289
289,1079,272,4044,337,1,337,19826647129
289,231,79,845,13,1,1027,48072144409
289,231,79,845,79,1,1027,48072144409
289,359,48,1388,347,1,347,48925717129
289,311,400,844,5,1,1055,57306249289
289,311,400,844,211,1,1055,57306249289
289,263,68,984,41,1,41,59478979849
289,155,146,474,73,1,5767,70808217769
289,155,146,474,79,1,5767,70808217769
289,267,226,842,113,1,47573,71506595449
289,267,226,842,421,1,47573,71506595449
289,115,71,389,71,1,27619,72476564449
289,115,71,389,389,1,27619,72476564449
289,135,53,487,53,1,25811,75231276409
289,135,53,487,487,1,25811,75231276409
289,251,62,942,157,1,157,79693133809
289,255,428,592,37,1,3959,80779499089
289,255,428,592,107,1,3959,80779499089
289,263,204,848,53,1,53,86327721769
289,263,384,668,2,1,668,87646879609
289,263,384,668,167,1,668,87646879609
289,591,220,2144,67,1,67,89004836209
289,107,167,261,3,1,14529,95367832849
289,107,167,261,29,1,14529,95367832849
289,107,167,261,167,1,14529,95367832849
289,75,122,178,61,1,5429,96454198129
289,75,122,178,89,1,5429,96454198129
289,179,162,554,3,1,7479,96764588209
289,179,162,554,277,1,7479,96764588209
289,271,290,794,29,1,11513,105261516649
289,271,290,794,397,1,11513,105261516649
289,431,288,1436,3,1,1077,100489269169
289,431,288,1436,359,1,1077,100489269169
289,191,81,683,3,1,18441,110227757929
289,191,81,683,683,1,18441,110227757929
289,127,236,272,59,1,59,110344154209
289,459,439,1397,127,1,55753,109063795129
289,459,439,1397,439,1,55753,109063795129
289,95,151,229,151,1,34579,110421751729
289,95,151,229,229,1,34579,110421751729
289,123,73,419,73,1,30587,1009248529
289,123,73,419,419,1,30587,1009248529
289,491,65,1899,211,1,211,120664624369
289,215,256,604,151,1,151,693450718249
289,183,31,701,701,1,701,155389514569
289,451,134,1670,67,1,11189,151276846009
289,451,134,1670,167,1,11189,151276846009
289,623,596,1896,79,1,11771,37596479209
289,623,596,1896,149,1,11771,37596479209
289,311,38,1206,3,1,201,158959000489
289,311,38,1206,67,1,201,158959000489
289,311,304,940,47,1,47,720609850249
289,139,194,362,97,1,17557,842515554169
289,139,194,362,181,1,17557,842515554169
289,195,34,746,373,1,373,76938421849
289,83,113,219,73,1,8249,524831307289
289,83,113,219,113,1,8249,524831307289
289,195,151,629,37,1,5587,309498189289
289,195,151,629,151,1,5587,309498189289
289,2111,120,8324,2081,1,2081,46054608889
289,215,126,734,3,1,1101,7294767769
289,215,126,734,367,1,1101,7294767769
289,95,74,306,3,1,111,8381133049
