focus_r,d,a,b,missing_prime,count,avg_lift_ratio,example_residues
289,143,244,328,61,1,61,9312303289
289,215,144,716,2,1,1074,10321071049
289,119,57,419,419,1,419,27004537849
289,123,46,446,23,1,5129,34104710929
289,123,46,446,223,1,5129,34104710929
289,119,134,342,3,1,201,41942060449
289,119,134,342,67,1,201,41942060449
289,195,382,398,191,1,38009,43881998449
289,195,382,398,199,1,38009,43881998449
289,119,163,313,163,1,51019,57461564449
289,119,163,313,313,1,51019,57461564449
289,131,115,409,23,1,9407,60216276409
289,179,158,558,31,1,7347,67471644529
289,179,167,549,3,1,30561,69333985009
289,179,167,549,61,1,30561,69333985009
289,179,167,549,167,1,30561,69333985009
289,159,248,388,31,1,3007,80042442769
289,159,248,388,97,1,3007,80042442769
289,183,178,554,89,1,24653,93040027369
289,183,178,554,277,1,24653,93040027369
289,215,83,777,37,1,3071,99325426489
289,215,83,777,83,1,3071,99325426489
289,95,82,298,149,1,149,103903680169
289,195,362,418,181,1,181,199387428529
289,111,151,293,151,1,44243,19749289849
289,111,151,293,293,1,44243,19749289849
289,115,29,431,431,1,431,89121472729
289,83,118,214,59,1,6313,675331937569
289,87,151,197,151,1,29747,842787385729
289,87,151,197,197,1,29747,842787385729
289,107,199,229,199,1,45571,851012722849
289,107,199,229,229,1,45571,851012722849
289,99,194,202,97,1,9797,531349739209
289,99,194,202,101,1,9797,531349739209
289,107,146,282,47,1,3431,823155213169
289,75,94,206,47,1,4841,970930249
289,75,94,206,103,1,4841,970930249
289,135,58,482,29,1,6989,6868341769
289,379,587,929,587,1,545323,7915908289
289,379,587,929,929,1,545323,7915908289
289,415,692,968,11,1,1903,7954707049
289,415,692,968,173,1,1903,7954707049
289,443,131,1641,131,1,71657,11834583049
289,443,131,1641,547,1,71657,11834583049
289,399,2,1594,797,1,797,14589295009
289,491,30,1934,967,1,967,16180044169
289,1191,164,4600,5,1,4715,5277592609
289,1191,164,4600,23,1,4715,5277592609
289,1191,164,4600,41,1,4715,5277592609
289,171,158,526,79,1,20777,17188811929
289,171,158,526,263,1,20777,17188811929
289,351,356,1048,89,1,11659,17111214409
289,351,356,1048,131,1,11659,17111214409
289,271,320,764,2,1,1528,19012353649
289,271,320,764,191,1,1528,19012353649
289,335,538,802,269,1,107869,18779561089
289,335,538,802,401,1,107869,18779561089
289,755,2,3018,503,1,503,16762025569
289,551,14,2190,73,1,73,21340279249
289,767,1089,1979,3,1,65307,20292712729
289,767,1089,1979,11,1,65307,20292712729
289,767,1089,1979,1979,1,65307,20292712729
289,415,758,902,41,1,15539,23823399889
289,415,758,902,379,1,15539,23823399889
289,143,276,296,23,1,851,26539313089
289,231,25,899,29,1,145,26655709369
289,231,2,922,461,1,461,28518049849
289,987,1117,2831,149,1,166433,21844663129
289,987,1117,2831,1117,1,166433,21844663129
289,215,9,851,3,1,2553,34881046489
289,215,9,851,23,1,2553,34881046489
289,215,9,851,37,1,2553,34881046489
289,1167,104,4564,163,1,163,31738346929
289,383,16,1516,2,1,758,41360439409
289,383,16,1516,379,1,758,41360439409
289,1223,34,4858,347,1,347,32630718409
289,167,186,482,241,1,241,45473107969
289,207,31,797,797,1,797,47995027369
289,127,191,317,191,1,60547,51098928169
289,127,191,317,317,1,60547,51098928169
289,275,18,1082,3,1,1623,51680909569
289,275,18,1082,541,1,1623,51680909569
289,551,50,2154,5,1,1795,48887398849
289,551,50,2154,359,1,1795,48887398849
289,407,1,1627,1627,1,1627,53077664929
289,135,47,493,29,1,1363,54125231449
289,135,47,493,47,1,1363,54125231449
289,263,48,1004,2,1,502,57229132249
289,119,23,453,23,1,3473,57966308689
289,455,32,1788,2,1,596,58625887609
289,455,32,1788,149,1,596,58625887609
289,679,68,2648,331,1,331,59828649169
289,1175,428,4272,2,1,19046,51874903369
289,1175,428,4272,89,1,19046,51874903369
289,1175,428,4272,107,1,19046,51874903369
289,155,129,491,43,1,21113,61613392129
289,155,129,491,491,1,21113,61613392129
289,79,47,269,47,1,12643,65299274329
289,79,47,269,269,1,12643,65299274329
289,299,174,1022,29,1,2117,69644735449
289,335,188,1152,2,1,2256,70226716849
289,335,188,1152,3,1,2256,70226716849
289,335,188,1152,47,1,2256,70226716849
289,135,227,313,227,1,71051,70808698249
289,135,227,313,313,1,71051,70808698249
289,935,388,3352,419,1,419,69101552809
289,695,432,2348,2,1,10566,77326889929
289,695,432,2348,3,1,10566,77326889929
289,695,432,2348,587,1,10566,77326889929
289,1031,296,3828,29,1,1073,76783707289
289,1031,296,3828,37,1,1073,76783707289
289,1703,1556,5256,3,1,85191,61496995849
289,1703,1556,5256,73,1,85191,61496995849
289,1703,1556,5256,389,1,85191,61496995849
289,407,552,1076,23,1,6187,79732413049
289,407,552,1076,269,1,6187,79732413049
289,227,114,794,397,1,397,81284363449
289,119,159,317,53,1,16801,86871384889
289,119,159,317,317,1,16801,86871384889
289,1391,84,5480,137,1,137,76977701089
289,155,94,526,47,1,12361,89470901809
289,155,94,526,263,1,12361,89470901809
289,999,4,3992,499,1,499,82875112609
289,511,5,2039,2039,1,2039,90518468329
289,511,200,1844,5,1,2305,90751260889
289,511,200,1844,461,1,2305,90751260889
289,311,492,752,2,1,3854,90906455929
289,311,492,752,41,1,3854,90906455929
289,311,492,752,47,1,3854,90906455929
289,1351,164,5240,41,1,5371,78646047769
289,1351,164,5240,131,1,5371,78646047769
289,203,23,789,23,1,6049,99674975689
289,203,23,789,263,1,6049,99674975689
289,415,296,1364,37,1,37,100800139729
289,323,6,1286,643,1,643,101226926089
289,63,89,163,89,1,14507,103826443009
289,63,89,163,163,1,14507,103826443009
289,767,132,2936,367,1,367,97696238929
289,223,443,449,443,1,198907,106348362409
289,223,443,449,449,1,198907,106348362409
289,111,23,421,23,1,9683,106813947529
289,275,486,614,3,1,24867,107201935129
289,275,486,614,307,1,24867,107201935129
289,371,69,1415,23,1,6509,108133105369
289,371,69,1415,283,1,6509,108133105369
289,811,5,3239,41,1,3239,106425959929
289,811,5,3239,79,1,3239,106425959929
289,147,251,337,251,1,84587,116319643729
289,147,251,337,337,1,84587,116319643729
289,167,67,601,67,1,40267,4540416169
289,167,67,601,601,1,40267,4540416169
289,135,73,467,73,1,34091,357337540849
289,135,73,467,467,1,34091,357337540849
289,371,474,1010,79,1,7979,124001798209
289,371,474,1010,101,1,7979,124001798209
289,271,23,1061,23,1,24403,37402965889
289,271,23,1061,1061,1,24403,37402965889
289,335,32,1308,109,1,109,400636957009
289,1211,9,4835,3,1,2901,263522139169
289,1211,9,4835,967,1,2901,263522139169
289,311,534,710,71,1,6319,460503443689
289,311,534,710,89,1,6319,460503443689
289,103,194,218,97,1,10573,3066423649
289,103,194,218,109,1,10573,3066423649
289,423,16,1676,2,1,838,1708467049
289,423,16,1676,419,1,838,1708467049
289,1999,2288,5708,2,1,2854,94204350529
289,1999,2288,5708,1427,1,2854,94204350529
289,79,23,293,23,1,6739,11175364489
289,95,157,223,157,1,35011,11214163249
289,95,157,223,223,1,35011,11214163249
289,135,178,362,89,1,16109,11912540929
289,135,178,362,181,1,16109,11912540929
289,407,436,1192,109,1,16241,12998906209
289,407,436,1192,149,1,16241,12998906209
289,411,314,1330,157,1,157,15094039249
289,351,8,1396,349,1,349,22427004889
289,287,144,1004,3,1,1506,26966459809
289,719,48,2828,2,1,202,22853791249
289,719,48,2828,101,1,202,22853791249
289,375,8,1492,373,1,373,27626038729
289,635,77,2463,821,1,821,23358175129
289,183,254,478,127,1,30353,29721171769
289,183,254,478,239,1,30353,29721171769
289,227,274,634,137,1,43429,31001530849
289,227,274,634,317,1,43429,31001530849
289,175,71,629,37,1,2627,38218100209
289,175,71,629,71,1,2627,38218100209
289,215,196,664,83,1,581,49974124489
289,299,62,1134,31,1,837,49392143089
289,227,67,841,29,1,56347,50556105889
289,227,67,841,67,1,56347,50556105889
289,107,171,257,3,1,771,51642471169
289,107,171,257,257,1,771,51642471169
289,959,12,3824,2,1,478,31932701089
289,959,12,3824,239,1,478,31932701089
289,231,148,776,97,1,3589,60178198369
289,855,1088,2332,2,1,424,61613752489
289,855,1088,2332,53,1,424,61613752489
289,711,20,2824,353,1,353,69877888369
289,191,158,606,79,1,7979,76939262689
289,191,158,606,101,1,7979,76939262689
289,155,162,458,3,1,6183,79538779609
289,155,162,458,229,1,6183,79538779609
289,519,764,1312,2,1,31324,78297219289
289,519,764,1312,41,1,31324,78297219289
289,519,764,1312,191,1,31324,78297219289
289,215,406,454,29,1,6583,82681479169
289,215,406,454,227,1,6583,82681479169
289,183,296,436,37,1,4033,83806643209
289,183,296,436,109,1,4033,83806643209
289,731,1049,1875,5,1,131125,87919311769
289,731,1049,1875,1049,1,131125,87919311769
289,231,325,599,5,1,2995,95291076169
289,231,325,599,599,1,2995,95291076169
289,175,272,428,2,1,214,96959422849
289,175,272,428,107,1,214,96959422849
289,335,13,1327,1327,1,1327,97463806729
289,791,48,3116,2,1,82,93739125769
289,791,48,3116,41,1,82,93739125769
289,259,29,1007,29,1,1537,104408784769
289,259,29,1007,53,1,1537,104408784769
289,183,19,713,23,1,713,105223558729
289,183,19,713,31,1,713,105223558729
289,1343,1884,3488,2,1,68452,80974333729
289,1343,1884,3488,109,1,68452,80974333729
289,1343,1884,3488,157,1,68452,80974333729
289,515,61,1999,61,1,121939,110422592569
289,515,61,1999,1999,1,121939,110422592569
289,271,29,1055,29,1,6119,116164809049
289,271,29,1055,211,1,6119,116164809049
289,251,186,818,31,1,12679,123342579649
289,251,186,818,409,1,12679,123342579649
289,91,86,278,139,1,139,128192424649
289,119,123,353,41,1,14473,129511582489
289,119,123,353,353,1,14473,129511582489
289,323,569,723,241,1,137129,132382690729
289,323,569,723,569,1,137129,132382690729
289,251,254,750,5,1,3175,134400226249
289,251,254,750,127,1,3175,134400226249
289,155,89,531,3,1,15753,135525390289
289,155,89,531,59,1,15753,135525390289
289,155,89,531,89,1,15753,135525390289
289,287,552,596,23,1,3427,137698120849
289,287,552,596,149,1,3427,137698120849
289,479,48,1868,2,1,934,137387730769
289,479,48,1868,467,1,934,137387730769
289,1251,14,4990,499,1,499,111664152889
289,351,80,1324,2,1,662,145069885249
289,351,80,1324,331,1,662,145069885249
289,591,626,1738,79,1,24727,143440337329
289,591,626,1738,313,1,24727,143440337329
289,615,1,2459,2459,1,2459,143479136089
289,175,254,446,127,1,28321,166098813169
289,175,254,446,223,1,28321,166098813169
289,159,74,562,37,1,10397,166680794569
289,159,74,562,281,1,10397,166680794569
289,187,287,461,41,1,18901,167573166049
289,187,287,461,461,1,18901,167573166049
289,479,144,1772,2,1,2658,166254008209
289,479,144,1772,3,1,2658,166254008209
289,479,144,1772,443,1,2658,166254008209
289,151,158,446,79,1,17617,173276583769
289,151,158,446,223,1,17617,173276583769
289,335,6,1334,23,1,667,172112620969
289,311,428,816,2,1,214,407776289209
289,311,428,816,107,1,214,407776289209
289,311,564,680,47,1,47,226780073809
289,311,604,640,2,1,2416,231241931209
289,311,604,640,151,1,2416,231241931209
289,335,18,1322,661,1,661,62079337609
289,311,213,1031,71,1,73201,66153207409
289,311,213,1031,1031,1,73201,66153207409
289,311,510,734,367,1,367,78374816809
289,479,344,1572,131,1,131,73292179249
289,455,888,932,37,1,8621,277218461809
289,455,888,932,233,1,8621,277218461809
289,191,376,388,97,1,4559,151471680649
289,311,170,1074,179,1,179,350858508289
289,411,95,1549,1549,1,1549,535230215809
289,311,16,1228,2,1,614,363778495369
289,311,16,1228,307,1,614,363778495369
289,231,25,899,31,1,155,738618169
289,471,724,1160,181,1,181,2950147489
289,175,74,626,37,1,11581,7644797449
289,175,74,626,313,1,11581,7644797449
289,71,93,191,31,1,5921,8692363969
289,503,443,1569,443,1,231689,5627261929
289,503,443,1569,523,1,231689,5627261929
289,143,59,513,3,1,531,15831335809
289,143,59,513,59,1,531,15831335809
289,459,538,1298,59,1,15871,14550976729
289,459,538,1298,269,1,15871,14550976729
289,223,344,548,43,1,5891,18469651489
289,223,344,548,137,1,5891,18469651489
289,431,54,1670,3,1,1503,17693676289
289,431,54,1670,167,1,1503,17693676289
289,211,134,710,67,1,4757,20137998169
289,211,134,710,71,1,4757,20137998169
289,311,72,1172,3,1,879,20525985769
289,311,72,1172,293,1,879,20525985769
289,331,74,1250,5,1,4625,25957812169
289,331,74,1250,37,1,4625,25957812169
289,143,34,538,269,1,269,29410901809
289,63,73,179,73,1,13067,30186877009
289,63,73,179,179,1,13067,30186877009
289,135,173,367,173,1,63491,31350839809
289,135,173,367,367,1,63491,31350839809
289,383,644,888,37,1,37,31583632369
289,143,38,534,89,1,89,36161886049
289,239,188,768,47,1,752,44775210769
289,167,292,376,47,1,3431,110461511449
289,359,488,948,61,1,4819,208622374249
289,359,488,948,79,1,4819,208622374249
289,283,506,626,313,1,313,8149181329
289,551,40,2164,541,1,541,260302322569
289,551,844,1360,211,1,211,8653565209
289,503,576,1436,3,1,1077,113487814729
289,503,576,1436,359,1,1077,113487814729
289,335,128,1212,2,1,404,66657711409
289,335,128,1212,101,1,404,66657711409
289,215,166,694,83,1,28801,186662276089
289,215,166,694,347,1,28801,186662276089
289,211,62,782,31,1,31,196129173529
289,327,406,902,41,1,41,93661648369
289,215,124,736,31,1,31,875340266089
289,383,606,926,101,1,46763,462870648529
289,383,606,926,463,1,46763,462870648529
289,139,158,398,79,1,15721,3066663889
289,139,158,398,199,1,15721,3066663889
289,155,303,317,101,1,32017,23125622809
289,155,303,317,317,1,32017,23125622809
289,1599,43,6353,43,1,273179,40360609
289,1599,43,6353,6353,1,273179,40360609
289,959,108,3728,2,1,4194,25569944689
289,959,108,3728,3,1,4194,25569944689
289,959,108,3728,233,1,4194,25569944689
289,103,161,251,251,1,251,221503682689
289,255,16,1004,2,1,502,387872765569
289,215,276,584,73,1,73,388066759369
289,111,173,271,173,1,46883,388144356889
289,111,173,271,271,1,46883,388144356889
289,935,344,3396,43,1,12169,581012992849
289,935,344,3396,283,1,12169,581012992849
289,203,219,593,73,1,43289,1126725889
289,203,219,593,593,1,43289,1126725889
289,247,257,731,43,1,11051,28790241769
289,247,257,731,257,1,11051,28790241769
289,231,212,712,53,1,4717,610112062849
289,231,212,712,89,1,4717,610112062849
289,151,47,557,47,1,26179,416933036809
289,151,47,557,557,1,26179,416933036809
289,255,1,1019,1019,1,1019,251145935329
289,115,149,311,149,1,46339,2251889929
289,115,149,311,311,1,46339,2251889929
289,167,172,496,2,1,86,500195175769
289,167,172,496,43,1,86,500195175769
289,407,36,1592,3,1,597,722240479249
289,523,14,2078,1039,1,1039,500583163369
289,167,62,606,101,1,101,141772230889
289,707,454,2374,227,1,269449,362808766609
289,707,454,2374,1187,1,269449,362808766609
289,215,259,601,37,1,22237,141849828409
289,215,259,601,601,1,22237,141849828409
289,159,172,464,2,1,86,473928415249
289,551,5,2199,733,1,733,390937867609
289,551,900,1304,3,1,2445,612245994649
289,551,900,1304,5,1,2445,612245994649
289,551,900,1304,163,1,2445,612245994649
289,167,194,474,79,1,7663,667883416489
289,167,194,474,97,1,7663,667883416489
289,407,12,1616,2,1,202,335921225929
289,231,200,724,5,1,905,557423346769
289,231,200,724,181,1,905,557423346769
289,483,298,1634,43,1,6407,612633982249
289,483,298,1634,149,1,6407,612633982249
289,155,47,573,47,1,8977,751145555449
289,155,47,573,191,1,8977,751145555449
289,383,469,1063,67,1,71221,198728810569
289,383,469,1063,1063,1,71221,198728810569
289,383,716,816,2,1,358,115893457969
289,383,716,816,179,1,358,115893457969
289,551,32,2172,2,1,724,530768598649
289,551,32,2172,181,1,724,530768598649
289,527,96,2012,2,1,2012,199077999409
289,527,96,2012,503,1,2012,199077999409
289,767,242,2826,3,1,5181,32941709089
289,767,242,2826,11,1,5181,32941709089
289,767,242,2826,157,1,5181,32941709089
289,319,404,872,101,1,11009,420696516529
289,319,404,872,109,1,11009,420696516529
289,539,822,1334,137,1,137,476023548289
289,407,344,1284,43,1,4601,752658707089
289,407,344,1284,107,1,4601,752658707089
289,167,244,424,53,1,3233,199465987009
289,255,304,716,2,1,358,420774114049
289,255,304,716,179,1,358,420774114049
289,251,158,846,3,1,11139,697603266649
289,251,158,846,47,1,11139,697603266649
289,251,158,846,79,1,11139,697603266649
289,831,1238,2086,149,1,92231,420968107849
289,831,1238,2086,619,1,92231,420968107849
289,263,108,944,2,1,1062,117329012089
289,263,108,944,3,1,1062,117329012089
289,263,108,944,59,1,1062,117329012089
289,387,46,1502,751,1,751,559945266169
289,383,56,1476,3,1,123,338792334169
289,155,222,398,37,1,7363,117910993489
289,155,222,398,199,1,7363,117910993489
289,623,36,2456,3,1,921,477226309849
289,623,36,2456,307,1,921,477226309849
289,263,96,956,2,1,956,644060977849
289,263,96,956,239,1,956,644060977849
