n,method,x,y,z,verified,d,a,b,n_mod_4,n_mod_8,n_mod_12,n_mod_24,n_mod_60,n_mod_120,n_mod_840
5357,general_key_d_3,1340,28713520,2610320,True,3,1,11,1,5,5,5,17,77,317
5358,formula_even,2679,5358,5358,True,,,,2,6,6,6,18,78,318
5359,formula_3_mod_4,1340,14362120,14362120,True,,,,3,7,7,7,19,79,319
5360,formula_even,2680,5360,5360,True,,,,0,0,8,8,20,80,320
5361,formula_divisible_by_3,1787,10722,10722,True,,,,1,1,9,9,21,81,321
5362,formula_even,2681,5362,5362,True,,,,2,2,10,10,22,82,322
5363,formula_3_mod_4,1341,14383566,14383566,True,,,,3,3,11,11,23,83,323
5364,formula_even,2682,5364,5364,True,,,,0,4,0,12,24,84,324
5365,general_key_d_3,1342,28799320,2618120,True,3,1,11,1,5,1,13,25,85,325
5366,formula_even,2683,5366,5366,True,,,,2,6,2,14,26,86,326
5367,formula_divisible_by_3,1789,10734,10734,True,,,,3,7,3,15,27,87,327
5368,formula_even,2684,5368,5368,True,,,,0,0,4,16,28,88,328
5369,general_key_d_7,1344,14431872,1110144,True,7,2,26,1,1,5,17,29,89,329
5370,formula_even,2685,5370,5370,True,,,,2,2,6,18,30,90,330
5371,formula_3_mod_4,1343,14426506,14426506,True,,,,3,3,7,19,31,91,331
5372,formula_even,2686,5372,5372,True,,,,0,4,8,20,32,92,332
5373,formula_divisible_by_3,1791,10746,10746,True,,,,1,5,9,21,33,93,333
5374,formula_even,2687,5374,5374,True,,,,2,6,10,22,34,94,334
5375,formula_3_mod_4,1344,14448000,14448000,True,,,,3,7,11,23,35,95,335
5376,formula_even,2688,5376,5376,True,,,,0,0,0,0,36,96,336
5377,general_key_d_3,1345,14464130,2892826,True,3,2,10,1,1,1,1,37,97,337
5378,formula_even,2689,5378,5378,True,,,,2,2,2,2,38,98,338
5379,formula_divisible_by_3,1793,10758,10758,True,,,,3,3,3,3,39,99,339
5380,formula_even,2690,5380,5380,True,,,,0,4,4,4,40,100,340
5381,general_key_d_3,1346,7242826,3621413,True,3,4,8,1,5,5,5,41,101,341
5382,formula_even,2691,5382,5382,True,,,,2,6,6,6,42,102,342
5383,formula_3_mod_4,1346,14491036,14491036,True,,,,3,7,7,7,43,103,343
5384,formula_even,2692,5384,5384,True,,,,0,0,8,8,44,104,344
5385,formula_divisible_by_3,1795,10770,10770,True,,,,1,1,9,9,45,105,345
5386,formula_even,2693,5386,5386,True,,,,2,2,10,10,46,106,346
5387,formula_3_mod_4,1347,14512578,14512578,True,,,,3,3,11,11,47,107,347
5388,formula_even,2694,5388,5388,True,,,,0,4,0,12,48,108,348
5389,general_key_d_3,1348,7264372,3632186,True,3,4,8,1,5,1,13,49,109,349
5390,formula_even,2695,5390,5390,True,,,,2,6,2,14,50,110,350
5391,formula_divisible_by_3,1797,10782,10782,True,,,,3,7,3,15,51,111,351
5392,formula_even,2696,5392,5392,True,,,,0,0,4,16,52,112,352
5393,general_key_d_7,1350,29122200,1078600,True,7,1,27,1,1,5,17,53,113,353
5394,formula_even,2697,5394,5394,True,,,,2,2,6,18,54,114,354
5395,formula_3_mod_4,1349,14555710,14555710,True,,,,3,3,7,19,55,115,355
5396,formula_even,2698,5396,5396,True,,,,0,4,8,20,56,116,356
5397,formula_divisible_by_3,1799,10794,10794,True,,,,1,5,9,21,57,117,357
5398,formula_even,2699,5398,5398,True,,,,2,6,10,22,58,118,358
5399,formula_3_mod_4,1350,14577300,14577300,True,,,,3,7,11,23,59,119,359
5400,formula_even,2700,5400,5400,True,,,,0,0,0,0,0,0,360
5401,general_key_d_3,1351,29187004,2653364,True,3,1,11,1,1,1,1,1,1,361
5402,formula_even,2701,5402,5402,True,,,,2,2,2,2,2,2,362
5403,formula_divisible_by_3,1801,10806,10806,True,,,,3,3,3,3,3,3,363
5404,formula_even,2702,5404,5404,True,,,,0,4,4,4,4,4,364
5405,general_key_d_3,1352,14615120,2923024,True,3,2,10,1,5,5,5,5,5,365
5406,formula_even,2703,5406,5406,True,,,,2,6,6,6,6,6,366
5407,formula_3_mod_4,1352,14620528,14620528,True,,,,3,7,7,7,7,7,367
5408,formula_even,2704,5408,5408,True,,,,0,0,8,8,8,8,368
5409,formula_divisible_by_3,1803,10818,10818,True,,,,1,1,9,9,9,9,369
5410,formula_even,2705,5410,5410,True,,,,2,2,10,10,10,10,370
5411,formula_3_mod_4,1353,14642166,14642166,True,,,,3,3,11,11,11,11,371
5412,formula_even,2706,5412,5412,True,,,,0,4,0,12,12,12,372
5413,general_key_d_3,1354,7329202,3664601,True,3,4,8,1,5,1,13,13,13,373
5414,formula_even,2707,5414,5414,True,,,,2,6,2,14,14,14,374
5415,formula_divisible_by_3,1805,10830,10830,True,,,,3,7,3,15,15,15,375
5416,formula_even,2708,5416,5416,True,,,,0,0,4,16,16,16,376
5417,general_key_d_3,1355,14680070,2936014,True,3,2,10,1,1,5,17,17,17,377
5418,formula_even,2709,5418,5418,True,,,,2,2,6,18,18,18,378
5419,formula_3_mod_4,1355,14685490,14685490,True,,,,3,3,7,19,19,19,379
5420,formula_even,2710,5420,5420,True,,,,0,4,8,20,20,20,380
5421,formula_divisible_by_3,1807,10842,10842,True,,,,1,5,9,21,21,21,381
5422,formula_even,2711,5422,5422,True,,,,2,6,10,22,22,22,382
5423,formula_3_mod_4,1356,14707176,14707176,True,,,,3,7,11,23,23,23,383
5424,formula_even,2712,5424,5424,True,,,,0,0,0,0,24,24,384
5425,general_key_d_3,1357,14723450,2944690,True,3,2,10,1,1,1,1,25,25,385
5426,formula_even,2713,5426,5426,True,,,,2,2,2,2,26,26,386
5427,formula_divisible_by_3,1809,10854,10854,True,,,,3,3,3,3,27,27,387
5428,formula_even,2714,5428,5428,True,,,,0,4,4,4,28,28,388
5429,general_key_d_3,1358,7372582,3686291,True,3,4,8,1,5,5,5,29,29,389
5430,formula_even,2715,5430,5430,True,,,,2,6,6,6,30,30,390
5431,formula_3_mod_4,1358,14750596,14750596,True,,,,3,7,7,7,31,31,391
5432,formula_even,2716,5432,5432,True,,,,0,0,8,8,32,32,392
5433,formula_divisible_by_3,1811,10866,10866,True,,,,1,1,9,9,33,33,393
5434,formula_even,2717,5434,5434,True,,,,2,2,10,10,34,34,394
5435,formula_3_mod_4,1359,14772330,14772330,True,,,,3,3,11,11,35,35,395
5436,formula_even,2718,5436,5436,True,,,,0,4,0,12,36,36,396
5437,general_key_d_3,1360,14788640,2957728,True,3,2,10,1,5,1,13,37,37,397
5438,formula_even,2719,5438,5438,True,,,,2,6,2,14,38,38,398
5439,formula_divisible_by_3,1813,10878,10878,True,,,,3,7,3,15,39,39,399
5440,formula_even,2720,5440,5440,True,,,,0,0,4,16,40,40,400
5441,general_key_d_7,1362,7410642,1235107,True,7,4,24,1,1,5,17,41,41,401
5442,formula_even,2721,5442,5442,True,,,,2,2,6,18,42,42,402
5443,formula_3_mod_4,1361,14815846,14815846,True,,,,3,3,7,19,43,43,403
5444,formula_even,2722,5444,5444,True,,,,0,4,8,20,44,44,404
5445,formula_divisible_by_3,1815,10890,10890,True,,,,1,5,9,21,45,45,405
5446,formula_even,2723,5446,5446,True,,,,2,6,10,22,46,46,406
5447,formula_3_mod_4,1362,14837628,14837628,True,,,,3,7,11,23,47,47,407
5448,formula_even,2724,5448,5448,True,,,,0,0,0,0,48,48,408
5449,general_key_d_11,1365,14875770,708370,True,11,2,42,1,1,1,1,49,49,409
5450,formula_even,2725,5450,5450,True,,,,2,2,2,2,50,50,410
5451,formula_divisible_by_3,1817,10902,10902,True,,,,3,3,3,3,51,51,411
5452,formula_even,2726,5452,5452,True,,,,0,4,4,4,52,52,412
5453,general_key_d_3,1364,29751568,2704688,True,3,1,11,1,5,5,5,53,53,413
5454,formula_even,2727,5454,5454,True,,,,2,6,6,6,54,54,414
5455,formula_3_mod_4,1364,14881240,14881240,True,,,,3,7,7,7,55,55,415
5456,formula_even,2728,5456,5456,True,,,,0,0,8,8,56,56,416
5457,formula_divisible_by_3,1819,10914,10914,True,,,,1,1,9,9,57,57,417
5458,formula_even,2729,5458,5458,True,,,,2,2,10,10,58,58,418
5459,formula_3_mod_4,1365,14903070,14903070,True,,,,3,3,11,11,59,59,419
5460,formula_even,2730,5460,5460,True,,,,0,4,0,12,0,60,420
5461,general_key_d_3,1366,7459726,3729863,True,3,4,8,1,5,1,13,1,61,421
5462,formula_even,2731,5462,5462,True,,,,2,6,2,14,2,62,422
5463,formula_divisible_by_3,1821,10926,10926,True,,,,3,7,3,15,3,63,423
5464,formula_even,2732,5464,5464,True,,,,0,0,4,16,4,64,424
5465,general_key_d_3,1367,14941310,2988262,True,3,2,10,1,1,5,17,5,65,425
5466,formula_even,2733,5466,5466,True,,,,2,2,6,18,6,66,426
5467,formula_3_mod_4,1367,14946778,14946778,True,,,,3,3,7,19,7,67,427
5468,formula_even,2734,5468,5468,True,,,,0,4,8,20,8,68,428
5469,formula_divisible_by_3,1823,10938,10938,True,,,,1,5,9,21,9,69,429
5470,formula_even,2735,5470,5470,True,,,,2,6,10,22,10,70,430
5471,formula_3_mod_4,1368,14968656,14968656,True,,,,3,7,11,23,11,71,431
5472,formula_even,2736,5472,5472,True,,,,0,0,0,0,12,72,432
5473,general_key_d_7,1370,14996020,1153540,True,7,2,26,1,1,1,1,13,73,433
5474,formula_even,2737,5474,5474,True,,,,2,2,2,2,14,74,434
5475,formula_divisible_by_3,1825,10950,10950,True,,,,3,3,3,3,15,75,435
5476,formula_even,2738,5476,5476,True,,,,0,4,4,4,16,76,436
5477,general_key_d_3,1370,15006980,3001396,True,3,2,10,1,5,5,5,17,77,437
5478,formula_even,2739,5478,5478,True,,,,2,6,6,6,18,78,438
5479,formula_3_mod_4,1370,15012460,15012460,True,,,,3,7,7,7,19,79,439
5480,formula_even,2740,5480,5480,True,,,,0,0,8,8,20,80,440
5481,formula_divisible_by_3,1827,10962,10962,True,,,,1,1,9,9,21,81,441
5482,formula_even,2741,5482,5482,True,,,,2,2,10,10,22,82,442
5483,formula_3_mod_4,1371,15034386,15034386,True,,,,3,3,11,11,23,83,443
5484,formula_even,2742,5484,5484,True,,,,0,4,0,12,24,84,444
5485,general_key_d_3,1372,15050840,3010168,True,3,2,10,1,5,1,13,25,85,445
5486,formula_even,2743,5486,5486,True,,,,2,6,2,14,26,86,446
5487,formula_divisible_by_3,1829,10974,10974,True,,,,3,7,3,15,27,87,447
5488,formula_even,2744,5488,5488,True,,,,0,0,4,16,28,88,448
5489,general_key_d_3,1373,30145588,2740508,True,3,1,11,1,1,5,17,29,89,449
5490,formula_even,2745,5490,5490,True,,,,2,2,6,18,30,90,450
5491,formula_3_mod_4,1373,15078286,15078286,True,,,,3,3,7,19,31,91,451
5492,formula_even,2746,5492,5492,True,,,,0,4,8,20,32,92,452
5493,formula_divisible_by_3,1831,10986,10986,True,,,,1,5,9,21,33,93,453
5494,formula_even,2747,5494,5494,True,,,,2,6,10,22,34,94,454
5495,formula_3_mod_4,1374,15100260,15100260,True,,,,3,7,11,23,35,95,455
5496,formula_even,2748,5496,5496,True,,,,0,0,0,0,36,96,456
5497,general_key_d_3,1375,30233500,2748500,True,3,1,11,1,1,1,1,37,97,457
5498,formula_even,2749,5498,5498,True,,,,2,2,2,2,38,98,458
5499,formula_divisible_by_3,1833,10998,10998,True,,,,3,3,3,3,39,99,459
5500,formula_even,2750,5500,5500,True,,,,0,4,4,4,40,100,460
5501,general_key_d_3,1376,7569376,3784688,True,3,4,8,1,5,5,5,41,101,461
5502,formula_even,2751,5502,5502,True,,,,2,6,6,6,42,102,462
5503,formula_3_mod_4,1376,15144256,15144256,True,,,,3,7,7,7,43,103,463
5504,formula_even,2752,5504,5504,True,,,,0,0,8,8,44,104,464
5505,formula_divisible_by_3,1835,11010,11010,True,,,,1,1,9,9,45,105,465
5506,formula_even,2753,5506,5506,True,,,,2,2,10,10,46,106,466
5507,formula_3_mod_4,1377,15166278,15166278,True,,,,3,3,11,11,47,107,467
5508,formula_even,2754,5508,5508,True,,,,0,4,0,12,48,108,468
5509,general_key_d_3,1378,7591402,3795701,True,3,4,8,1,5,1,13,49,109,469
5510,formula_even,2755,5510,5510,True,,,,2,6,2,14,50,110,470
5511,formula_divisible_by_3,1837,11022,11022,True,,,,3,7,3,15,51,111,471
5512,formula_even,2756,5512,5512,True,,,,0,0,4,16,52,112,472
5513,general_key_d_7,1380,7607940,1267990,True,7,4,24,1,1,5,17,53,113,473
5514,formula_even,2757,5514,5514,True,,,,2,2,6,18,54,114,474
5515,formula_3_mod_4,1379,15210370,15210370,True,,,,3,3,7,19,55,115,475
5516,formula_even,2758,5516,5516,True,,,,0,4,8,20,56,116,476
5517,formula_divisible_by_3,1839,11034,11034,True,,,,1,5,9,21,57,117,477
5518,formula_even,2759,5518,5518,True,,,,2,6,10,22,58,118,478
5519,formula_3_mod_4,1380,15232440,15232440,True,,,,3,7,11,23,59,119,479
5520,formula_even,2760,5520,5520,True,,,,0,0,0,0,0,0,480
5521,general_key_d_23,1386,7652106,347823,True,23,4,88,1,1,1,1,1,1,481
5522,formula_even,2761,5522,5522,True,,,,2,2,2,2,2,2,482
5523,formula_divisible_by_3,1841,11046,11046,True,,,,3,3,3,3,3,3,483
5524,formula_even,2762,5524,5524,True,,,,0,4,4,4,4,4,484
5525,general_key_d_3,1382,15271100,3054220,True,3,2,10,1,5,5,5,5,5,485
5526,formula_even,2763,5526,5526,True,,,,2,6,6,6,6,6,486
5527,formula_3_mod_4,1382,15276628,15276628,True,,,,3,7,7,7,7,7,487
5528,formula_even,2764,5528,5528,True,,,,0,0,8,8,8,8,488
5529,formula_divisible_by_3,1843,11058,11058,True,,,,1,1,9,9,9,9,489
5530,formula_even,2765,5530,5530,True,,,,2,2,10,10,10,10,490
5531,formula_3_mod_4,1383,15298746,15298746,True,,,,3,3,11,11,11,11,491
5532,formula_even,2766,5532,5532,True,,,,0,4,0,12,12,12,492
5533,general_key_d_3,1384,30630688,2784608,True,3,1,11,1,5,1,13,13,13,493
5534,formula_even,2767,5534,5534,True,,,,2,6,2,14,14,14,494
5535,formula_divisible_by_3,1845,11070,11070,True,,,,3,7,3,15,15,15,495
5536,formula_even,2768,5536,5536,True,,,,0,0,4,16,16,16,496
5537,general_key_d_3,1385,15337490,3067498,True,3,2,10,1,1,5,17,17,17,497
5538,formula_even,2769,5538,5538,True,,,,2,2,6,18,18,18,498
5539,formula_3_mod_4,1385,15343030,15343030,True,,,,3,3,7,19,19,19,499
5540,formula_even,2770,5540,5540,True,,,,0,4,8,20,20,20,500
5541,formula_divisible_by_3,1847,11082,11082,True,,,,1,5,9,21,21,21,501
5542,formula_even,2771,5542,5542,True,,,,2,6,10,22,22,22,502
5543,formula_3_mod_4,1386,15365196,15365196,True,,,,3,7,11,23,23,23,503
5544,formula_even,2772,5544,5544,True,,,,0,0,0,0,24,24,504
5545,general_key_d_3,1387,15381830,3076366,True,3,2,10,1,1,1,1,25,25,505
5546,formula_even,2773,5546,5546,True,,,,2,2,2,2,26,26,506
5547,formula_divisible_by_3,1849,11094,11094,True,,,,3,3,3,3,27,27,507
5548,formula_even,2774,5548,5548,True,,,,0,4,4,4,28,28,508
5549,general_key_d_3,1388,7702012,3851006,True,3,4,8,1,5,5,5,29,29,509
5550,formula_even,2775,5550,5550,True,,,,2,6,6,6,30,30,510
5551,formula_3_mod_4,1388,15409576,15409576,True,,,,3,7,7,7,31,31,511
5552,formula_even,2776,5552,5552,True,,,,0,0,8,8,32,32,512
5553,formula_divisible_by_3,1851,11106,11106,True,,,,1,1,9,9,33,33,513
5554,formula_even,2777,5554,5554,True,,,,2,2,10,10,34,34,514
5555,formula_3_mod_4,1389,15431790,15431790,True,,,,3,3,11,11,35,35,515
5556,formula_even,2778,5556,5556,True,,,,0,4,0,12,36,36,516
5557,general_key_d_3,1390,15448460,3089692,True,3,2,10,1,5,1,13,37,37,517
5558,formula_even,2779,5558,5558,True,,,,2,6,2,14,38,38,518
5559,formula_divisible_by_3,1853,11118,11118,True,,,,3,7,3,15,39,39,519
5560,formula_even,2780,5560,5560,True,,,,0,0,4,16,40,40,520
5561,general_key_d_7,1392,7740912,1290152,True,7,4,24,1,1,5,17,41,41,521
5562,formula_even,2781,5562,5562,True,,,,2,2,6,18,42,42,522
5563,formula_3_mod_4,1391,15476266,15476266,True,,,,3,3,7,19,43,43,523
5564,formula_even,2782,5564,5564,True,,,,0,4,8,20,44,44,524
5565,formula_divisible_by_3,1855,11130,11130,True,,,,1,5,9,21,45,45,525
5566,formula_even,2783,5566,5566,True,,,,2,6,10,22,46,46,526
5567,formula_3_mod_4,1392,15498528,15498528,True,,,,3,7,11,23,47,47,527
5568,formula_even,2784,5568,5568,True,,,,0,0,0,0,48,48,528
5569,general_key_d_71,1410,15704580,111380,True,71,2,282,1,1,1,1,49,49,529
5570,formula_even,2785,5570,5570,True,,,,2,2,2,2,50,50,530
5571,formula_divisible_by_3,1857,11142,11142,True,,,,3,3,3,3,51,51,531
5572,formula_even,2786,5572,5572,True,,,,0,4,4,4,52,52,532
5573,general_key_d_3,1394,7768762,3884381,True,3,4,8,1,5,5,5,53,53,533
5574,formula_even,2787,5574,5574,True,,,,2,6,6,6,54,54,534
5575,formula_3_mod_4,1394,15543100,15543100,True,,,,3,7,7,7,55,55,535
5576,formula_even,2788,5576,5576,True,,,,0,0,8,8,56,56,536
5577,formula_divisible_by_3,1859,11154,11154,True,,,,1,1,9,9,57,57,537
5578,formula_even,2789,5578,5578,True,,,,2,2,10,10,58,58,538
5579,formula_3_mod_4,1395,15565410,15565410,True,,,,3,3,11,11,59,59,539
5580,formula_even,2790,5580,5580,True,,,,0,4,0,12,0,60,540
5581,general_key_d_3,1396,7791076,3895538,True,3,4,8,1,5,1,13,1,61,541
5582,formula_even,2791,5582,5582,True,,,,2,6,2,14,2,62,542
5583,formula_divisible_by_3,1861,11166,11166,True,,,,3,7,3,15,3,63,543
5584,formula_even,2792,5584,5584,True,,,,0,0,4,16,4,64,544
5585,general_key_d_3,1397,31208980,2837180,True,3,1,11,1,1,5,17,5,65,545
5586,formula_even,2793,5586,5586,True,,,,2,2,6,18,6,66,546
5587,formula_3_mod_4,1397,15610078,15610078,True,,,,3,3,7,19,7,67,547
5588,formula_even,2794,5588,5588,True,,,,0,4,8,20,8,68,548
5589,formula_divisible_by_3,1863,11178,11178,True,,,,1,5,9,21,9,69,549
5590,formula_even,2795,5590,5590,True,,,,2,6,10,22,10,70,550
5591,formula_3_mod_4,1398,15632436,15632436,True,,,,3,7,11,23,11,71,551
5592,formula_even,2796,5592,5592,True,,,,0,0,0,0,12,72,552
5593,general_key_d_7,1400,3915100,1566040,True,7,8,20,1,1,1,1,13,73,553
5594,formula_even,2797,5594,5594,True,,,,2,2,2,2,14,74,554
5595,formula_divisible_by_3,1865,11190,11190,True,,,,3,3,3,3,15,75,555
5596,formula_even,2798,5596,5596,True,,,,0,4,4,4,16,76,556
5597,general_key_d_3,1400,15671600,3134320,True,3,2,10,1,5,5,5,17,77,557
5598,formula_even,2799,5598,5598,True,,,,2,6,6,6,18,78,558
5599,formula_3_mod_4,1400,15677200,15677200,True,,,,3,7,7,7,19,79,559
5600,formula_even,2800,5600,5600,True,,,,0,0,8,8,20,80,560
5601,formula_divisible_by_3,1867,11202,11202,True,,,,1,1,9,9,21,81,561
5602,formula_even,2801,5602,5602,True,,,,2,2,10,10,22,82,562
5603,formula_3_mod_4,1401,15699606,15699606,True,,,,3,3,11,11,23,83,563
5604,formula_even,2802,5604,5604,True,,,,0,4,0,12,24,84,564
5605,general_key_d_3,1402,15716420,3143284,True,3,2,10,1,5,1,13,25,85,565
5606,formula_even,2803,5606,5606,True,,,,2,6,2,14,26,86,566
5607,formula_divisible_by_3,1869,11214,11214,True,,,,3,7,3,15,27,87,567
5608,formula_even,2804,5608,5608,True,,,,0,0,4,16,28,88,568
5609,general_key_d_7,1404,31500144,1166672,True,7,1,27,1,1,5,17,29,89,569
5610,formula_even,2805,5610,5610,True,,,,2,2,6,18,30,90,570
5611,formula_3_mod_4,1403,15744466,15744466,True,,,,3,3,7,19,31,91,571
5612,formula_even,2806,5612,5612,True,,,,0,4,8,20,32,92,572
5613,formula_divisible_by_3,1871,11226,11226,True,,,,1,5,9,21,33,93,573
5614,formula_even,2807,5614,5614,True,,,,2,6,10,22,34,94,574
5615,formula_3_mod_4,1404,15766920,15766920,True,,,,3,7,11,23,35,95,575
5616,formula_even,2808,5616,5616,True,,,,0,0,0,0,36,96,576
5617,general_key_d_3,1405,15783770,3156754,True,3,2,10,1,1,1,1,37,97,577
5618,formula_even,2809,5618,5618,True,,,,2,2,2,2,38,98,578
5619,formula_divisible_by_3,1873,11238,11238,True,,,,3,3,3,3,39,99,579
5620,formula_even,2810,5620,5620,True,,,,0,4,4,4,40,100,580
5621,general_key_d_3,1406,31612504,2873864,True,3,1,11,1,5,5,5,41,101,581
5622,formula_even,2811,5622,5622,True,,,,2,6,6,6,42,102,582
5623,formula_3_mod_4,1406,15811876,15811876,True,,,,3,7,7,7,43,103,583
5624,formula_even,2812,5624,5624,True,,,,0,0,8,8,44,104,584
5625,formula_divisible_by_3,1875,11250,11250,True,,,,1,1,9,9,45,105,585
5626,formula_even,2813,5626,5626,True,,,,2,2,10,10,46,106,586
5627,formula_3_mod_4,1407,15834378,15834378,True,,,,3,3,11,11,47,107,587
5628,formula_even,2814,5628,5628,True,,,,0,4,0,12,48,108,588
5629,general_key_d_3,1408,31702528,2882048,True,3,1,11,1,5,1,13,49,109,589
5630,formula_even,2815,5630,5630,True,,,,2,6,2,14,50,110,590
5631,formula_divisible_by_3,1877,11262,11262,True,,,,3,7,3,15,51,111,591
5632,formula_even,2816,5632,5632,True,,,,0,0,4,16,52,112,592
5633,general_key_d_7,1410,7942530,1323755,True,7,4,24,1,1,5,17,53,113,593
5634,formula_even,2817,5634,5634,True,,,,2,2,6,18,54,114,594
5635,formula_3_mod_4,1409,15879430,15879430,True,,,,3,3,7,19,55,115,595
5636,formula_even,2818,5636,5636,True,,,,0,4,8,20,56,116,596
5637,formula_divisible_by_3,1879,11274,11274,True,,,,1,5,9,21,57,117,597
5638,formula_even,2819,5638,5638,True,,,,2,6,10,22,58,118,598
5639,formula_3_mod_4,1410,15901980,15901980,True,,,,3,7,11,23,59,119,599
5640,formula_even,2820,5640,5640,True,,,,0,0,0,0,0,0,600
5641,general_key_d_15,1414,7976374,569741,True,15,4,56,1,1,1,1,1,1,601
5642,formula_even,2821,5642,5642,True,,,,2,2,2,2,2,2,602
5643,formula_divisible_by_3,1881,11286,11286,True,,,,3,3,3,3,3,3,603
5644,formula_even,2822,5644,5644,True,,,,0,4,4,4,4,4,604
5645,general_key_d_3,1412,15941480,3188296,True,3,2,10,1,5,5,5,5,5,605
5646,formula_even,2823,5646,5646,True,,,,2,6,6,6,6,6,606
5647,formula_3_mod_4,1412,15947128,15947128,True,,,,3,7,7,7,7,7,607
5648,formula_even,2824,5648,5648,True,,,,0,0,8,8,8,8,608
5649,formula_divisible_by_3,1883,11298,11298,True,,,,1,1,9,9,9,9,609
5650,formula_even,2825,5650,5650,True,,,,2,2,10,10,10,10,610
5651,formula_3_mod_4,1413,15969726,15969726,True,,,,3,3,11,11,11,11,611
5652,formula_even,2826,5652,5652,True,,,,0,4,0,12,12,12,612
5653,general_key_d_3,1414,7993342,3996671,True,3,4,8,1,5,1,13,13,13,613
5654,formula_even,2827,5654,5654,True,,,,2,6,2,14,14,14,614
5655,formula_divisible_by_3,1885,11310,11310,True,,,,3,7,3,15,15,15,615
5656,formula_even,2828,5656,5656,True,,,,0,0,4,16,16,16,616
5657,general_key_d_3,1415,16009310,3201862,True,3,2,10,1,1,5,17,17,17,617
5658,formula_even,2829,5658,5658,True,,,,2,2,6,18,18,18,618
5659,formula_3_mod_4,1415,16014970,16014970,True,,,,3,3,7,19,19,19,619
5660,formula_even,2830,5660,5660,True,,,,0,4,8,20,20,20,620
5661,formula_divisible_by_3,1887,11322,11322,True,,,,1,5,9,21,21,21,621
5662,formula_even,2831,5662,5662,True,,,,2,6,10,22,22,22,622
5663,formula_3_mod_4,1416,16037616,16037616,True,,,,3,7,11,23,23,23,623
5664,formula_even,2832,5664,5664,True,,,,0,0,0,0,24,24,624
5665,general_key_d_3,1417,32109220,2919020,True,3,1,11,1,1,1,1,25,25,625
5666,formula_even,2833,5666,5666,True,,,,2,2,2,2,26,26,626
5667,formula_divisible_by_3,1889,11334,11334,True,,,,3,3,3,3,27,27,627
5668,formula_even,2834,5668,5668,True,,,,0,4,4,4,28,28,628
5669,general_key_d_3,1418,8038642,4019321,True,3,4,8,1,5,5,5,29,29,629
5670,formula_even,2835,5670,5670,True,,,,2,6,6,6,30,30,630
5671,formula_3_mod_4,1418,16082956,16082956,True,,,,3,7,7,7,31,31,631
5672,formula_even,2836,5672,5672,True,,,,0,0,8,8,32,32,632
5673,formula_divisible_by_3,1891,11346,11346,True,,,,1,1,9,9,33,33,633
5674,formula_even,2837,5674,5674,True,,,,2,2,10,10,34,34,634
5675,formula_3_mod_4,1419,16105650,16105650,True,,,,3,3,11,11,35,35,635
5676,formula_even,2838,5676,5676,True,,,,0,4,0,12,36,36,636
5677,general_key_d_3,1420,16122680,3224536,True,3,2,10,1,5,1,13,37,37,637
5678,formula_even,2839,5678,5678,True,,,,2,6,2,14,38,38,638
5679,formula_divisible_by_3,1893,11358,11358,True,,,,3,7,3,15,39,39,639
5680,formula_even,2840,5680,5680,True,,,,0,0,4,16,40,40,640
