modulus,residue,method,d,a,b
5040,1734,formula_even,,,
5040,1735,formula_3_mod_4,,,
5040,1736,formula_even,,,
5040,1737,formula_divisible_by_3,,,
5040,1738,formula_even,,,
5040,1739,formula_3_mod_4,,,
5040,1740,formula_even,,,
5040,1741,general_key_d_3,3,4,8
5040,1742,formula_even,,,
5040,1743,formula_divisible_by_3,,,
5040,1744,formula_even,,,
5040,1745,general_key_d_7,7,4,24
5040,1746,formula_even,,,
5040,1747,formula_3_mod_4,,,
5040,1748,formula_even,,,
5040,1749,formula_divisible_by_3,,,
5040,1750,formula_even,,,
5040,1751,formula_3_mod_4,,,
5040,1752,formula_even,,,
5040,1753,general_key_d_7,7,8,20
5040,1754,formula_even,,,
5040,1755,formula_divisible_by_3,,,
5040,1756,formula_even,,,
5040,1757,general_key_d_3,3,4,8
5040,1758,formula_even,,,
5040,1759,formula_3_mod_4,,,
5040,1760,formula_even,,,
5040,1761,formula_divisible_by_3,,,
5040,1762,formula_even,,,
5040,1763,formula_3_mod_4,,,
5040,1764,formula_even,,,
5040,1765,general_key_d_3,3,4,8
5040,1766,formula_even,,,
5040,1767,formula_divisible_by_3,,,
5040,1768,formula_even,,,
5040,1769,general_key_d_7,7,4,24
5040,1770,formula_even,,,
5040,1771,formula_3_mod_4,,,
5040,1772,formula_even,,,
5040,1773,formula_divisible_by_3,,,
5040,1774,formula_even,,,
5040,1775,formula_3_mod_4,,,
5040,1776,formula_even,,,
5040,1777,general_key_d_3,3,2,10
5040,1778,formula_even,,,
5040,1779,formula_divisible_by_3,,,
5040,1780,formula_even,,,
5040,1781,general_key_d_3,3,4,8
5040,1782,formula_even,,,
5040,1783,formula_3_mod_4,,,
5040,1784,formula_even,,,
5040,1785,formula_divisible_by_3,,,
5040,1786,formula_even,,,
5040,1787,formula_3_mod_4,,,
5040,1788,formula_even,,,
5040,1789,general_key_d_3,3,4,8
5040,1790,formula_even,,,
5040,1791,formula_divisible_by_3,,,
5040,1792,formula_even,,,
5040,1793,general_key_d_7,7,4,24
5040,1794,formula_even,,,
5040,1795,formula_3_mod_4,,,
5040,1796,formula_even,,,
5040,1797,formula_divisible_by_3,,,
5040,1798,formula_even,,,
5040,1799,formula_3_mod_4,,,
5040,1800,formula_even,,,
5040,1802,formula_even,,,
5040,1803,formula_divisible_by_3,,,
5040,1804,formula_even,,,
5040,1805,general_key_d_3,3,4,8
5040,1806,formula_even,,,
5040,1807,formula_3_mod_4,,,
5040,1808,formula_even,,,
5040,1809,formula_divisible_by_3,,,
5040,1810,formula_even,,,
5040,1811,formula_3_mod_4,,,
5040,1812,formula_even,,,
5040,1813,general_key_d_3,3,4,8
5040,1814,formula_even,,,
5040,1815,formula_divisible_by_3,,,
5040,1816,formula_even,,,
5040,1817,general_key_d_7,7,4,24
5040,1818,formula_even,,,
5040,1819,formula_3_mod_4,,,
5040,1820,formula_even,,,
5040,1821,formula_divisible_by_3,,,
5040,1822,formula_even,,,
5040,1823,formula_3_mod_4,,,
5040,1824,formula_even,,,
5040,1825,general_key_d_3,3,2,10
5040,1826,formula_even,,,
5040,1827,formula_divisible_by_3,,,
5040,1828,formula_even,,,
5040,1829,general_key_d_3,3,4,8
5040,1830,formula_even,,,
5040,1831,formula_3_mod_4,,,
5040,1832,formula_even,,,
5040,1833,formula_divisible_by_3,,,
5040,1834,formula_even,,,
5040,1835,formula_3_mod_4,,,
5040,1836,formula_even,,,
5040,1837,general_key_d_3,3,4,8
5040,1838,formula_even,,,
5040,1839,formula_divisible_by_3,,,
5040,1840,formula_even,,,
5040,1841,general_key_d_7,7,4,24
5040,1842,formula_even,,,
5040,1843,formula_3_mod_4,,,
5040,1844,formula_even,,,
5040,1845,formula_divisible_by_3,,,
5040,1846,formula_even,,,
5040,1847,formula_3_mod_4,,,
5040,1848,formula_even,,,
5040,1850,formula_even,,,
5040,1851,formula_divisible_by_3,,,
5040,1852,formula_even,,,
5040,1853,general_key_d_3,3,4,8
5040,1854,formula_even,,,
5040,1855,formula_3_mod_4,,,
5040,1856,formula_even,,,
5040,1857,formula_divisible_by_3,,,
5040,1858,formula_even,,,
5040,1859,formula_3_mod_4,,,
5040,1860,formula_even,,,
5040,1861,general_key_d_3,3,4,8
5040,1862,formula_even,,,
5040,1863,formula_divisible_by_3,,,
5040,1864,formula_even,,,
5040,1865,general_key_d_7,7,4,24
5040,1866,formula_even,,,
5040,1867,formula_3_mod_4,,,
5040,1868,formula_even,,,
5040,1869,formula_divisible_by_3,,,
5040,1870,formula_even,,,
5040,1871,formula_3_mod_4,,,
5040,1872,formula_even,,,
5040,1873,general_key_d_7,7,8,20
5040,1874,formula_even,,,
5040,1875,formula_divisible_by_3,,,
5040,1876,formula_even,,,
5040,1877,general_key_d_3,3,4,8
5040,1878,formula_even,,,
5040,1879,formula_3_mod_4,,,
5040,1880,formula_even,,,
5040,1881,formula_divisible_by_3,,,
5040,1882,formula_even,,,
5040,1883,formula_3_mod_4,,,
5040,1884,formula_even,,,
5040,1885,general_key_d_3,3,4,8
5040,1886,formula_even,,,
5040,1887,formula_divisible_by_3,,,
5040,1888,formula_even,,,
5040,1889,general_key_d_7,7,4,24
5040,1890,formula_even,,,
5040,1891,formula_3_mod_4,,,
5040,1892,formula_even,,,
5040,1893,formula_divisible_by_3,,,
5040,1894,formula_even,,,
5040,1895,formula_3_mod_4,,,
5040,1896,formula_even,,,
5040,1897,general_key_d_3,3,2,10
5040,1898,formula_even,,,
5040,1899,formula_divisible_by_3,,,
5040,1900,formula_even,,,
5040,1901,general_key_d_3,3,4,8
5040,1902,formula_even,,,
5040,1903,formula_3_mod_4,,,
5040,1904,formula_even,,,
5040,1905,formula_divisible_by_3,,,
5040,1906,formula_even,,,
5040,1907,formula_3_mod_4,,,
5040,1908,formula_even,,,
5040,1909,general_key_d_3,3,4,8
5040,1910,formula_even,,,
5040,1911,formula_divisible_by_3,,,
5040,1912,formula_even,,,
5040,1913,general_key_d_7,7,4,24
5040,1914,formula_even,,,
5040,1915,formula_3_mod_4,,,
5040,1916,formula_even,,,
5040,1917,formula_divisible_by_3,,,
5040,1918,formula_even,,,
5040,1919,formula_3_mod_4,,,
5040,1920,formula_even,,,
5040,1921,general_key_d_11,11,2,42
5040,1922,formula_even,,,
5040,1923,formula_divisible_by_3,,,
5040,1924,formula_even,,,
5040,1925,general_key_d_3,3,4,8
5040,1926,formula_even,,,
5040,1927,formula_3_mod_4,,,
5040,1928,formula_even,,,
5040,1929,formula_divisible_by_3,,,
5040,1930,formula_even,,,
5040,1931,formula_3_mod_4,,,
5040,1932,formula_even,,,
5040,1933,general_key_d_3,3,4,8
5040,1934,formula_even,,,
5040,1935,formula_divisible_by_3,,,
5040,1936,formula_even,,,
5040,1937,general_key_d_7,7,4,24
5040,1938,formula_even,,,
5040,1939,formula_3_mod_4,,,
5040,1940,formula_even,,,
5040,1941,formula_divisible_by_3,,,
5040,1942,formula_even,,,
5040,1943,formula_3_mod_4,,,
5040,1944,formula_even,,,
5040,1945,general_key_d_3,3,2,10
5040,1946,formula_even,,,
5040,1947,formula_divisible_by_3,,,
5040,1948,formula_even,,,
5040,1949,general_key_d_3,3,4,8
5040,1950,formula_even,,,
5040,1951,formula_3_mod_4,,,
5040,1952,formula_even,,,
5040,1953,formula_divisible_by_3,,,
5040,1954,formula_even,,,
5040,1955,formula_3_mod_4,,,
5040,1956,formula_even,,,
5040,1957,general_key_d_3,3,4,8
5040,1958,formula_even,,,
5040,1959,formula_divisible_by_3,,,
5040,1960,formula_even,,,
5040,1961,general_key_d_7,7,4,24
5040,1962,formula_even,,,
5040,1963,formula_3_mod_4,,,
5040,1964,formula_even,,,
5040,1965,formula_divisible_by_3,,,
5040,1966,formula_even,,,
5040,1967,formula_3_mod_4,,,
5040,1968,formula_even,,,
5040,1970,formula_even,,,
5040,1971,formula_divisible_by_3,,,
5040,1972,formula_even,,,
5040,1973,general_key_d_3,3,4,8
5040,1974,formula_even,,,
5040,1975,formula_3_mod_4,,,
5040,1976,formula_even,,,
5040,1977,formula_divisible_by_3,,,
5040,1978,formula_even,,,
5040,1979,formula_3_mod_4,,,
5040,1980,formula_even,,,
5040,1981,general_key_d_3,3,4,8
5040,1982,formula_even,,,
5040,1983,formula_divisible_by_3,,,
5040,1984,formula_even,,,
5040,1985,general_key_d_7,7,4,24
5040,1986,formula_even,,,
5040,1987,formula_3_mod_4,,,
5040,1988,formula_even,,,
5040,1989,formula_divisible_by_3,,,
5040,1990,formula_even,,,
5040,1991,formula_3_mod_4,,,
5040,1992,formula_even,,,
5040,1993,general_key_d_7,7,8,20
5040,1994,formula_even,,,
5040,1995,formula_divisible_by_3,,,
5040,1996,formula_even,,,
5040,1997,general_key_d_3,3,4,8
5040,1998,formula_even,,,
5040,1999,formula_3_mod_4,,,
5040,2000,formula_even,,,
5040,2001,formula_divisible_by_3,,,
5040,2002,formula_even,,,
5040,2003,formula_3_mod_4,,,
5040,2004,formula_even,,,
5040,2005,general_key_d_3,3,4,8
5040,2006,formula_even,,,
5040,2007,formula_divisible_by_3,,,
5040,2008,formula_even,,,
5040,2009,general_key_d_7,7,4,24
5040,2010,formula_even,,,
5040,2011,formula_3_mod_4,,,
5040,2012,formula_even,,,
5040,2013,formula_divisible_by_3,,,
5040,2014,formula_even,,,
5040,2015,formula_3_mod_4,,,
5040,2016,formula_even,,,
5040,2017,general_key_d_3,3,2,10
5040,2018,formula_even,,,
5040,2019,formula_divisible_by_3,,,
5040,2020,formula_even,,,
5040,2021,general_key_d_3,3,4,8
5040,2022,formula_even,,,
5040,2023,formula_3_mod_4,,,
5040,2024,formula_even,,,
5040,2025,formula_divisible_by_3,,,
5040,2026,formula_even,,,
5040,2027,formula_3_mod_4,,,
5040,2028,formula_even,,,
5040,2029,general_key_d_3,3,4,8
5040,2030,formula_even,,,
5040,2031,formula_divisible_by_3,,,
5040,2032,formula_even,,,
5040,2033,general_key_d_7,7,4,24
5040,2034,formula_even,,,
5040,2035,formula_3_mod_4,,,
5040,2036,formula_even,,,
5040,2037,formula_divisible_by_3,,,
5040,2038,formula_even,,,
5040,2039,formula_3_mod_4,,,
5040,2040,formula_even,,,
5040,2042,formula_even,,,
5040,2043,formula_divisible_by_3,,,
5040,2044,formula_even,,,
5040,2045,general_key_d_3,3,4,8
5040,2046,formula_even,,,
5040,2047,formula_3_mod_4,,,
5040,2048,formula_even,,,
5040,2049,formula_divisible_by_3,,,
5040,2050,formula_even,,,
5040,2051,formula_3_mod_4,,,
5040,2052,formula_even,,,
5040,2053,general_key_d_3,3,4,8
5040,2054,formula_even,,,
5040,2055,formula_divisible_by_3,,,
5040,2056,formula_even,,,
5040,2057,general_key_d_7,7,4,24
5040,2058,formula_even,,,
5040,2059,formula_3_mod_4,,,
5040,2060,formula_even,,,
5040,2061,formula_divisible_by_3,,,
5040,2062,formula_even,,,
5040,2063,formula_3_mod_4,,,
5040,2064,formula_even,,,
5040,2065,general_key_d_3,3,2,10
5040,2066,formula_even,,,
5040,2067,formula_divisible_by_3,,,
5040,2068,formula_even,,,
5040,2069,general_key_d_3,3,4,8
5040,2070,formula_even,,,
5040,2071,formula_3_mod_4,,,
5040,2072,formula_even,,,
5040,2073,formula_divisible_by_3,,,
5040,2074,formula_even,,,
5040,2075,formula_3_mod_4,,,
5040,2076,formula_even,,,
5040,2077,general_key_d_3,3,4,8
5040,2078,formula_even,,,
5040,2079,formula_divisible_by_3,,,
5040,2080,formula_even,,,
5040,2081,general_key_d_7,7,4,24
5040,2082,formula_even,,,
5040,2083,formula_3_mod_4,,,
5040,2084,formula_even,,,
5040,2085,formula_divisible_by_3,,,
5040,2086,formula_even,,,
5040,2087,formula_3_mod_4,,,
5040,2088,formula_even,,,
5040,2089,general_key_d_11,11,2,42
5040,2090,formula_even,,,
5040,2091,formula_divisible_by_3,,,
5040,2092,formula_even,,,
5040,2093,general_key_d_3,3,4,8
5040,2094,formula_even,,,
5040,2095,formula_3_mod_4,,,
5040,2096,formula_even,,,
5040,2097,formula_divisible_by_3,,,
5040,2098,formula_even,,,
5040,2099,formula_3_mod_4,,,
5040,2100,formula_even,,,
5040,2101,general_key_d_3,3,4,8
5040,2102,formula_even,,,
5040,2103,formula_divisible_by_3,,,
5040,2104,formula_even,,,
5040,2105,general_key_d_7,7,4,24
5040,2106,formula_even,,,
5040,2107,formula_3_mod_4,,,
5040,2108,formula_even,,,
5040,2109,formula_divisible_by_3,,,
5040,2110,formula_even,,,
5040,2111,formula_3_mod_4,,,
5040,2112,formula_even,,,
5040,2113,general_key_d_7,7,8,20
5040,2114,formula_even,,,
5040,2115,formula_divisible_by_3,,,
5040,2116,formula_even,,,
5040,2117,general_key_d_3,3,4,8
5040,2118,formula_even,,,
5040,2119,formula_3_mod_4,,,
5040,2120,formula_even,,,
5040,2121,formula_divisible_by_3,,,
5040,2122,formula_even,,,
5040,2123,formula_3_mod_4,,,
5040,2124,formula_even,,,
5040,2125,general_key_d_3,3,4,8
5040,2126,formula_even,,,
5040,2127,formula_divisible_by_3,,,
5040,2128,formula_even,,,
5040,2129,general_key_d_7,7,4,24
5040,2130,formula_even,,,
5040,2131,formula_3_mod_4,,,
5040,2132,formula_even,,,
5040,2133,formula_divisible_by_3,,,
5040,2134,formula_even,,,
5040,2135,formula_3_mod_4,,,
5040,2136,formula_even,,,
5040,2137,general_key_d_3,3,2,10
5040,2138,formula_even,,,
5040,2139,formula_divisible_by_3,,,
5040,2140,formula_even,,,
5040,2141,general_key_d_3,3,4,8
5040,2142,formula_even,,,
5040,2143,formula_3_mod_4,,,
5040,2144,formula_even,,,
5040,2145,formula_divisible_by_3,,,
5040,2146,formula_even,,,
5040,2147,formula_3_mod_4,,,
5040,2148,formula_even,,,
5040,2149,general_key_d_3,3,4,8
5040,2150,formula_even,,,
5040,2151,formula_divisible_by_3,,,
5040,2152,formula_even,,,
5040,2153,general_key_d_7,7,4,24
5040,2154,formula_even,,,
5040,2155,formula_3_mod_4,,,
5040,2156,formula_even,,,
5040,2157,formula_divisible_by_3,,,
5040,2158,formula_even,,,
5040,2159,formula_3_mod_4,,,
5040,2160,formula_even,,,
5040,2161,general_key_d_23,23,8,84
5040,2162,formula_even,,,
5040,2163,formula_divisible_by_3,,,
5040,2164,formula_even,,,
5040,2165,general_key_d_3,3,4,8
5040,2166,formula_even,,,
5040,2167,formula_3_mod_4,,,
5040,2168,formula_even,,,
5040,2169,formula_divisible_by_3,,,
5040,2170,formula_even,,,
5040,2171,formula_3_mod_4,,,
5040,2172,formula_even,,,
5040,2173,general_key_d_3,3,4,8
5040,2174,formula_even,,,
5040,2175,formula_divisible_by_3,,,
5040,2176,formula_even,,,
5040,2177,general_key_d_7,7,4,24
5040,2178,formula_even,,,
5040,2179,formula_3_mod_4,,,
5040,2180,formula_even,,,
5040,2181,formula_divisible_by_3,,,
5040,2182,formula_even,,,
5040,2183,formula_3_mod_4,,,
5040,2184,formula_even,,,
5040,2185,general_key_d_3,3,2,10
5040,2186,formula_even,,,
5040,2187,formula_divisible_by_3,,,
5040,2188,formula_even,,,
5040,2189,general_key_d_3,3,4,8
5040,2190,formula_even,,,
5040,2191,formula_3_mod_4,,,
5040,2192,formula_even,,,
5040,2193,formula_divisible_by_3,,,
5040,2194,formula_even,,,
5040,2195,formula_3_mod_4,,,
5040,2196,formula_even,,,
5040,2197,general_key_d_3,3,4,8
5040,2198,formula_even,,,
5040,2199,formula_divisible_by_3,,,
5040,2200,formula_even,,,
5040,2201,general_key_d_7,7,4,24
5040,2202,formula_even,,,
5040,2203,formula_3_mod_4,,,
5040,2204,formula_even,,,
5040,2205,formula_divisible_by_3,,,
5040,2206,formula_even,,,
5040,2207,formula_3_mod_4,,,
5040,2208,formula_even,,,
5040,2210,formula_even,,,
5040,2211,formula_divisible_by_3,,,
5040,2212,formula_even,,,
5040,2213,general_key_d_3,3,4,8
5040,2214,formula_even,,,
5040,2215,formula_3_mod_4,,,
5040,2216,formula_even,,,
5040,2217,formula_divisible_by_3,,,
5040,2218,formula_even,,,
5040,2219,formula_3_mod_4,,,
5040,2220,formula_even,,,
5040,2221,general_key_d_3,3,4,8
5040,2222,formula_even,,,
5040,2223,formula_divisible_by_3,,,
5040,2224,formula_even,,,
5040,2225,general_key_d_7,7,4,24
5040,2226,formula_even,,,
5040,2227,formula_3_mod_4,,,
5040,2228,formula_even,,,
5040,2229,formula_divisible_by_3,,,
5040,2230,formula_even,,,
5040,2231,formula_3_mod_4,,,
5040,2232,formula_even,,,
5040,2233,general_key_d_7,7,8,20
5040,2234,formula_even,,,
5040,2235,formula_divisible_by_3,,,
5040,2236,formula_even,,,
5040,2237,general_key_d_3,3,4,8
5040,2238,formula_even,,,
5040,2239,formula_3_mod_4,,,
5040,2240,formula_even,,,
5040,2241,formula_divisible_by_3,,,
5040,2242,formula_even,,,
5040,2243,formula_3_mod_4,,,
5040,2244,formula_even,,,
5040,2245,general_key_d_3,3,4,8
5040,2246,formula_even,,,
5040,2247,formula_divisible_by_3,,,
5040,2248,formula_even,,,
5040,2249,general_key_d_7,7,4,24
5040,2250,formula_even,,,
5040,2251,formula_3_mod_4,,,
5040,2252,formula_even,,,
5040,2253,formula_divisible_by_3,,,
5040,2254,formula_even,,,
5040,2255,formula_3_mod_4,,,
5040,2256,formula_even,,,
5040,2257,general_key_d_3,3,2,10
5040,2258,formula_even,,,
5040,2259,formula_divisible_by_3,,,
5040,2260,formula_even,,,
5040,2261,general_key_d_3,3,4,8
5040,2262,formula_even,,,
5040,2263,formula_3_mod_4,,,
5040,2264,formula_even,,,
5040,2265,formula_divisible_by_3,,,
5040,2266,formula_even,,,
5040,2267,formula_3_mod_4,,,
5040,2268,formula_even,,,
5040,2269,general_key_d_3,3,4,8
5040,2270,formula_even,,,
5040,2271,formula_divisible_by_3,,,
5040,2272,formula_even,,,
5040,2273,general_key_d_7,7,4,24
5040,2274,formula_even,,,
5040,2275,formula_3_mod_4,,,
5040,2276,formula_even,,,
5040,2277,formula_divisible_by_3,,,
5040,2278,formula_even,,,
5040,2279,formula_3_mod_4,,,
5040,2280,formula_even,,,
5040,2281,general_key_d_15,15,4,56
5040,2282,formula_even,,,
5040,2283,formula_divisible_by_3,,,
5040,2284,formula_even,,,
5040,2285,general_key_d_3,3,4,8
5040,2286,formula_even,,,
5040,2287,formula_3_mod_4,,,
5040,2288,formula_even,,,
5040,2289,formula_divisible_by_3,,,
5040,2290,formula_even,,,
5040,2291,formula_3_mod_4,,,
5040,2292,formula_even,,,
5040,2293,general_key_d_3,3,4,8
5040,2294,formula_even,,,
5040,2295,formula_divisible_by_3,,,
5040,2296,formula_even,,,
5040,2297,general_key_d_7,7,4,24
5040,2298,formula_even,,,
5040,2299,formula_3_mod_4,,,
5040,2300,formula_even,,,
5040,2301,formula_divisible_by_3,,,
5040,2302,formula_even,,,
5040,2303,formula_3_mod_4,,,
5040,2304,formula_even,,,
5040,2305,general_key_d_3,3,2,10
5040,2306,formula_even,,,
5040,2307,formula_divisible_by_3,,,
5040,2308,formula_even,,,
5040,2309,general_key_d_3,3,4,8
5040,2310,formula_even,,,
5040,2311,formula_3_mod_4,,,
5040,2312,formula_even,,,
5040,2313,formula_divisible_by_3,,,
5040,2314,formula_even,,,
5040,2315,formula_3_mod_4,,,
5040,2316,formula_even,,,
5040,2317,general_key_d_3,3,4,8
5040,2318,formula_even,,,
5040,2319,formula_divisible_by_3,,,
5040,2320,formula_even,,,
5040,2321,general_key_d_7,7,4,24
5040,2322,formula_even,,,
5040,2323,formula_3_mod_4,,,
5040,2324,formula_even,,,
5040,2325,formula_divisible_by_3,,,
5040,2326,formula_even,,,
5040,2327,formula_3_mod_4,,,
5040,2328,formula_even,,,
5040,2329,general_key_d_23,23,8,84
5040,2330,formula_even,,,
5040,2331,formula_divisible_by_3,,,
5040,2332,formula_even,,,
5040,2333,general_key_d_3,3,4,8
5040,2334,formula_even,,,
5040,2335,formula_3_mod_4,,,
5040,2336,formula_even,,,
5040,2337,formula_divisible_by_3,,,
5040,2338,formula_even,,,
5040,2339,formula_3_mod_4,,,
5040,2340,formula_even,,,
5040,2341,general_key_d_3,3,4,8
5040,2342,formula_even,,,
5040,2343,formula_divisible_by_3,,,
5040,2344,formula_even,,,
5040,2345,general_key_d_7,7,4,24
5040,2346,formula_even,,,
5040,2347,formula_3_mod_4,,,
5040,2348,formula_even,,,
5040,2349,formula_divisible_by_3,,,
5040,2350,formula_even,,,
5040,2351,formula_3_mod_4,,,
5040,2352,formula_even,,,
5040,2353,general_key_d_7,7,8,20
5040,2354,formula_even,,,
5040,2355,formula_divisible_by_3,,,
5040,2356,formula_even,,,
5040,2357,general_key_d_3,3,4,8
5040,2358,formula_even,,,
5040,2359,formula_3_mod_4,,,
5040,2360,formula_even,,,
5040,2361,formula_divisible_by_3,,,
5040,2362,formula_even,,,
5040,2363,formula_3_mod_4,,,
5040,2364,formula_even,,,
5040,2365,general_key_d_3,3,4,8
5040,2366,formula_even,,,
5040,2367,formula_divisible_by_3,,,
5040,2368,formula_even,,,
5040,2369,general_key_d_7,7,4,24
5040,2370,formula_even,,,
5040,2371,formula_3_mod_4,,,
5040,2372,formula_even,,,
5040,2373,formula_divisible_by_3,,,
5040,2374,formula_even,,,
5040,2375,formula_3_mod_4,,,
5040,2376,formula_even,,,
5040,2377,general_key_d_3,3,2,10
5040,2378,formula_even,,,
5040,2379,formula_divisible_by_3,,,
5040,2380,formula_even,,,
5040,2381,general_key_d_3,3,4,8
5040,2382,formula_even,,,
5040,2383,formula_3_mod_4,,,
5040,2384,formula_even,,,
5040,2385,formula_divisible_by_3,,,
5040,2386,formula_even,,,
5040,2387,formula_3_mod_4,,,
5040,2388,formula_even,,,
5040,2389,general_key_d_3,3,4,8
5040,2390,formula_even,,,
5040,2391,formula_divisible_by_3,,,
5040,2392,formula_even,,,
5040,2393,general_key_d_7,7,4,24
5040,2394,formula_even,,,
5040,2395,formula_3_mod_4,,,
5040,2396,formula_even,,,
5040,2397,formula_divisible_by_3,,,
5040,2398,formula_even,,,
5040,2399,formula_3_mod_4,,,
5040,2400,formula_even,,,
5040,2401,general_key_d_11,11,2,42
5040,2402,formula_even,,,
5040,2403,formula_divisible_by_3,,,
5040,2404,formula_even,,,
5040,2405,general_key_d_3,3,4,8
5040,2406,formula_even,,,
5040,2407,formula_3_mod_4,,,
5040,2408,formula_even,,,
5040,2409,formula_divisible_by_3,,,
5040,2410,formula_even,,,
5040,2411,formula_3_mod_4,,,
5040,2412,formula_even,,,
5040,2413,general_key_d_3,3,4,8
5040,2414,formula_even,,,
5040,2415,formula_divisible_by_3,,,
5040,2416,formula_even,,,
5040,2417,general_key_d_7,7,4,24
5040,2418,formula_even,,,
5040,2419,formula_3_mod_4,,,
5040,2420,formula_even,,,
5040,2421,formula_divisible_by_3,,,
5040,2422,formula_even,,,
5040,2423,formula_3_mod_4,,,
5040,2424,formula_even,,,
5040,2425,general_key_d_3,3,2,10
5040,2426,formula_even,,,
5040,2427,formula_divisible_by_3,,,
5040,2428,formula_even,,,
5040,2429,general_key_d_3,3,4,8
5040,2430,formula_even,,,
5040,2431,formula_3_mod_4,,,
5040,2432,formula_even,,,
5040,2433,formula_divisible_by_3,,,
5040,2434,formula_even,,,
5040,2435,formula_3_mod_4,,,
5040,2436,formula_even,,,
5040,2437,general_key_d_3,3,4,8
5040,2438,formula_even,,,
5040,2439,formula_divisible_by_3,,,
5040,2440,formula_even,,,
5040,2441,general_key_d_7,7,4,24
5040,2442,formula_even,,,
5040,2443,formula_3_mod_4,,,
5040,2444,formula_even,,,
5040,2445,formula_divisible_by_3,,,
5040,2446,formula_even,,,
5040,2447,formula_3_mod_4,,,
5040,2448,formula_even,,,
5040,2449,general_key_d_15,15,4,56
5040,2450,formula_even,,,
5040,2451,formula_divisible_by_3,,,
5040,2452,formula_even,,,
5040,2453,general_key_d_3,3,4,8
5040,2454,formula_even,,,
5040,2455,formula_3_mod_4,,,
5040,2456,formula_even,,,
5040,2457,formula_divisible_by_3,,,
5040,2458,formula_even,,,
5040,2459,formula_3_mod_4,,,
5040,2460,formula_even,,,
5040,2461,general_key_d_3,3,4,8
5040,2462,formula_even,,,
5040,2463,formula_divisible_by_3,,,
5040,2464,formula_even,,,
5040,2465,general_key_d_7,7,4,24
5040,2466,formula_even,,,
5040,2467,formula_3_mod_4,,,
5040,2468,formula_even,,,
5040,2469,formula_divisible_by_3,,,
5040,2470,formula_even,,,
5040,2471,formula_3_mod_4,,,
5040,2472,formula_even,,,
5040,2473,general_key_d_7,7,8,20
5040,2474,formula_even,,,
5040,2475,formula_divisible_by_3,,,
5040,2476,formula_even,,,
5040,2477,general_key_d_3,3,4,8
5040,2478,formula_even,,,
5040,2479,formula_3_mod_4,,,
5040,2480,formula_even,,,
5040,2481,formula_divisible_by_3,,,
5040,2482,formula_even,,,
5040,2483,formula_3_mod_4,,,
5040,2484,formula_even,,,
5040,2485,general_key_d_3,3,4,8
5040,2486,formula_even,,,
5040,2487,formula_divisible_by_3,,,
5040,2488,formula_even,,,
5040,2489,general_key_d_7,7,4,24
5040,2490,formula_even,,,
5040,2491,formula_3_mod_4,,,
5040,2492,formula_even,,,
5040,2493,formula_divisible_by_3,,,
5040,2494,formula_even,,,
5040,2495,formula_3_mod_4,,,
5040,2496,formula_even,,,
5040,2497,general_key_d_3,3,2,10
5040,2498,formula_even,,,
5040,2499,formula_divisible_by_3,,,
5040,2500,formula_even,,,
5040,2501,general_key_d_3,3,4,8
5040,2502,formula_even,,,
5040,2503,formula_3_mod_4,,,
5040,2504,formula_even,,,
5040,2505,formula_divisible_by_3,,,
5040,2506,formula_even,,,
5040,2507,formula_3_mod_4,,,
5040,2508,formula_even,,,
5040,2509,general_key_d_3,3,4,8
5040,2510,formula_even,,,
5040,2511,formula_divisible_by_3,,,
5040,2512,formula_even,,,
5040,2513,general_key_d_7,7,4,24
5040,2514,formula_even,,,
5040,2515,formula_3_mod_4,,,
5040,2516,formula_even,,,
5040,2517,formula_divisible_by_3,,,
5040,2518,formula_even,,,
5040,2519,formula_3_mod_4,,,
5040,2520,formula_even,,,
5040,2522,formula_even,,,
5040,2523,formula_divisible_by_3,,,
5040,2524,formula_even,,,
5040,2525,general_key_d_3,3,4,8
5040,2526,formula_even,,,
5040,2527,formula_3_mod_4,,,
5040,2528,formula_even,,,
5040,2529,formula_divisible_by_3,,,
5040,2530,formula_even,,,
5040,2531,formula_3_mod_4,,,
5040,2532,formula_even,,,
5040,2533,general_key_d_3,3,4,8
5040,2534,formula_even,,,
5040,2535,formula_divisible_by_3,,,
5040,2536,formula_even,,,
5040,2537,general_key_d_7,7,4,24
5040,2538,formula_even,,,
5040,2539,formula_3_mod_4,,,
5040,2540,formula_even,,,
5040,2541,formula_divisible_by_3,,,
5040,2542,formula_even,,,
5040,2543,formula_3_mod_4,,,
5040,2544,formula_even,,,
5040,2545,general_key_d_3,3,2,10
5040,2546,formula_even,,,
5040,2547,formula_divisible_by_3,,,
5040,2548,formula_even,,,
5040,2549,general_key_d_3,3,4,8
5040,2550,formula_even,,,
5040,2551,formula_3_mod_4,,,
5040,2552,formula_even,,,
5040,2553,formula_divisible_by_3,,,
5040,2554,formula_even,,,
5040,2555,formula_3_mod_4,,,
5040,2556,formula_even,,,
5040,2557,general_key_d_3,3,4,8
5040,2558,formula_even,,,
5040,2559,formula_divisible_by_3,,,
5040,2560,formula_even,,,
5040,2561,general_key_d_7,7,4,24
5040,2562,formula_even,,,
5040,2563,formula_3_mod_4,,,
5040,2564,formula_even,,,
5040,2565,formula_divisible_by_3,,,
5040,2566,formula_even,,,
5040,2567,formula_3_mod_4,,,
5040,2568,formula_even,,,
5040,2569,general_key_d_11,11,2,42
5040,2570,formula_even,,,
